"基金名稱","環球債券基金"	
"貨幣","HKD"	
"成立日期","2007/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","114.24"	
"2011/01/02","114.24"	
"2011/01/03","114.54"	
"2011/01/04","114.44"	
"2011/01/05","113.86"	
"2011/01/06","112.93"	
"2011/01/07","112.63"	
"2011/01/08","112.63"	
"2011/01/09","112.63"	
"2011/01/10","112.44"	
"2011/01/11","112.51"	
"2011/01/12","112.42"	
"2011/01/13","113.16"	
"2011/01/14","113.87"	
"2011/01/15","113.87"	
"2011/01/16","113.87"	
"2011/01/17","113.81"	
"2011/01/18","113.44"	
"2011/01/19","113.98"	
"2011/01/20","114.07"	
"2011/01/21","113.98"	
"2011/01/22","113.98"	
"2011/01/23","113.98"	
"2011/01/24","114.66"	
"2011/01/25","114.93"	
"2011/01/26","114.76"	
"2011/01/27","114.96"	
"2011/01/28","115.01"	
"2011/01/29","115.01"	
"2011/01/30","115.01"	
"2011/01/31","114.69"	
"2011/02/01","115.07"	
"2011/02/02","115.57"	
"2011/02/03","115.57"	
"2011/02/04","115.57"	
"2011/02/05","115.57"	
"2011/02/06","115.57"	
"2011/02/07","114.26"	
"2011/02/08","113.99"	
"2011/02/09","114.16"	
"2011/02/10","114.29"	
"2011/02/11","113.9"	
"2011/02/12","113.9"	
"2011/02/13","113.9"	
"2011/02/14","113.71"	
"2011/02/15","113.72"	
"2011/02/16","113.63"	
"2011/02/17","114.07"	
"2011/02/18","114.17"	
"2011/02/19","114.17"	
"2011/02/20","114.17"	
"2011/02/21","114.63"	
"2011/02/22","114.73"	
"2011/02/23","114.89"	
"2011/02/24","115.38"	
"2011/02/25","115.59"	
"2011/02/26","115.59"	
"2011/02/27","115.59"	
"2011/02/28","115.41"	
"2011/03/01","115.81"	
"2011/03/02","115.54"	
"2011/03/03","115.37"	
"2011/03/04","115.68"	
"2011/03/05","115.68"	
"2011/03/06","115.68"	
"2011/03/07","115.65"	
"2011/03/08","115.51"	
"2011/03/09","115.18"	
"2011/03/10","115.66"	
"2011/03/11","115.36"	
"2011/03/12","115.36"	
"2011/03/13","115.36"	
"2011/03/14","116.12"	
"2011/03/15","116.62"	
"2011/03/16","116.99"	
"2011/03/17","116.98"	
"2011/03/18","116.84"	
"2011/03/19","116.84"	
"2011/03/20","116.84"	
"2011/03/21","117.21"	
"2011/03/22","117.34"	
"2011/03/23","117.24"	
"2011/03/24","117.01"	
"2011/03/25","117.05"	
"2011/03/26","117.05"	
"2011/03/27","117.05"	
"2011/03/28","116.45"	
"2011/03/29","116.35"	
"2011/03/30","116.14"	
"2011/03/31","116.05"	
"2011/04/01","115.94"	
"2011/04/02","115.94"	
"2011/04/03","115.94"	
"2011/04/04","116.14"	
"2011/04/05","116.14"	
"2011/04/06","115.67"	
"2011/04/07","115.79"	
"2011/04/08","115.61"	
"2011/04/09","115.61"	
"2011/04/10","115.61"	
"2011/04/11","116.15"	
"2011/04/12","116.47"	
"2011/04/13","116.79"	
"2011/04/14","116.66"	
"2011/04/15","117.21"	
"2011/04/16","117.21"	
"2011/04/17","117.21"	
"2011/04/18","117.22"	
"2011/04/19","116.92"	
"2011/04/20","117.27"	
"2011/04/21","118.07"	
"2011/04/22","118.07"	
"2011/04/23","118.07"	
"2011/04/24","118.07"	
"2011/04/25","118.07"	
"2011/04/26","118.32"	
"2011/04/27","118.85"	
"2011/04/28","119.41"	
"2011/04/29","119.66"	
"2011/04/30","119.66"	
"2011/05/01","119.66"	
"2011/05/02","119.66"	
"2011/05/03","119.74"	
"2011/05/04","119.81"	
"2011/05/05","120.18"	
"2011/05/06","119.45"	
"2011/05/07","119.45"	
"2011/05/08","119.45"	
"2011/05/09","118.91"	
"2011/05/10","118.91"	
"2011/05/11","119.02"	
"2011/05/12","118.36"	
"2011/05/13","118.4"	
"2011/05/14","118.4"	
"2011/05/15","118.4"	
"2011/05/16","117.89"	
"2011/05/17","118.19"	
"2011/05/18","118.23"	
"2011/05/19","118.22"	
"2011/05/20","118.44"	
"2011/05/21","118.44"	
"2011/05/22","118.44"	
"2011/05/23","117.86"	
"2011/05/24","117.49"	
"2011/05/25","117.62"	
"2011/05/26","118.22"	
"2011/05/27","118.58"	
"2011/05/28","118.58"	
"2011/05/29","118.58"	
"2011/05/30","119.05"	
"2011/05/31","119.29"	
"2011/06/01","119.47"	
"2011/06/02","119.23"	
"2011/06/03","119.72"	
"2011/06/04","119.72"	
"2011/06/05","119.72"	
"2011/06/06","119.72"	
"2011/06/07","119.97"	
"2011/06/08","120.53"	
"2011/06/09","120.28"	
"2011/06/10","120.18"	
"2011/06/11","120.18"	
"2011/06/12","120.18"	
"2011/06/13","119.39"	
"2011/06/14","119.38"	
"2011/06/15","119.64"	
"2011/06/16","118.85"	
"2011/06/17","118.87"	
"2011/06/18","118.87"	
"2011/06/19","118.87"	
"2011/06/20","119.13"	
"2011/06/21","119.34"	
"2011/06/22","119.48"	
"2011/06/23","119.3"	
"2011/06/24","119.12"	
"2011/06/25","119.12"	
"2011/06/26","119.12"	
"2011/06/27","118.24"	
"2011/06/28","118.65"	
"2011/06/29","118.54"	
"2011/06/30","119.08"	
"2011/07/01","119.08"	
"2011/07/02","119.08"	
"2011/07/03","119.08"	
"2011/07/04","119.42"	
"2011/07/05","119.35"	
"2011/07/06","119.06"	
"2011/07/07","118.59"	
"2011/07/08","118.86"	
"2011/07/09","118.86"	
"2011/07/10","118.86"	
"2011/07/11","118.69"	
"2011/07/12","118.36"	
"2011/07/13","118.45"	
"2011/07/14","119.41"	
"2011/07/15","119.12"	
"2011/07/16","119.12"	
"2011/07/17","119.12"	
"2011/07/18","118.77"	
"2011/07/19","119.05"	
"2011/07/20","118.97"	
"2011/07/21","119.27"	
"2011/07/22","120.03"	
"2011/07/23","120.03"	
"2011/07/24","120.03"	
"2011/07/25","119.96"	
"2011/07/26","120.23"	
"2011/07/27","120.96"	
"2011/07/28","120.43"	
"2011/07/29","120.75"	
"2011/07/30","120.75"	
"2011/07/31","120.75"	
"2011/08/01","121.07"	
"2011/08/02","121.21"	
"2011/08/03","121.0"	
"2011/08/04","122.17"	
"2011/08/05","120.34"	
"2011/08/06","120.34"	
"2011/08/07","120.34"	
"2011/08/08","122.18"	
"2011/08/09","121.52"	
"2011/08/10","122.86"	
"2011/08/11","121.45"	
"2011/08/12","121.65"	
"2011/08/13","121.65"	
"2011/08/14","121.65"	
"2011/08/15","121.91"	
"2011/08/16","122.49"	
"2011/08/17","122.82"	
"2011/08/18","123.55"	
"2011/08/19","123.16"	
"2011/08/20","123.16"	
"2011/08/21","123.16"	
"2011/08/22","123.35"	
"2011/08/23","122.98"	
"2011/08/24","122.73"	
"2011/08/25","122.61"	
"2011/08/26","122.55"	
"2011/08/27","122.55"	
"2011/08/28","122.55"	
"2011/08/29","122.77"	
"2011/08/30","123.15"	
"2011/08/31","122.64"	
"2011/09/01","122.49"	
"2011/09/02","122.79"	
"2011/09/03","122.79"	
"2011/09/04","122.79"	
"2011/09/05","122.62"	
"2011/09/06","122.35"	
"2011/09/07","121.86"	
"2011/09/08","122.31"	
"2011/09/09","122.01"	
"2011/09/10","122.01"	
"2011/09/11","122.01"	
"2011/09/12","120.8"	
"2011/09/13","120.8"	
"2011/09/14","120.87"	
"2011/09/15","120.67"	
"2011/09/16","121.22"	
"2011/09/17","121.22"	
"2011/09/18","121.22"	
"2011/09/19","120.98"	
"2011/09/20","120.79"	
"2011/09/21","121.34"	
"2011/09/22","121.04"	
"2011/09/23","120.68"	
"2011/09/24","120.68"	
"2011/09/25","120.68"	
"2011/09/26","120.03"	
"2011/09/27","120.0"	
"2011/09/28","120.08"	
"2011/09/29","120.08"	
"2011/09/30","120.31"	
"2011/10/01","120.31"	
"2011/10/02","120.31"	
"2011/10/03","119.92"	
"2011/10/04","119.56"	
"2011/10/05","119.56"	
"2011/10/06","119.34"	
"2011/10/07","119.32"	
"2011/10/08","119.32"	
"2011/10/09","119.32"	
"2011/10/10","119.37"	
"2011/10/11","119.9"	
"2011/10/12","119.49"	
"2011/10/13","120.1"	
"2011/10/14","119.68"	
"2011/10/15","119.68"	
"2011/10/16","119.68"	
"2011/10/17","120.41"	
"2011/10/18","120.23"	
"2011/10/19","120.17"	
"2011/10/20","120.2"	
"2011/10/21","120.08"	
"2011/10/22","120.08"	
"2011/10/23","120.08"	
"2011/10/24","120.41"	
"2011/10/25","121.16"	
"2011/10/26","121.31"	
"2011/10/27","120.63"	
"2011/10/28","121.75"	
"2011/10/29","121.75"	
"2011/10/30","121.75"	
"2011/10/31","122.31"	
"2011/11/01","121.03"	
"2011/11/02","120.39"	
"2011/11/03","120.09"	
"2011/11/04","120.72"	
"2011/11/05","120.72"	
"2011/11/06","120.72"	
"2011/11/07","120.62"	
"2011/11/08","120.5"	
"2011/11/09","121.02"	
"2011/11/10","119.68"	
"2011/11/11","119.93"	
"2011/11/12","119.93"	
"2011/11/13","119.93"	
"2011/11/14","120.74"	
"2011/11/15","120.11"	
"2011/11/16","119.78"	
"2011/11/17","119.36"	
"2011/11/18","119.39"	
"2011/11/19","119.39"	
"2011/11/20","119.39"	
"2011/11/21","119.69"	
"2011/11/22","119.52"	
"2011/11/23","119.36"	
"2011/11/24","118.6"	
"2011/11/25","118.01"	
"2011/11/26","118.01"	
"2011/11/27","118.01"	
"2011/11/28","117.86"	
"2011/11/29","117.72"	
"2011/11/30","117.97"	
"2011/12/01","118.84"	
"2011/12/02","119.01"	
"2011/12/03","119.01"	
"2011/12/04","119.01"	
"2011/12/05","118.81"	
"2011/12/06","118.91"	
"2011/12/07","119.12"	
"2011/12/08","119.28"	
"2011/12/09","118.86"	
"2011/12/10","118.86"	
"2011/12/11","118.86"	
"2011/12/12","119.18"	
"2011/12/13","118.51"	
"2011/12/14","118.34"	
"2011/12/15","118.25"	
"2011/12/16","118.77"	
"2011/12/17","118.77"	
"2011/12/18","118.77"	
"2011/12/19","118.85"	
"2011/12/20","118.54"	
"2011/12/21","118.85"	
"2011/12/22","118.55"	
"2011/12/23","118.46"	
"2011/12/24","118.46"	
"2011/12/25","118.46"	
"2011/12/26","118.46"	
"2011/12/27","118.46"	
"2011/12/28","118.9"	
"2011/12/29","118.35"	
"2011/12/30","118.54"	
"2011/12/31","118.54"	
