"基金名稱","環球債券基金"	
"貨幣","HKD"	
"成立日期","2007/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","118.54"	
"2012/01/02","118.54"	
"2012/01/03","118.71"	
"2012/01/04","118.98"	
"2012/01/05","118.55"	
"2012/01/06","117.88"	
"2012/01/07","117.88"	
"2012/01/08","117.88"	
"2012/01/09","117.62"	
"2012/01/10","118.0"	
"2012/01/11","118.25"	
"2012/01/12","118.17"	
"2012/01/13","118.7"	
"2012/01/14","118.7"	
"2012/01/15","118.7"	
"2012/01/16","118.18"	
"2012/01/17","118.26"	
"2012/01/18","118.41"	
"2012/01/19","118.59"	
"2012/01/20","118.68"	
"2012/01/21","118.68"	
"2012/01/22","118.68"	
"2012/01/23","118.68"	
"2012/01/24","118.68"	
"2012/01/25","118.68"	
"2012/01/26","119.46"	
"2012/01/27","119.75"	
"2012/01/28","119.75"	
"2012/01/29","119.75"	
"2012/01/30","120.5"	
"2012/01/31","120.71"	
"2012/02/01","120.53"	
"2012/02/02","121.05"	
"2012/02/03","120.58"	
"2012/02/04","120.58"	
"2012/02/05","120.58"	
"2012/02/06","120.56"	
"2012/02/07","120.32"	
"2012/02/08","120.54"	
"2012/02/09","120.31"	
"2012/02/10","120.5"	
"2012/02/11","120.5"	
"2012/02/12","120.5"	
"2012/02/13","120.17"	
"2012/02/14","120.22"	
"2012/02/15","119.75"	
"2012/02/16","119.34"	
"2012/02/17","119.45"	
"2012/02/18","119.45"	
"2012/02/19","119.45"	
"2012/02/20","119.62"	
"2012/02/21","119.45"	
"2012/02/22","119.62"	
"2012/02/23","119.45"	
"2012/02/24","120.15"	
"2012/02/25","120.15"	
"2012/02/26","120.15"	
"2012/02/27","120.25"	
"2012/02/28","120.42"	
"2012/02/29","120.67"	
"2012/03/01","120.08"	
"2012/03/02","120.33"	
"2012/03/03","120.33"	
"2012/03/04","120.33"	
"2012/03/05","119.64"	
"2012/03/06","119.78"	
"2012/03/07","119.61"	
"2012/03/08","119.5"	
"2012/03/09","119.81"	
"2012/03/10","119.81"	
"2012/03/11","119.81"	
"2012/03/12","119.1"	
"2012/03/13","118.99"	
"2012/03/14","118.0"	
"2012/03/15","117.43"	
"2012/03/16","117.61"	
"2012/03/17","117.61"	
"2012/03/18","117.61"	
"2012/03/19","117.96"	
"2012/03/20","118.27"	
"2012/03/21","118.43"	
"2012/03/22","118.5"	
"2012/03/23","118.7"	
"2012/03/24","118.7"	
"2012/03/25","118.7"	
"2012/03/26","118.9"	
"2012/03/27","119.33"	
"2012/03/28","119.19"	
"2012/03/29","119.26"	
"2012/03/30","119.55"	
"2012/03/31","119.55"	
"2012/04/01","119.55"	
"2012/04/02","119.3"	
"2012/04/03","119.61"	
"2012/04/04","119.61"	
"2012/04/05","118.76"	
"2012/04/06","118.76"	
"2012/04/07","118.76"	
"2012/04/08","118.76"	
"2012/04/09","118.76"	
"2012/04/10","119.28"	
"2012/04/11","119.34"	
"2012/04/12","119.45"	
"2012/04/13","119.91"	
"2012/04/14","119.91"	
"2012/04/15","119.91"	
"2012/04/16","119.2"	
"2012/04/17","119.69"	
"2012/04/18","119.7"	
"2012/04/19","119.51"	
"2012/04/20","119.44"	
"2012/04/21","119.44"	
"2012/04/22","119.44"	
"2012/04/23","119.74"	
"2012/04/24","119.73"	
"2012/04/25","119.83"	
"2012/04/26","120.12"	
"2012/04/27","120.11"	
"2012/04/28","120.11"	
"2012/04/29","120.11"	
"2012/04/30","120.69"	
"2012/05/01","120.69"	
"2012/05/02","120.73"	
"2012/05/03","120.63"	
"2012/05/04","120.82"	
"2012/05/05","120.82"	
"2012/05/06","120.82"	
"2012/05/07","120.41"	
"2012/05/08","120.69"	
"2012/05/09","120.46"	
"2012/05/10","120.34"	
"2012/05/11","120.35"	
"2012/05/12","120.35"	
"2012/05/13","120.35"	
"2012/05/14","120.29"	
"2012/05/15","119.93"	
"2012/05/16","119.49"	
"2012/05/17","119.72"	
"2012/05/18","119.71"	
"2012/05/19","119.71"	
"2012/05/20","119.71"	
"2012/05/21","120.03"	
"2012/05/22","120.03"	
"2012/05/23","119.45"	
"2012/05/24","119.42"	
"2012/05/25","119.28"	
"2012/05/26","119.28"	
"2012/05/27","119.28"	
"2012/05/28","119.37"	
"2012/05/29","119.2"	
"2012/05/30","119.38"	
"2012/05/31","119.51"	
"2012/06/01","119.76"	
"2012/06/02","119.76"	
"2012/06/03","119.76"	
"2012/06/04","119.92"	
"2012/06/05","120.28"	
"2012/06/06","119.43"	
"2012/06/07","119.56"	
"2012/06/08","119.48"	
"2012/06/09","119.48"	
"2012/06/10","119.48"	
"2012/06/11","119.84"	
"2012/06/12","118.86"	
"2012/06/13","118.77"	
"2012/06/14","119.02"	
"2012/06/15","119.59"	
"2012/06/16","119.59"	
"2012/06/17","119.59"	
"2012/06/18","120.04"	
"2012/06/19","119.51"	
"2012/06/20","119.72"	
"2012/06/21","119.84"	
"2012/06/22","119.09"	
"2012/06/23","119.09"	
"2012/06/24","119.09"	
"2012/06/25","119.13"	
"2012/06/26","119.0"	
"2012/06/27","118.99"	
"2012/06/28","119.16"	
"2012/06/29","118.91"	
"2012/06/30","118.91"	
"2012/07/01","118.91"	
"2012/07/02","118.91"	
"2012/07/03","119.77"	
"2012/07/04","119.84"	
"2012/07/05","119.76"	
"2012/07/06","119.5"	
"2012/07/07","119.5"	
"2012/07/08","119.5"	
"2012/07/09","119.33"	
"2012/07/10","119.57"	
"2012/07/11","119.62"	
"2012/07/12","119.76"	
"2012/07/13","119.58"	
"2012/07/14","119.58"	
"2012/07/15","119.58"	
"2012/07/16","120.04"	
"2012/07/17","120.32"	
"2012/07/18","120.44"	
"2012/07/19","120.55"	
"2012/07/20","120.66"	
"2012/07/21","120.66"	
"2012/07/22","120.66"	
"2012/07/23","120.19"	
"2012/07/24","119.96"	
"2012/07/25","119.78"	
"2012/07/26","120.13"	
"2012/07/27","120.3"	
"2012/07/28","120.3"	
"2012/07/29","120.3"	
"2012/07/30","120.45"	
"2012/07/31","120.73"	
"2012/08/01","120.67"	
"2012/08/02","120.56"	
"2012/08/03","120.09"	
"2012/08/04","120.09"	
"2012/08/05","120.09"	
"2012/08/06","120.96"	
"2012/08/07","120.6"	
"2012/08/08","120.6"	
"2012/08/09","120.62"	
"2012/08/10","120.5"	
"2012/08/11","120.5"	
"2012/08/12","120.5"	
"2012/08/13","120.49"	
"2012/08/14","120.43"	
"2012/08/15","119.83"	
"2012/08/16","119.59"	
"2012/08/17","119.88"	
"2012/08/18","119.88"	
"2012/08/19","119.88"	
"2012/08/20","119.7"	
"2012/08/21","119.81"	
"2012/08/22","120.64"	
"2012/08/23","121.28"	
"2012/08/24","121.4"	
"2012/08/25","121.4"	
"2012/08/26","121.4"	
"2012/08/27","121.21"	
"2012/08/28","121.15"	
"2012/08/29","121.38"	
"2012/08/30","121.44"	
"2012/08/31","121.48"	
"2012/09/01","121.48"	
"2012/09/02","121.48"	
"2012/09/03","121.82"	
"2012/09/04","121.88"	
"2012/09/05","121.54"	
"2012/09/06","121.47"	
"2012/09/07","121.52"	
"2012/09/08","121.52"	
"2012/09/09","121.52"	
"2012/09/10","122.34"	
"2012/09/11","122.2"	
"2012/09/12","122.44"	
"2012/09/13","122.79"	
"2012/09/14","122.57"	
"2012/09/15","122.57"	
"2012/09/16","122.57"	
"2012/09/17","122.87"	
"2012/09/18","122.79"	
"2012/09/19","122.68"	
"2012/09/20","122.98"	
"2012/09/21","122.73"	
"2012/09/22","122.73"	
"2012/09/23","122.73"	
"2012/09/24","122.95"	
"2012/09/25","122.96"	
"2012/09/26","123.2"	
"2012/09/27","122.95"	
"2012/09/28","123.36"	
"2012/09/29","123.36"	
"2012/09/30","123.36"	
"2012/10/01","123.36"	
"2012/10/02","123.36"	
"2012/10/03","123.13"	
"2012/10/04","122.89"	
"2012/10/05","123.04"	
"2012/10/06","123.04"	
"2012/10/07","123.04"	
"2012/10/08","123.02"	
"2012/10/09","123.08"	
"2012/10/10","122.73"	
"2012/10/11","122.78"	
"2012/10/12","123.25"	
"2012/10/13","123.25"	
"2012/10/14","123.25"	
"2012/10/15","123.05"	
"2012/10/16","122.98"	
"2012/10/17","123.17"	
"2012/10/18","123.09"	
"2012/10/19","123.03"	
"2012/10/20","123.03"	
"2012/10/21","123.03"	
"2012/10/22","122.79"	
"2012/10/23","122.79"	
"2012/10/24","122.43"	
"2012/10/25","122.24"	
"2012/10/26","122.3"	
"2012/10/27","122.3"	
"2012/10/28","122.3"	
"2012/10/29","122.46"	
"2012/10/30","122.34"	
"2012/10/31","122.69"	
"2012/11/01","122.63"	
"2012/11/02","122.45"	
"2012/11/03","122.45"	
"2012/11/04","122.45"	
"2012/11/05","122.14"	
"2012/11/06","122.02"	
"2012/11/07","122.32"	
"2012/11/08","122.37"	
"2012/11/09","122.49"	
"2012/11/10","122.49"	
"2012/11/11","122.49"	
"2012/11/12","122.42"	
"2012/11/13","122.36"	
"2012/11/14","122.35"	
"2012/11/15","122.12"	
"2012/11/16","122.01"	
"2012/11/17","122.01"	
"2012/11/18","122.01"	
"2012/11/19","121.76"	
"2012/11/20","121.76"	
"2012/11/21","121.63"	
"2012/11/22","121.57"	
"2012/11/23","121.68"	
"2012/11/24","121.68"	
"2012/11/25","121.68"	
"2012/11/26","122.06"	
"2012/11/27","122.35"	
"2012/11/28","122.41"	
"2012/11/29","122.52"	
"2012/11/30","122.64"	
"2012/12/01","122.64"	
"2012/12/02","122.64"	
"2012/12/03","122.65"	
"2012/12/04","122.95"	
"2012/12/05","123.28"	
"2012/12/06","123.04"	
"2012/12/07","122.69"	
"2012/12/08","122.69"	
"2012/12/09","122.69"	
"2012/12/10","122.38"	
"2012/12/11","122.5"	
"2012/12/12","122.62"	
"2012/12/13","122.5"	
"2012/12/14","122.48"	
"2012/12/15","122.48"	
"2012/12/16","122.48"	
"2012/12/17","122.59"	
"2012/12/18","122.55"	
"2012/12/19","122.67"	
"2012/12/20","122.71"	
"2012/12/21","122.89"	
"2012/12/22","122.89"	
"2012/12/23","122.89"	
"2012/12/24","122.58"	
"2012/12/25","122.58"	
"2012/12/26","122.58"	
"2012/12/27","122.52"	
"2012/12/28","122.41"	
"2012/12/29","122.41"	
"2012/12/30","122.41"	
"2012/12/31","122.51"	
