"基金名稱","環球債券基金"	
"貨幣","HKD"	
"成立日期","2007/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","104.61"	
"2009/01/02","104.22"	
"2009/01/03","104.22"	
"2009/01/04","104.22"	
"2009/01/05","103.33"	
"2009/01/06","101.67"	
"2009/01/07","101.24"	
"2009/01/08","102.04"	
"2009/01/09","103.15"	
"2009/01/10","103.15"	
"2009/01/11","103.15"	
"2009/01/12","102.77"	
"2009/01/13","102.34"	
"2009/01/14","102.1"	
"2009/01/15","102.03"	
"2009/01/16","101.57"	
"2009/01/17","101.57"	
"2009/01/18","101.57"	
"2009/01/19","101.81"	
"2009/01/20","100.48"	
"2009/01/21","99.76"	
"2009/01/22","99.94"	
"2009/01/23","99.52"	
"2009/01/24","99.52"	
"2009/01/25","99.52"	
"2009/01/26","99.52"	
"2009/01/27","99.52"	
"2009/01/28","99.52"	
"2009/01/29","99.72"	
"2009/01/30","99.05"	
"2009/01/31","99.05"	
"2009/02/01","99.05"	
"2009/02/02","98.93"	
"2009/02/03","98.91"	
"2009/02/04","99.27"	
"2009/02/05","98.97"	
"2009/02/06","98.55"	
"2009/02/07","98.55"	
"2009/02/08","98.55"	
"2009/02/09","99.03"	
"2009/02/10","99.44"	
"2009/02/11","99.78"	
"2009/02/12","100.02"	
"2009/02/13","99.61"	
"2009/02/14","99.61"	
"2009/02/15","99.61"	
"2009/02/16","99.18"	
"2009/02/17","99.62"	
"2009/02/18","98.57"	
"2009/02/19","97.77"	
"2009/02/20","98.13"	
"2009/02/21","98.13"	
"2009/02/22","98.13"	
"2009/02/23","98.85"	
"2009/02/24","98.31"	
"2009/02/25","98.11"	
"2009/02/26","97.02"	
"2009/02/27","96.88"	
"2009/02/28","96.88"	
"2009/03/01","96.88"	
"2009/03/02","97.03"	
"2009/03/03","96.73"	
"2009/03/04","95.61"	
"2009/03/05","96.55"	
"2009/03/06","96.7"	
"2009/03/07","96.7"	
"2009/03/08","96.7"	
"2009/03/09","96.93"	
"2009/03/10","95.96"	
"2009/03/11","96.46"	
"2009/03/12","97.48"	
"2009/03/13","97.53"	
"2009/03/14","97.53"	
"2009/03/15","97.53"	
"2009/03/16","96.9"	
"2009/03/17","97.01"	
"2009/03/18","97.56"	
"2009/03/19","99.78"	
"2009/03/20","101.0"	
"2009/03/21","101.0"	
"2009/03/22","101.0"	
"2009/03/23","100.47"	
"2009/03/24","100.15"	
"2009/03/25","99.32"	
"2009/03/26","99.85"	
"2009/03/27","99.73"	
"2009/03/28","99.73"	
"2009/03/29","99.73"	
"2009/03/30","99.03"	
"2009/03/31","99.06"	
"2009/04/01","98.88"	
"2009/04/02","98.69"	
"2009/04/03","98.81"	
"2009/04/04","98.81"	
"2009/04/05","98.81"	
"2009/04/06","98.99"	
"2009/04/07","98.44"	
"2009/04/08","98.13"	
"2009/04/09","98.26"	
"2009/04/10","98.26"	
"2009/04/11","98.26"	
"2009/04/12","98.26"	
"2009/04/13","98.26"	
"2009/04/14","99.05"	
"2009/04/15","99.27"	
"2009/04/16","99.22"	
"2009/04/17","98.42"	
"2009/04/18","98.42"	
"2009/04/19","98.42"	
"2009/04/20","98.47"	
"2009/04/21","98.28"	
"2009/04/22","98.1"	
"2009/04/23","98.41"	
"2009/04/24","98.95"	
"2009/04/25","98.95"	
"2009/04/26","98.95"	
"2009/04/27","99.54"	
"2009/04/28","99.12"	
"2009/04/29","99.43"	
"2009/04/30","99.78"	
"2009/05/01","99.78"	
"2009/05/02","99.78"	
"2009/05/03","99.78"	
"2009/05/04","99.54"	
"2009/05/05","99.95"	
"2009/05/06","99.95"	
"2009/05/07","99.52"	
"2009/05/08","99.57"	
"2009/05/09","99.57"	
"2009/05/10","99.57"	
"2009/05/11","101.0"	
"2009/05/12","100.99"	
"2009/05/13","101.93"	
"2009/05/14","101.69"	
"2009/05/15","101.69"	
"2009/05/16","101.69"	
"2009/05/17","101.69"	
"2009/05/18","101.28"	
"2009/05/19","101.28"	
"2009/05/20","101.89"	
"2009/05/21","102.63"	
"2009/05/22","103.04"	
"2009/05/23","103.04"	
"2009/05/24","103.04"	
"2009/05/25","103.01"	
"2009/05/26","102.82"	
"2009/05/27","102.52"	
"2009/05/28","102.52"	
"2009/05/29","102.64"	
"2009/05/30","102.64"	
"2009/05/31","102.64"	
"2009/06/01","103.18"	
"2009/06/02","103.25"	
"2009/06/03","104.21"	
"2009/06/04","103.23"	
"2009/06/05","102.67"	
"2009/06/06","102.67"	
"2009/06/07","102.67"	
"2009/06/08","101.58"	
"2009/06/09","101.64"	
"2009/06/10","102.27"	
"2009/06/11","102.0"	
"2009/06/12","102.76"	
"2009/06/13","102.76"	
"2009/06/14","102.76"	
"2009/06/15","102.59"	
"2009/06/16","102.16"	
"2009/06/17","102.76"	
"2009/06/18","102.96"	
"2009/06/19","102.89"	
"2009/06/20","102.89"	
"2009/06/21","102.89"	
"2009/06/22","103.31"	
"2009/06/23","103.19"	
"2009/06/24","104.1"	
"2009/06/25","103.86"	
"2009/06/26","104.33"	
"2009/06/27","104.33"	
"2009/06/28","104.33"	
"2009/06/29","104.64"	
"2009/06/30","104.79"	
"2009/07/01","104.79"	
"2009/07/02","105.03"	
"2009/07/03","104.67"	
"2009/07/04","104.67"	
"2009/07/05","104.67"	
"2009/07/06","104.85"	
"2009/07/07","104.98"	
"2009/07/08","105.16"	
"2009/07/09","105.22"	
"2009/07/10","105.86"	
"2009/07/11","105.86"	
"2009/07/12","105.86"	
"2009/07/13","105.82"	
"2009/07/14","105.58"	
"2009/07/15","105.17"	
"2009/07/16","105.6"	
"2009/07/17","105.65"	
"2009/07/18","105.65"	
"2009/07/19","105.65"	
"2009/07/20","105.74"	
"2009/07/21","106.51"	
"2009/07/22","106.39"	
"2009/07/23","106.21"	
"2009/07/24","105.78"	
"2009/07/25","105.78"	
"2009/07/26","105.78"	
"2009/07/27","105.89"	
"2009/07/28","106.26"	
"2009/07/29","106.32"	
"2009/07/30","105.83"	
"2009/07/31","106.55"	
"2009/08/01","106.55"	
"2009/08/02","106.55"	
"2009/08/03","106.97"	
"2009/08/04","107.45"	
"2009/08/05","107.51"	
"2009/08/06","107.63"	
"2009/08/07","106.79"	
"2009/08/08","106.79"	
"2009/08/09","106.79"	
"2009/08/10","106.18"	
"2009/08/11","106.18"	
"2009/08/12","106.36"	
"2009/08/13","106.89"	
"2009/08/14","107.86"	
"2009/08/15","107.86"	
"2009/08/16","107.86"	
"2009/08/17","107.67"	
"2009/08/18","107.32"	
"2009/08/19","107.75"	
"2009/08/20","108.11"	
"2009/08/21","107.93"	
"2009/08/22","107.93"	
"2009/08/23","107.93"	
"2009/08/24","108.34"	
"2009/08/25","108.4"	
"2009/08/26","108.51"	
"2009/08/27","108.32"	
"2009/08/28","108.87"	
"2009/08/29","108.87"	
"2009/08/30","108.87"	
"2009/08/31","109.02"	
"2009/09/01","109.03"	
"2009/09/02","108.75"	
"2009/09/03","109.14"	
"2009/09/04","108.83"	
"2009/09/05","108.83"	
"2009/09/06","108.83"	
"2009/09/07","109.07"	
"2009/09/08","109.07"	
"2009/09/09","109.67"	
"2009/09/10","110.25"	
"2009/09/11","110.73"	
"2009/09/12","110.73"	
"2009/09/13","110.73"	
"2009/09/14","110.71"	
"2009/09/15","110.76"	
"2009/09/16","110.89"	
"2009/09/17","110.95"	
"2009/09/18","110.89"	
"2009/09/19","110.89"	
"2009/09/20","110.89"	
"2009/09/21","110.71"	
"2009/09/22","110.56"	
"2009/09/23","111.33"	
"2009/09/24","111.39"	
"2009/09/25","111.13"	
"2009/09/26","111.13"	
"2009/09/27","111.13"	
"2009/09/28","111.73"	
"2009/09/29","111.33"	
"2009/09/30","111.31"	
"2009/10/01","111.31"	
"2009/10/02","111.49"	
"2009/10/03","111.49"	
"2009/10/04","111.49"	
"2009/10/05","111.9"	
"2009/10/06","112.01"	
"2009/10/07","112.49"	
"2009/10/08","112.68"	
"2009/10/09","112.25"	
"2009/10/10","112.25"	
"2009/10/11","112.25"	
"2009/10/12","111.77"	
"2009/10/13","112.17"	
"2009/10/14","112.17"	
"2009/10/15","112.42"	
"2009/10/16","112.36"	
"2009/10/17","112.36"	
"2009/10/18","112.36"	
"2009/10/19","111.87"	
"2009/10/20","112.71"	
"2009/10/21","112.18"	
"2009/10/22","112.54"	
"2009/10/23","112.29"	
"2009/10/24","112.29"	
"2009/10/25","112.29"	
"2009/10/26","112.29"	
"2009/10/27","111.79"	
"2009/10/28","111.79"	
"2009/10/29","111.36"	
"2009/10/30","112.15"	
"2009/10/31","112.15"	
"2009/11/01","112.15"	
"2009/11/02","112.1"	
"2009/11/03","112.09"	
"2009/11/04","111.66"	
"2009/11/05","111.91"	
"2009/11/06","112.04"	
"2009/11/07","112.04"	
"2009/11/08","112.04"	
"2009/11/09","112.51"	
"2009/11/10","113.05"	
"2009/11/11","113.29"	
"2009/11/12","113.23"	
"2009/11/13","112.64"	
"2009/11/14","112.64"	
"2009/11/15","112.64"	
"2009/11/16","113.53"	
"2009/11/17","113.96"	
"2009/11/18","113.53"	
"2009/11/19","113.77"	
"2009/11/20","113.65"	
"2009/11/21","113.65"	
"2009/11/22","113.65"	
"2009/11/23","113.59"	
"2009/11/24","113.95"	
"2009/11/25","114.08"	
"2009/11/26","115.23"	
"2009/11/27","114.93"	
"2009/11/28","114.93"	
"2009/11/29","114.93"	
"2009/11/30","115.06"	
"2009/12/01","115.23"	
"2009/12/02","115.42"	
"2009/12/03","114.93"	
"2009/12/04","114.32"	
"2009/12/05","114.32"	
"2009/12/06","114.32"	
"2009/12/07","113.5"	
"2009/12/08","113.83"	
"2009/12/09","113.37"	
"2009/12/10","113.31"	
"2009/12/11","113.12"	
"2009/12/12","113.12"	
"2009/12/13","113.12"	
"2009/12/14","112.71"	
"2009/12/15","112.71"	
"2009/12/16","112.31"	
"2009/12/17","112.57"	
"2009/12/18","112.03"	
"2009/12/19","112.03"	
"2009/12/20","112.03"	
"2009/12/21","111.35"	
"2009/12/22","110.87"	
"2009/12/23","110.48"	
"2009/12/24","110.7"	
"2009/12/25","110.7"	
"2009/12/26","110.7"	
"2009/12/27","110.7"	
"2009/12/28","110.64"	
"2009/12/29","110.61"	
"2009/12/30","110.37"	
"2009/12/31","110.33"	
