"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","160.61"	
"2007/01/02","162.69"	
"2007/01/03","162.31"	
"2007/01/04","160.1"	
"2007/01/05","158.68"	
"2007/01/06","158.68"	
"2007/01/07","158.68"	
"2007/01/08","156.46"	
"2007/01/09","157.28"	
"2007/01/10","154.36"	
"2007/01/11","155.47"	
"2007/01/12","158.47"	
"2007/01/13","158.47"	
"2007/01/14","158.47"	
"2007/01/15","160.99"	
"2007/01/16","160.88"	
"2007/01/17","160.89"	
"2007/01/18","161.73"	
"2007/01/19","161.32"	
"2007/01/20","161.32"	
"2007/01/21","161.32"	
"2007/01/22","162.71"	
"2007/01/23","162.98"	
"2007/01/24","163.42"	
"2007/01/25","162.46"	
"2007/01/26","159.89"	
"2007/01/27","159.89"	
"2007/01/28","159.89"	
"2007/01/29","159.45"	
"2007/01/30","160.19"	
"2007/01/31","159.63"	
"2007/02/01","161.0"	
"2007/02/02","162.78"	
"2007/02/03","162.78"	
"2007/02/04","162.78"	
"2007/02/05","162.59"	
"2007/02/06","163.64"	
"2007/02/07","164.39"	
"2007/02/08","163.8"	
"2007/02/09","163.64"	
"2007/02/10","163.64"	
"2007/02/11","163.64"	
"2007/02/12","162.01"	
"2007/02/13","161.46"	
"2007/02/14","163.98"	
"2007/02/15","165.59"	
"2007/02/16","165.53"	
"2007/02/17","165.53"	
"2007/02/18","165.53"	
"2007/02/19","165.53"	
"2007/02/20","165.53"	
"2007/02/21","166.42"	
"2007/02/22","166.83"	
"2007/02/23","166.99"	
"2007/02/24","166.99"	
"2007/02/25","166.99"	
"2007/02/26","167.91"	
"2007/02/27","166.73"	
"2007/02/28","161.69"	
"2007/03/01","160.35"	
"2007/03/02","159.03"	
"2007/03/03","159.03"	
"2007/03/04","159.03"	
"2007/03/05","152.71"	
"2007/03/06","156.21"	
"2007/03/07","157.5"	
"2007/03/08","158.79"	
"2007/03/09","159.58"	
"2007/03/10","159.58"	
"2007/03/11","159.58"	
"2007/03/12","161.96"	
"2007/03/13","161.98"	
"2007/03/14","158.29"	
"2007/03/15","161.28"	
"2007/03/16","161.67"	
"2007/03/17","161.67"	
"2007/03/18","161.67"	
"2007/03/19","162.98"	
"2007/03/20","163.9"	
"2007/03/21","164.79"	
"2007/03/22","167.97"	
"2007/03/23","167.92"	
"2007/03/24","167.92"	
"2007/03/25","167.92"	
"2007/03/26","169.3"	
"2007/03/27","168.74"	
"2007/03/28","166.74"	
"2007/03/29","168.03"	
"2007/03/30","168.82"	
"2007/03/31","168.82"	
"2007/04/01","168.82"	
"2007/04/02","168.74"	
"2007/04/03","170.37"	
"2007/04/04","173.44"	
"2007/04/05","173.44"	
"2007/04/06","173.44"	
"2007/04/07","173.44"	
"2007/04/08","173.44"	
"2007/04/09","173.44"	
"2007/04/10","175.15"	
"2007/04/11","175.96"	
"2007/04/12","175.69"	
"2007/04/13","175.85"	
"2007/04/14","175.85"	
"2007/04/15","175.85"	
"2007/04/16","177.09"	
"2007/04/17","177.16"	
"2007/04/18","177.86"	
"2007/04/19","174.92"	
"2007/04/20","177.07"	
"2007/04/21","177.07"	
"2007/04/22","177.07"	
"2007/04/23","177.66"	
"2007/04/24","177.35"	
"2007/04/25","177.36"	
"2007/04/26","178.13"	
"2007/04/27","177.04"	
"2007/04/28","177.04"	
"2007/04/29","177.04"	
"2007/04/30","176.39"	
"2007/05/01","176.39"	
"2007/05/02","177.12"	
"2007/05/03","178.54"	
"2007/05/04","180.67"	
"2007/05/05","180.67"	
"2007/05/06","180.67"	
"2007/05/07","182.36"	
"2007/05/08","181.79"	
"2007/05/09","182.33"	
"2007/05/10","183.3"	
"2007/05/11","182.2"	
"2007/05/12","182.2"	
"2007/05/13","182.2"	
"2007/05/14","184.12"	
"2007/05/15","182.06"	
"2007/05/16","182.3"	
"2007/05/17","183.47"	
"2007/05/18","182.7"	
"2007/05/19","182.7"	
"2007/05/20","182.7"	
"2007/05/21","184.26"	
"2007/05/22","185.48"	
"2007/05/23","186.57"	
"2007/05/24","186.57"	
"2007/05/25","184.04"	
"2007/05/26","184.04"	
"2007/05/27","184.04"	
"2007/05/28","184.79"	
"2007/05/29","185.66"	
"2007/05/30","184.2"	
"2007/05/31","186.99"	
"2007/06/01","189.56"	
"2007/06/02","189.56"	
"2007/06/03","189.56"	
"2007/06/04","191.58"	
"2007/06/05","191.03"	
"2007/06/06","191.41"	
"2007/06/07","191.34"	
"2007/06/08","188.17"	
"2007/06/09","188.17"	
"2007/06/10","188.17"	
"2007/06/11","188.2"	
"2007/06/12","189.77"	
"2007/06/13","188.3"	
"2007/06/14","192.07"	
"2007/06/15","193.82"	
"2007/06/16","193.82"	
"2007/06/17","193.82"	
"2007/06/18","196.41"	
"2007/06/19","196.41"	
"2007/06/20","197.78"	
"2007/06/21","198.08"	
"2007/06/22","196.81"	
"2007/06/23","196.81"	
"2007/06/24","196.81"	
"2007/06/25","196.28"	
