"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","203.8"	
"2014/01/02","201.83"	
"2014/01/03","200.2"	
"2014/01/04","200.2"	
"2014/01/05","200.2"	
"2014/01/06","198.81"	
"2014/01/07","198.07"	
"2014/01/08","199.13"	
"2014/01/09","198.05"	
"2014/01/10","198.26"	
"2014/01/11","198.26"	
"2014/01/12","198.26"	
"2014/01/13","200.09"	
"2014/01/14","198.55"	
"2014/01/15","198.0"	
"2014/01/16","198.14"	
"2014/01/17","198.0"	
"2014/01/18","198.0"	
"2014/01/19","198.0"	
"2014/01/20","197.92"	
"2014/01/21","198.6"	
"2014/01/22","199.11"	
"2014/01/23","196.31"	
"2014/01/24","195.22"	
"2014/01/25","195.22"	
"2014/01/26","195.22"	
"2014/01/27","193.1"	
"2014/01/28","192.77"	
"2014/01/29","194.5"	
"2014/01/30","194.52"	
"2014/01/31","194.52"	
"2014/02/01","194.52"	
"2014/02/02","194.52"	
"2014/02/03","194.52"	
"2014/02/04","190.6"	
"2014/02/05","189.49"	
"2014/02/06","191.23"	
"2014/02/07","192.95"	
"2014/02/08","192.95"	
"2014/02/09","192.95"	
"2014/02/10","193.55"	
"2014/02/11","195.46"	
"2014/02/12","197.47"	
"2014/02/13","196.12"	
"2014/02/14","198.15"	
"2014/02/15","198.15"	
"2014/02/16","198.15"	
"2014/02/17","200.4"	
"2014/02/18","200.37"	
"2014/02/19","200.39"	
"2014/02/20","198.36"	
"2014/02/21","200.18"	
"2014/02/22","200.18"	
"2014/02/23","200.18"	
"2014/02/24","200.67"	
"2014/02/25","201.35"	
"2014/02/26","201.17"	
"2014/02/27","201.33"	
"2014/02/28","201.35"	
"2014/03/01","201.35"	
"2014/03/02","201.35"	
"2014/03/03","200.04"	
"2014/03/04","199.84"	
"2014/03/05","202.08"	
"2014/03/06","204.3"	
"2014/03/07","204.7"	
"2014/03/08","204.7"	
"2014/03/09","204.7"	
"2014/03/10","201.39"	
"2014/03/11","202.17"	
"2014/03/12","199.78"	
"2014/03/13","201.27"	
"2014/03/14","198.68"	
"2014/03/15","198.68"	
"2014/03/16","198.68"	
"2014/03/17","199.44"	
"2014/03/18","200.75"	
"2014/03/19","200.06"	
"2014/03/20","196.56"	
"2014/03/21","198.08"	
"2014/03/22","198.08"	
"2014/03/23","198.08"	
"2014/03/24","199.05"	
"2014/03/25","199.42"	
"2014/03/26","202.4"	
"2014/03/27","203.18"	
"2014/03/28","203.56"	
"2014/03/29","203.56"	
"2014/03/30","203.56"	
"2014/03/31","205.45"	
"2014/04/01","206.53"	
"2014/04/02","207.03"	
"2014/04/03","206.54"	
"2014/04/04","207.31"	
"2014/04/05","207.31"	
"2014/04/06","207.31"	
"2014/04/07","207.14"	
"2014/04/08","208.26"	
"2014/04/09","210.36"	
"2014/04/10","212.05"	
"2014/04/11","210.5"	
"2014/04/12","210.5"	
"2014/04/13","210.5"	
"2014/04/14","209.0"	
"2014/04/15","209.41"	
"2014/04/16","210.4"	
"2014/04/17","210.49"	
"2014/04/18","210.49"	
"2014/04/19","210.49"	
"2014/04/20","210.49"	
"2014/04/21","210.49"	
"2014/04/22","211.07"	
"2014/04/23","210.85"	
"2014/04/24","210.88"	
"2014/04/25","209.31"	
"2014/04/26","209.31"	
"2014/04/27","209.31"	
"2014/04/28","209.0"	
"2014/04/29","208.72"	
"2014/04/30","208.19"	
"2014/05/01","208.19"	
"2014/05/02","208.34"	
"2014/05/03","208.34"	
"2014/05/04","208.34"	
"2014/05/05","208.21"	
"2014/05/06","208.21"	
"2014/05/07","207.97"	
"2014/05/08","209.63"	
"2014/05/09","209.08"	
"2014/05/10","209.08"	
"2014/05/11","209.08"	
"2014/05/12","208.91"	
"2014/05/13","210.74"	
"2014/05/14","212.69"	
"2014/05/15","213.12"	
"2014/05/16","213.11"	
"2014/05/17","213.11"	
"2014/05/18","213.11"	
"2014/05/19","212.51"	
"2014/05/20","211.47"	
"2014/05/21","210.49"	
"2014/05/22","212.33"	
"2014/05/23","212.58"	
"2014/05/24","212.58"	
"2014/05/25","212.58"	
"2014/05/26","212.95"	
"2014/05/27","212.22"	
"2014/05/28","213.32"	
"2014/05/29","213.76"	
"2014/05/30","212.44"	
"2014/05/31","212.44"	
"2014/06/01","212.44"	
"2014/06/02","212.44"	
"2014/06/03","212.38"	
"2014/06/04","211.57"	
"2014/06/05","211.78"	
"2014/06/06","212.63"	
"2014/06/07","212.63"	
"2014/06/08","212.63"	
"2014/06/09","213.23"	
"2014/06/10","214.35"	
"2014/06/11","214.16"	
"2014/06/12","213.55"	
"2014/06/13","211.92"	
"2014/06/14","211.92"	
"2014/06/15","211.92"	
"2014/06/16","212.16"	
"2014/06/17","211.21"	
"2014/06/18","211.01"	
"2014/06/19","213.47"	
"2014/06/20","211.36"	
"2014/06/21","211.36"	
"2014/06/22","211.36"	
"2014/06/23","212.48"	
"2014/06/24","212.5"	
"2014/06/25","211.97"	
