"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2010/01/01","175.75"	
"2010/01/02","175.75"	
"2010/01/03","175.75"	
"2010/01/04","177.9"	
"2010/01/05","179.76"	
"2010/01/06","181.41"	
"2010/01/07","180.21"	
"2010/01/08","181.17"	
"2010/01/09","181.17"	
"2010/01/10","181.17"	
"2010/01/11","184.21"	
"2010/01/12","182.54"	
"2010/01/13","179.96"	
"2010/01/14","182.3"	
"2010/01/15","181.56"	
"2010/01/16","181.56"	
"2010/01/17","181.56"	
"2010/01/18","181.46"	
"2010/01/19","180.6"	
"2010/01/20","178.8"	
"2010/01/21","176.73"	
"2010/01/22","172.13"	
"2010/01/23","172.13"	
"2010/01/24","172.13"	
"2010/01/25","170.71"	
"2010/01/26","170.71"	
"2010/01/27","164.88"	
"2010/01/28","167.03"	
"2010/01/29","163.16"	
"2010/01/30","163.16"	
"2010/01/31","163.16"	
"2010/02/01","161.36"	
"2010/02/02","162.14"	
"2010/02/03","164.93"	
"2010/02/04","159.19"	
"2010/02/05","156.47"	
"2010/02/06","156.47"	
"2010/02/07","156.47"	
"2010/02/08","156.81"	
"2010/02/09","158.56"	
"2010/02/10","159.05"	
"2010/02/11","162.15"	
"2010/02/12","162.47"	
"2010/02/13","162.47"	
"2010/02/14","162.47"	
"2010/02/15","162.47"	
"2010/02/16","162.47"	
"2010/02/17","167.79"	
"2010/02/18","167.06"	
"2010/02/19","164.85"	
"2010/02/20","164.85"	
"2010/02/21","164.85"	
"2010/02/22","168.67"	
"2010/02/23","168.56"	
"2010/02/24","165.83"	
"2010/02/25","162.34"	
"2010/02/26","164.33"	
"2010/02/27","164.33"	
"2010/02/28","164.33"	
"2010/03/01","166.8"	
"2010/03/02","168.65"	
"2010/03/03","169.92"	
"2010/03/04","169.11"	
"2010/03/05","171.25"	
"2010/03/06","171.25"	
"2010/03/07","171.25"	
"2010/03/08","173.98"	
"2010/03/09","174.47"	
"2010/03/10","175.56"	
"2010/03/11","174.62"	
"2010/03/12","174.97"	
"2010/03/13","174.97"	
"2010/03/14","174.97"	
"2010/03/15","172.67"	
"2010/03/16","173.7"	
"2010/03/17","177.76"	
"2010/03/18","177.36"	
"2010/03/19","177.41"	
"2010/03/20","177.41"	
"2010/03/21","177.41"	
"2010/03/22","175.65"	
"2010/03/23","177.05"	
"2010/03/24","176.69"	
"2010/03/25","176.77"	
"2010/03/26","176.97"	
"2010/03/27","176.97"	
"2010/03/28","176.97"	
"2010/03/29","178.2"	
"2010/03/30","179.62"	
"2010/03/31","178.65"	
"2010/04/01","181.25"	
"2010/04/02","181.25"	
"2010/04/03","181.25"	
"2010/04/04","181.25"	
"2010/04/05","181.25"	
"2010/04/06","181.25"	
"2010/04/07","183.65"	
"2010/04/08","182.29"	
"2010/04/09","183.2"	
"2010/04/10","183.2"	
"2010/04/11","183.2"	
"2010/04/12","183.47"	
"2010/04/13","181.31"	
"2010/04/14","184.87"	
"2010/04/15","185.77"	
"2010/04/16","183.81"	
"2010/04/17","183.81"	
"2010/04/18","183.81"	
"2010/04/19","179.35"	
"2010/04/20","181.23"	
"2010/04/21","183.05"	
"2010/04/22","182.06"	
"2010/04/23","181.2"	
"2010/04/24","181.2"	
"2010/04/25","181.2"	
"2010/04/26","181.17"	
"2010/04/27","182.49"	
"2010/04/28","179.55"	
"2010/04/29","179.21"	
"2010/04/30","180.4"	
"2010/05/01","180.4"	
"2010/05/02","180.4"	
"2010/05/03","178.15"	
"2010/05/04","175.96"	
"2010/05/05","172.82"	
"2010/05/06","163.51"	
"2010/05/07","163.17"	
"2010/05/08","163.17"	
"2010/05/09","163.17"	
"2010/05/10","169.45"	
"2010/05/11","167.02"	
"2010/05/12","166.69"	
"2010/05/13","170.12"	
"2010/05/14","168.31"	
"2010/05/15","168.31"	
"2010/05/16","168.31"	
"2010/05/17","162.22"	
"2010/05/18","162.51"	
"2010/05/19","156.93"	
"2010/05/20","148.92"	
"2010/05/21","148.92"	
"2010/05/22","148.92"	
"2010/05/23","148.92"	
"2010/05/24","153.29"	
"2010/05/25","146.26"	
"2010/05/26","148.95"	
"2010/05/27","152.79"	
"2010/05/28","155.7"	
"2010/05/29","155.7"	
"2010/05/30","155.7"	
"2010/05/31","155.38"	
"2010/06/01","153.46"	
"2010/06/02","151.92"	
"2010/06/03","156.83"	
"2010/06/04","151.31"	
"2010/06/05","151.31"	
"2010/06/06","151.31"	
"2010/06/07","148.72"	
"2010/06/08","149.98"	
"2010/06/09","150.31"	
"2010/06/10","152.68"	
"2010/06/11","155.48"	
"2010/06/12","155.48"	
"2010/06/13","155.48"	
"2010/06/14","158.53"	
"2010/06/15","157.88"	
"2010/06/16","157.88"	
"2010/06/17","158.7"	
"2010/06/18","159.98"	
"2010/06/19","159.98"	
"2010/06/20","159.98"	
"2010/06/21","165.18"	
"2010/06/22","163.07"	
"2010/06/23","160.65"	
"2010/06/24","160.32"	
"2010/06/25","157.81"	
