"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","210.96"	
"2008/01/02","209.7"	
"2008/01/03","207.91"	
"2008/01/04","208.72"	
"2008/01/05","208.72"	
"2008/01/06","208.72"	
"2008/01/07","204.15"	
"2008/01/08","203.98"	
"2008/01/09","203.78"	
"2008/01/10","203.13"	
"2008/01/11","200.92"	
"2008/01/12","200.92"	
"2008/01/13","200.92"	
"2008/01/14","200.13"	
"2008/01/15","198.47"	
"2008/01/16","190.62"	
"2008/01/17","191.72"	
"2008/01/18","191.23"	
"2008/01/19","191.23"	
"2008/01/20","191.23"	
"2008/01/21","178.73"	
"2008/01/22","172.0"	
"2008/01/23","177.14"	
"2008/01/24","183.47"	
"2008/01/25","191.66"	
"2008/01/26","191.66"	
"2008/01/27","191.66"	
"2008/01/28","188.02"	
"2008/01/29","187.02"	
"2008/01/30","184.57"	
"2008/01/31","186.8"	
"2008/02/01","191.06"	
"2008/02/02","191.06"	
"2008/02/03","191.06"	
"2008/02/04","195.57"	
"2008/02/05","194.17"	
"2008/02/06","189.78"	
"2008/02/07","189.78"	
"2008/02/08","189.78"	
"2008/02/09","189.78"	
"2008/02/10","189.78"	
"2008/02/11","185.52"	
"2008/02/12","187.26"	
"2008/02/13","185.75"	
"2008/02/14","192.4"	
"2008/02/15","192.56"	
"2008/02/16","192.56"	
"2008/02/17","192.56"	
"2008/02/18","192.36"	
"2008/02/19","194.75"	
"2008/02/20","190.57"	
"2008/02/21","193.57"	
"2008/02/22","194.19"	
"2008/02/23","194.19"	
"2008/02/24","194.19"	
"2008/02/25","197.49"	
"2008/02/26","196.61"	
"2008/02/27","200.61"	
"2008/02/28","200.96"	
"2008/02/29","196.09"	
"2008/03/01","196.09"	
"2008/03/02","196.09"	
"2008/03/03","190.1"	
"2008/03/04","189.84"	
"2008/03/05","189.42"	
"2008/03/06","192.16"	
"2008/03/07","187.63"	
"2008/03/08","187.63"	
"2008/03/09","187.63"	
"2008/03/10","180.44"	
"2008/03/11","180.99"	
"2008/03/12","185.0"	
"2008/03/13","180.23"	
"2008/03/14","179.75"	
"2008/03/15","179.75"	
"2008/03/16","179.75"	
"2008/03/17","173.16"	
"2008/03/18","174.48"	
"2008/03/19","177.14"	
"2008/03/20","174.03"	
"2008/03/21","174.03"	
"2008/03/22","174.03"	
"2008/03/23","174.03"	
"2008/03/24","174.03"	
"2008/03/25","184.33"	
"2008/03/26","185.25"	
"2008/03/27","185.21"	
"2008/03/28","186.16"	
"2008/03/29","186.16"	
"2008/03/30","186.16"	
"2008/03/31","185.11"	
"2008/04/01","184.31"	
"2008/04/02","189.64"	
"2008/04/03","191.16"	
"2008/04/04","191.16"	
"2008/04/05","191.16"	
"2008/04/06","191.16"	
"2008/04/07","195.12"	
"2008/04/08","193.3"	
"2008/04/09","192.84"	
"2008/04/10","194.6"	
"2008/04/11","196.18"	
"2008/04/12","196.18"	
"2008/04/13","196.18"	
"2008/04/14","192.42"	
"2008/04/15","192.08"	
"2008/04/16","196.18"	
"2008/04/17","197.92"	
"2008/04/18","196.0"	
"2008/04/19","196.0"	
"2008/04/20","196.0"	
"2008/04/21","201.1"	
"2008/04/22","199.79"	
"2008/04/23","201.98"	
"2008/04/24","199.24"	
"2008/04/25","198.88"	
"2008/04/26","198.88"	
"2008/04/27","198.88"	
"2008/04/28","200.9"	
"2008/04/29","199.16"	
"2008/04/30","200.31"	
"2008/05/01","200.31"	
"2008/05/02","201.86"	
"2008/05/03","201.86"	
"2008/05/04","201.86"	
"2008/05/05","203.0"	
"2008/05/06","203.04"	
"2008/05/07","202.29"	
"2008/05/08","200.25"	
"2008/05/09","200.09"	
"2008/05/10","200.09"	
"2008/05/11","200.09"	
"2008/05/12","200.09"	
"2008/05/13","201.66"	
"2008/05/14","202.21"	
"2008/05/15","205.12"	
"2008/05/16","207.59"	
"2008/05/17","207.59"	
"2008/05/18","207.59"	
"2008/05/19","207.97"	
"2008/05/20","206.24"	
"2008/05/21","204.92"	
"2008/05/22","204.53"	
"2008/05/23","202.51"	
"2008/05/24","202.51"	
"2008/05/25","202.51"	
"2008/05/26","199.33"	
"2008/05/27","200.28"	
"2008/05/28","198.32"	
"2008/05/29","200.26"	
"2008/05/30","200.18"	
"2008/05/31","200.18"	
"2008/06/01","200.18"	
"2008/06/02","201.38"	
"2008/06/03","197.89"	
"2008/06/04","198.95"	
"2008/06/05","197.21"	
"2008/06/06","198.95"	
"2008/06/07","198.95"	
"2008/06/08","198.95"	
"2008/06/09","198.95"	
"2008/06/10","190.69"	
"2008/06/11","191.18"	
"2008/06/12","186.59"	
"2008/06/13","188.32"	
"2008/06/14","188.32"	
"2008/06/15","188.32"	
"2008/06/16","189.19"	
"2008/06/17","190.37"	
"2008/06/18","191.57"	
"2008/06/19","189.3"	
"2008/06/20","188.71"	
"2008/06/21","188.71"	
"2008/06/22","188.71"	
"2008/06/23","186.68"	
"2008/06/24","187.04"	
