"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","104.57"	
"2009/01/02","107.55"	
"2009/01/03","107.55"	
"2009/01/04","107.55"	
"2009/01/05","107.14"	
"2009/01/06","107.86"	
"2009/01/07","109.32"	
"2009/01/08","105.15"	
"2009/01/09","104.36"	
"2009/01/10","104.36"	
"2009/01/11","104.36"	
"2009/01/12","101.28"	
"2009/01/13","100.43"	
"2009/01/14","98.48"	
"2009/01/15","95.65"	
"2009/01/16","98.46"	
"2009/01/17","98.46"	
"2009/01/18","98.46"	
"2009/01/19","98.44"	
"2009/01/20","92.68"	
"2009/01/21","93.67"	
"2009/01/22","94.92"	
"2009/01/23","92.41"	
"2009/01/24","92.41"	
"2009/01/25","92.41"	
"2009/01/26","92.41"	
"2009/01/27","92.41"	
"2009/01/28","92.41"	
"2009/01/29","97.65"	
"2009/01/30","96.28"	
"2009/01/31","96.28"	
"2009/02/01","96.28"	
"2009/02/02","94.37"	
"2009/02/03","95.72"	
"2009/02/04","96.51"	
"2009/02/05","95.97"	
"2009/02/06","98.89"	
"2009/02/07","98.89"	
"2009/02/08","98.89"	
"2009/02/09","100.22"	
"2009/02/10","97.08"	
"2009/02/11","97.78"	
"2009/02/12","96.75"	
"2009/02/13","99.17"	
"2009/02/14","99.17"	
"2009/02/15","99.17"	
"2009/02/16","97.12"	
"2009/02/17","93.74"	
"2009/02/18","92.64"	
"2009/02/19","93.54"	
"2009/02/20","90.73"	
"2009/02/21","90.73"	
"2009/02/22","90.73"	
"2009/02/23","89.8"	
"2009/02/24","90.9"	
"2009/02/25","91.02"	
"2009/02/26","91.32"	
"2009/02/27","90.12"	
"2009/02/28","90.12"	
"2009/03/01","90.12"	
"2009/03/02","85.06"	
"2009/03/03","87.3"	
"2009/03/04","88.21"	
"2009/03/05","88.63"	
"2009/03/06","88.42"	
"2009/03/07","88.42"	
"2009/03/08","88.42"	
"2009/03/09","87.53"	
"2009/03/10","92.45"	
"2009/03/11","92.07"	
"2009/03/12","93.64"	
"2009/03/13","94.49"	
"2009/03/14","94.49"	
"2009/03/15","94.49"	
"2009/03/16","95.36"	
"2009/03/17","97.76"	
"2009/03/18","97.94"	
"2009/03/19","100.73"	
"2009/03/20","99.69"	
"2009/03/21","99.69"	
"2009/03/22","99.69"	
"2009/03/23","106.05"	
"2009/03/24","105.03"	
"2009/03/25","105.71"	
"2009/03/26","107.86"	
"2009/03/27","107.05"	
"2009/03/28","107.05"	
"2009/03/29","107.05"	
"2009/03/30","102.41"	
"2009/03/31","103.79"	
"2009/04/01","104.7"	
"2009/04/02","111.06"	
"2009/04/03","111.05"	
"2009/04/04","111.05"	
"2009/04/05","111.05"	
"2009/04/06","112.17"	
"2009/04/07","110.62"	
"2009/04/08","106.79"	
"2009/04/09","111.17"	
"2009/04/10","111.17"	
"2009/04/11","111.17"	
"2009/04/12","111.17"	
"2009/04/13","111.17"	
"2009/04/14","114.56"	
"2009/04/15","113.59"	
"2009/04/16","114.24"	
"2009/04/17","113.59"	
"2009/04/18","113.59"	
"2009/04/19","113.59"	
"2009/04/20","110.68"	
"2009/04/21","111.65"	
"2009/04/22","111.72"	
"2009/04/23","113.0"	
"2009/04/24","113.67"	
"2009/04/25","113.67"	
"2009/04/26","113.67"	
"2009/04/27","112.33"	
"2009/04/28","110.02"	
"2009/04/29","113.09"	
"2009/04/30","121.19"	
"2009/05/01","121.19"	
"2009/05/02","121.19"	
"2009/05/03","121.19"	
"2009/05/04","126.2"	
"2009/05/05","125.24"	
"2009/05/06","126.37"	
"2009/05/07","129.38"	
"2009/05/08","129.85"	
"2009/05/09","129.85"	
"2009/05/10","129.85"	
"2009/05/11","129.76"	
"2009/05/12","127.83"	
"2009/05/13","127.67"	
"2009/05/14","123.25"	
"2009/05/15","125.92"	
"2009/05/16","125.92"	
"2009/05/17","125.92"	
"2009/05/18","127.15"	
"2009/05/19","131.32"	
"2009/05/20","132.0"	
"2009/05/21","130.72"	
"2009/05/22","130.85"	
"2009/05/23","130.85"	
"2009/05/24","130.85"	
"2009/05/25","129.81"	
"2009/05/26","128.7"	
"2009/05/27","130.44"	
"2009/05/28","130.44"	
"2009/05/29","132.57"	
"2009/05/30","132.57"	
"2009/05/31","132.57"	
"2009/06/01","136.17"	
"2009/06/02","137.83"	
"2009/06/03","137.28"	
"2009/06/04","133.58"	
"2009/06/05","134.99"	
"2009/06/06","134.99"	
"2009/06/07","134.99"	
"2009/06/08","134.98"	
"2009/06/09","131.48"	
"2009/06/10","135.59"	
"2009/06/11","137.35"	
"2009/06/12","136.41"	
"2009/06/13","136.41"	
"2009/06/14","136.41"	
"2009/06/15","132.29"	
"2009/06/16","131.5"	
"2009/06/17","129.07"	
"2009/06/18","129.04"	
"2009/06/19","130.41"	
"2009/06/20","130.41"	
"2009/06/21","130.41"	
"2009/06/22","130.47"	
"2009/06/23","126.28"	
"2009/06/24","129.25"	
"2009/06/25","130.23"	
