"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","178.56"	
"2016/01/02","178.56"	
"2016/01/03","178.56"	
"2016/01/04","173.65"	
"2016/01/05","172.29"	
"2016/01/06","169.2"	
"2016/01/07","165.29"	
"2016/01/08","165.75"	
"2016/01/09","165.75"	
"2016/01/10","165.75"	
"2016/01/11","163.44"	
"2016/01/12","163.23"	
"2016/01/13","165.38"	
"2016/01/14","162.82"	
"2016/01/15","161.42"	
"2016/01/16","161.42"	
"2016/01/17","161.42"	
"2016/01/18","160.14"	
"2016/01/19","162.13"	
"2016/01/20","157.94"	
"2016/01/21","158.4"	
"2016/01/22","161.99"	
"2016/01/23","161.99"	
"2016/01/24","161.99"	
"2016/01/25","163.6"	
"2016/01/26","163.68"	
"2016/01/27","163.05"	
"2016/01/28","164.01"	
"2016/01/29","166.48"	
"2016/01/30","166.48"	
"2016/01/31","166.48"	
"2016/02/01","167.52"	
"2016/02/02","164.43"	
"2016/02/03","162.94"	
"2016/02/04","166.63"	
"2016/02/05","166.46"	
"2016/02/06","166.46"	
"2016/02/07","166.46"	
"2016/02/08","166.46"	
"2016/02/09","166.46"	
"2016/02/10","166.46"	
"2016/02/11","160.89"	
"2016/02/12","159.41"	
"2016/02/13","159.41"	
"2016/02/14","159.41"	
"2016/02/15","162.01"	
"2016/02/16","163.32"	
"2016/02/17","163.53"	
"2016/02/18","165.72"	
"2016/02/19","164.58"	
"2016/02/20","164.58"	
"2016/02/21","164.58"	
"2016/02/22","165.92"	
"2016/02/23","165.09"	
"2016/02/24","163.07"	
"2016/02/25","163.28"	
"2016/02/26","163.65"	
"2016/02/27","163.65"	
"2016/02/28","163.65"	
"2016/02/29","163.66"	
"2016/03/01","165.84"	
"2016/03/02","170.5"	
"2016/03/03","173.51"	
"2016/03/04","174.36"	
"2016/03/05","174.36"	
"2016/03/06","174.36"	
"2016/03/07","175.65"	
"2016/03/08","173.66"	
"2016/03/09","175.02"	
"2016/03/10","175.17"	
"2016/03/11","176.93"	
"2016/03/12","176.93"	
"2016/03/13","176.93"	
"2016/03/14","177.98"	
"2016/03/15","175.5"	
"2016/03/16","175.79"	
"2016/03/17","180.4"	
"2016/03/18","181.38"	
"2016/03/19","181.38"	
"2016/03/20","181.38"	
"2016/03/21","181.35"	
"2016/03/22","181.71"	
"2016/03/23","180.48"	
"2016/03/24","179.2"	
"2016/03/25","179.2"	
"2016/03/26","179.2"	
"2016/03/27","179.2"	
"2016/03/28","179.2"	
"2016/03/29","178.47"	
"2016/03/30","181.83"	
"2016/03/31","183.38"	
"2016/04/01","180.26"	
"2016/04/02","180.26"	
"2016/04/03","180.26"	
"2016/04/04","180.26"	
"2016/04/05","177.47"	
"2016/04/06","177.55"	
"2016/04/07","177.66"	
"2016/04/08","177.66"	
"2016/04/09","177.66"	
"2016/04/10","177.66"	
"2016/04/11","178.72"	
"2016/04/12","180.01"	
"2016/04/13","182.09"	
"2016/04/14","183.53"	
"2016/04/15","183.96"	
"2016/04/16","183.96"	
"2016/04/17","183.96"	
"2016/04/18","183.42"	
"2016/04/19","185.12"	
"2016/04/20","184.92"	
"2016/04/21","185.89"	
"2016/04/22","183.84"	
"2016/04/23","183.84"	
"2016/04/24","183.84"	
"2016/04/25","183.34"	
"2016/04/26","183.37"	
"2016/04/27","181.8"	
"2016/04/28","181.54"	
"2016/04/29","181.3"	
"2016/04/30","181.3"	
"2016/05/01","181.3"	
"2016/05/02","181.3"	
"2016/05/03","180.36"	
"2016/05/04","177.68"	
"2016/05/05","177.65"	
"2016/05/06","176.66"	
"2016/05/07","176.66"	
"2016/05/08","176.66"	
"2016/05/09","176.42"	
"2016/05/10","176.9"	
"2016/05/11","177.53"	
"2016/05/12","177.75"	
"2016/05/13","175.73"	
"2016/05/14","175.73"	
"2016/05/15","175.73"	
"2016/05/16","176.0"	
"2016/05/17","177.78"	
"2016/05/18","175.86"	
"2016/05/19","173.69"	
"2016/05/20","174.17"	
"2016/05/21","174.17"	
"2016/05/22","174.17"	
"2016/05/23","174.86"	
"2016/05/24","173.02"	
"2016/05/25","176.32"	
"2016/05/26","177.39"	
"2016/05/27","178.66"	
"2016/05/28","178.66"	
"2016/05/29","178.66"	
"2016/05/30","178.15"	
"2016/05/31","178.32"	
"2016/06/01","177.9"	
"2016/06/02","178.14"	
"2016/06/03","179.94"	
"2016/06/04","179.94"	
"2016/06/05","179.94"	
"2016/06/06","181.22"	
"2016/06/07","183.94"	
"2016/06/08","185.19"	
"2016/06/09","185.19"	
"2016/06/10","181.94"	
"2016/06/11","181.94"	
"2016/06/12","181.94"	
"2016/06/13","179.7"	
"2016/06/14","178.08"	
"2016/06/15","178.41"	
"2016/06/16","176.47"	
"2016/06/17","177.43"	
"2016/06/18","177.43"	
"2016/06/19","177.43"	
"2016/06/20","180.65"	
"2016/06/21","181.38"	
"2016/06/22","182.09"	
"2016/06/23","183.29"	
"2016/06/24","176.16"	
