"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","247.49"	
"2018/01/02","249.06"	
"2018/01/03","250.24"	
"2018/01/04","251.36"	
"2018/01/05","253.46"	
"2018/01/06","253.46"	
"2018/01/07","253.46"	
"2018/01/08","254.35"	
"2018/01/09","253.9"	
"2018/01/10","252.27"	
"2018/01/11","251.32"	
"2018/01/12","253.45"	
"2018/01/13","253.45"	
"2018/01/14","253.45"	
"2018/01/15","255.13"	
"2018/01/16","254.75"	
"2018/01/17","253.98"	
"2018/01/18","254.28"	
"2018/01/19","255.73"	
"2018/01/20","255.73"	
"2018/01/21","255.73"	
"2018/01/22","255.58"	
"2018/01/23","257.96"	
"2018/01/24","258.57"	
"2018/01/25","260.15"	
"2018/01/26","260.18"	
"2018/01/27","260.18"	
"2018/01/28","260.18"	
"2018/01/29","261.37"	
"2018/01/30","257.24"	
"2018/01/31","257.82"	
"2018/02/01","258.25"	
"2018/02/02","254.55"	
"2018/02/03","254.55"	
"2018/02/04","254.55"	
"2018/02/05","250.56"	
"2018/02/06","242.55"	
"2018/02/07","242.74"	
"2018/02/08","237.77"	
"2018/02/09","239.15"	
"2018/02/10","239.15"	
"2018/02/11","239.15"	
"2018/02/12","242.12"	
"2018/02/13","244.32"	
"2018/02/14","246.13"	
"2018/02/15","248.19"	
"2018/02/16","248.19"	
"2018/02/17","248.19"	
"2018/02/18","248.19"	
"2018/02/19","248.19"	
"2018/02/20","246.56"	
"2018/02/21","247.88"	
"2018/02/22","246.53"	
"2018/02/23","249.72"	
"2018/02/24","249.72"	
"2018/02/25","249.72"	
"2018/02/26","251.74"	
"2018/02/27","251.64"	
"2018/02/28","249.03"	
"2018/03/01","247.66"	
"2018/03/02","245.7"	
"2018/03/03","245.7"	
"2018/03/04","245.7"	
"2018/03/05","244.02"	
"2018/03/06","247.54"	
"2018/03/07","246.59"	
"2018/03/08","248.23"	
"2018/03/09","249.38"	
"2018/03/10","249.38"	
"2018/03/11","249.38"	
"2018/03/12","254.05"	
"2018/03/13","254.94"	
"2018/03/14","254.17"	
"2018/03/15","253.08"	
"2018/03/16","251.59"	
"2018/03/17","251.59"	
"2018/03/18","251.59"	
"2018/03/19","250.04"	
"2018/03/20","249.7"	
"2018/03/21","250.48"	
"2018/03/22","250.53"	
"2018/03/23","244.42"	
"2018/03/24","244.42"	
"2018/03/25","244.42"	
"2018/03/26","244.98"	
"2018/03/27","247.55"	
"2018/03/28","243.94"	
"2018/03/29","243.67"	
"2018/03/30","243.67"	
"2018/03/31","243.67"	
"2018/04/01","243.67"	
"2018/04/02","243.67"	
"2018/04/03","244.4"	
"2018/04/04","242.5"	
"2018/04/05","242.5"	
"2018/04/06","244.17"	
"2018/04/07","244.17"	
"2018/04/08","244.17"	
"2018/04/09","245.32"	
"2018/04/10","247.29"	
"2018/04/11","247.72"	
"2018/04/12","247.43"	
"2018/04/13","248.25"	
"2018/04/14","248.25"	
"2018/04/15","248.25"	
"2018/04/16","247.85"	
"2018/04/17","247.29"	
"2018/04/18","249.41"	
"2018/04/19","252.3"	
"2018/04/20","248.48"	
"2018/04/21","248.48"	
"2018/04/22","248.48"	
"2018/04/23","247.56"	
"2018/04/24","246.81"	
"2018/04/25","244.99"	
"2018/04/26","245.84"	
"2018/04/27","247.4"	
"2018/04/28","247.4"	
"2018/04/29","247.4"	
"2018/04/30","249.4"	
"2018/05/01","249.4"	
"2018/05/02","249.03"	
"2018/05/03","248.66"	
"2018/05/04","246.87"	
"2018/05/05","246.87"	
"2018/05/06","246.87"	
"2018/05/07","247.88"	
"2018/05/08","247.68"	
"2018/05/09","247.24"	
"2018/05/10","249.54"	
"2018/05/11","251.9"	
"2018/05/12","251.9"	
"2018/05/13","251.9"	
"2018/05/14","253.06"	
"2018/05/15","249.44"	
"2018/05/16","250.0"	
"2018/05/17","249.43"	
"2018/05/18","248.81"	
"2018/05/19","248.81"	
"2018/05/20","248.81"	
"2018/05/21","249.37"	
"2018/05/22","249.37"	
"2018/05/23","248.06"	
"2018/05/24","248.92"	
"2018/05/25","249.59"	
"2018/05/26","249.59"	
"2018/05/27","249.59"	
"2018/05/28","249.33"	
"2018/05/29","247.86"	
"2018/05/30","245.25"	
"2018/05/31","247.32"	
"2018/06/01","247.85"	
"2018/06/02","247.85"	
"2018/06/03","247.85"	
"2018/06/04","251.13"	
"2018/06/05","250.43"	
"2018/06/06","252.77"	
"2018/06/07","253.84"	
"2018/06/08","250.76"	
"2018/06/09","250.76"	
"2018/06/10","250.76"	
"2018/06/11","251.86"	
"2018/06/12","251.64"	
"2018/06/13","250.5"	
"2018/06/14","247.31"	
"2018/06/15","246.08"	
"2018/06/16","246.08"	
"2018/06/17","246.08"	
"2018/06/18","246.08"	
"2018/06/19","240.61"	
"2018/06/20","243.08"	
"2018/06/21","242.89"	
"2018/06/22","243.81"	
"2018/06/23","243.81"	
"2018/06/24","243.81"	
"2018/06/25","241.63"	
