"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","199.11"	
"2013/01/02","202.75"	
"2013/01/03","203.85"	
"2013/01/04","202.09"	
"2013/01/05","202.09"	
"2013/01/06","202.09"	
"2013/01/07","202.26"	
"2013/01/08","201.44"	
"2013/01/09","201.99"	
"2013/01/10","202.91"	
"2013/01/11","202.15"	
"2013/01/12","202.15"	
"2013/01/13","202.15"	
"2013/01/14","202.79"	
"2013/01/15","201.92"	
"2013/01/16","202.06"	
"2013/01/17","202.18"	
"2013/01/18","203.17"	
"2013/01/19","203.17"	
"2013/01/20","203.17"	
"2013/01/21","202.77"	
"2013/01/22","203.85"	
"2013/01/23","203.62"	
"2013/01/24","202.53"	
"2013/01/25","201.81"	
"2013/01/26","201.81"	
"2013/01/27","201.81"	
"2013/01/28","200.55"	
"2013/01/29","203.51"	
"2013/01/30","203.99"	
"2013/01/31","203.41"	
"2013/02/01","203.84"	
"2013/02/02","203.84"	
"2013/02/03","203.84"	
"2013/02/04","204.49"	
"2013/02/05","203.13"	
"2013/02/06","203.28"	
"2013/02/07","203.51"	
"2013/02/08","205.09"	
"2013/02/09","205.09"	
"2013/02/10","205.09"	
"2013/02/11","205.09"	
"2013/02/12","205.09"	
"2013/02/13","205.09"	
"2013/02/14","208.05"	
"2013/02/15","207.37"	
"2013/02/16","207.37"	
"2013/02/17","207.37"	
"2013/02/18","208.31"	
"2013/02/19","209.56"	
"2013/02/20","211.81"	
"2013/02/21","208.5"	
"2013/02/22","209.47"	
"2013/02/23","209.47"	
"2013/02/24","209.47"	
"2013/02/25","209.36"	
"2013/02/26","207.05"	
"2013/02/27","208.15"	
"2013/02/28","210.83"	
"2013/03/01","210.99"	
"2013/03/02","210.99"	
"2013/03/03","210.99"	
"2013/03/04","207.57"	
"2013/03/05","210.12"	
"2013/03/06","212.38"	
"2013/03/07","211.54"	
"2013/03/08","211.26"	
"2013/03/09","211.26"	
"2013/03/10","211.26"	
"2013/03/11","211.67"	
"2013/03/12","211.46"	
"2013/03/13","210.58"	
"2013/03/14","209.96"	
"2013/03/15","210.89"	
"2013/03/16","210.89"	
"2013/03/17","210.89"	
"2013/03/18","207.52"	
"2013/03/19","206.83"	
"2013/03/20","206.21"	
"2013/03/21","205.76"	
"2013/03/22","204.89"	
"2013/03/23","204.89"	
"2013/03/24","204.89"	
"2013/03/25","207.58"	
"2013/03/26","207.62"	
"2013/03/27","208.67"	
"2013/03/28","207.61"	
"2013/03/29","207.61"	
"2013/03/30","207.61"	
"2013/03/31","207.61"	
"2013/04/01","207.61"	
"2013/04/02","207.74"	
"2013/04/03","207.36"	
"2013/04/04","207.36"	
"2013/04/05","202.39"	
"2013/04/06","202.39"	
"2013/04/07","202.39"	
"2013/04/08","201.52"	
"2013/04/09","203.38"	
"2013/04/10","204.72"	
"2013/04/11","207.82"	
"2013/04/12","205.77"	
"2013/04/13","205.77"	
"2013/04/14","205.77"	
"2013/04/15","203.83"	
"2013/04/16","204.01"	
"2013/04/17","204.55"	
"2013/04/18","202.56"	
"2013/04/19","204.3"	
"2013/04/20","204.3"	
"2013/04/21","204.3"	
"2013/04/22","205.5"	
"2013/04/23","205.14"	
"2013/04/24","207.54"	
"2013/04/25","207.52"	
"2013/04/26","208.55"	
"2013/04/27","208.55"	
"2013/04/28","208.55"	
"2013/04/29","210.42"	
"2013/04/30","213.65"	
"2013/05/01","213.65"	
"2013/05/02","211.82"	
"2013/05/03","212.76"	
"2013/05/04","212.76"	
"2013/05/05","212.76"	
"2013/05/06","213.32"	
"2013/05/07","212.64"	
"2013/05/08","214.54"	
"2013/05/09","214.89"	
"2013/05/10","211.65"	
"2013/05/11","211.65"	
"2013/05/12","211.65"	
"2013/05/13","210.73"	
"2013/05/14","211.63"	
"2013/05/15","210.85"	
"2013/05/16","210.04"	
"2013/05/17","210.04"	
"2013/05/18","210.04"	
"2013/05/19","210.04"	
"2013/05/20","211.1"	
"2013/05/21","210.06"	
"2013/05/22","209.52"	
"2013/05/23","205.75"	
"2013/05/24","204.4"	
"2013/05/25","204.4"	
"2013/05/26","204.4"	
"2013/05/27","204.5"	
"2013/05/28","204.57"	
"2013/05/29","204.94"	
"2013/05/30","204.99"	
"2013/05/31","203.23"	
"2013/06/01","203.23"	
"2013/06/02","203.23"	
"2013/06/03","202.08"	
"2013/06/04","202.02"	
"2013/06/05","199.04"	
"2013/06/06","197.26"	
"2013/06/07","195.69"	
"2013/06/08","195.69"	
"2013/06/09","195.69"	
"2013/06/10","194.98"	
"2013/06/11","192.71"	
"2013/06/12","192.71"	
"2013/06/13","191.35"	
"2013/06/14","194.65"	
"2013/06/15","194.65"	
"2013/06/16","194.65"	
"2013/06/17","194.68"	
"2013/06/18","193.48"	
"2013/06/19","194.55"	
"2013/06/20","187.05"	
"2013/06/21","185.66"	
"2013/06/22","185.66"	
"2013/06/23","185.66"	
"2013/06/24","182.99"	
"2013/06/25","183.04"	
