"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","198.52"	
"2015/01/02","198.64"	
"2015/01/03","198.64"	
"2015/01/04","198.64"	
"2015/01/05","196.88"	
"2015/01/06","193.9"	
"2015/01/07","193.86"	
"2015/01/08","197.57"	
"2015/01/09","199.74"	
"2015/01/10","199.74"	
"2015/01/11","199.74"	
"2015/01/12","199.14"	
"2015/01/13","199.2"	
"2015/01/14","198.28"	
"2015/01/15","199.36"	
"2015/01/16","198.2"	
"2015/01/17","198.2"	
"2015/01/18","198.2"	
"2015/01/19","199.65"	
"2015/01/20","200.1"	
"2015/01/21","201.91"	
"2015/01/22","202.34"	
"2015/01/23","203.73"	
"2015/01/24","203.73"	
"2015/01/25","203.73"	
"2015/01/26","203.72"	
"2015/01/27","205.27"	
"2015/01/28","205.0"	
"2015/01/29","202.47"	
"2015/01/30","201.95"	
"2015/01/31","201.95"	
"2015/02/01","201.95"	
"2015/02/02","202.59"	
"2015/02/03","202.92"	
"2015/02/04","205.09"	
"2015/02/05","205.44"	
"2015/02/06","205.21"	
"2015/02/07","205.21"	
"2015/02/08","205.21"	
"2015/02/09","204.32"	
"2015/02/10","203.67"	
"2015/02/11","202.94"	
"2015/02/12","202.43"	
"2015/02/13","206.65"	
"2015/02/14","206.65"	
"2015/02/15","206.65"	
"2015/02/16","206.29"	
"2015/02/17","206.16"	
"2015/02/18","206.49"	
"2015/02/19","206.49"	
"2015/02/20","206.49"	
"2015/02/21","206.49"	
"2015/02/22","206.49"	
"2015/02/23","206.15"	
"2015/02/24","207.36"	
"2015/02/25","209.85"	
"2015/02/26","208.63"	
"2015/02/27","209.6"	
"2015/02/28","209.6"	
"2015/03/01","209.6"	
"2015/03/02","211.14"	
"2015/03/03","211.29"	
"2015/03/04","210.15"	
"2015/03/05","209.17"	
"2015/03/06","209.0"	
"2015/03/07","209.0"	
"2015/03/08","209.0"	
"2015/03/09","206.41"	
"2015/03/10","204.99"	
"2015/03/11","203.88"	
"2015/03/12","206.62"	
"2015/03/13","204.58"	
"2015/03/14","204.58"	
"2015/03/15","204.58"	
"2015/03/16","204.43"	
"2015/03/17","206.27"	
"2015/03/18","207.35"	
"2015/03/19","209.63"	
"2015/03/20","210.88"	
"2015/03/21","210.88"	
"2015/03/22","210.88"	
"2015/03/23","212.05"	
"2015/03/24","212.69"	
"2015/03/25","212.35"	
"2015/03/26","208.61"	
"2015/03/27","207.8"	
"2015/03/28","207.8"	
"2015/03/29","207.8"	
"2015/03/30","206.43"	
"2015/03/31","207.47"	
"2015/04/01","207.1"	
"2015/04/02","208.75"	
"2015/04/03","208.75"	
"2015/04/04","208.75"	
"2015/04/05","208.75"	
"2015/04/06","208.75"	
"2015/04/07","208.75"	
"2015/04/08","211.98"	
"2015/04/09","211.57"	
"2015/04/10","212.59"	
"2015/04/11","212.59"	
"2015/04/12","212.59"	
"2015/04/13","211.4"	
"2015/04/14","212.07"	
"2015/04/15","210.38"	
"2015/04/16","213.75"	
"2015/04/17","211.89"	
"2015/04/18","211.89"	
"2015/04/19","211.89"	
"2015/04/20","210.31"	
"2015/04/21","210.41"	
"2015/04/22","211.09"	
"2015/04/23","211.87"	
"2015/04/24","213.69"	
"2015/04/25","213.69"	
"2015/04/26","213.69"	
"2015/04/27","214.7"	
"2015/04/28","215.63"	
"2015/04/29","213.55"	
"2015/04/30","210.59"	
"2015/05/01","210.59"	
"2015/05/02","210.59"	
"2015/05/03","210.59"	
"2015/05/04","210.69"	
"2015/05/05","211.39"	
"2015/05/06","208.94"	
"2015/05/07","205.68"	
"2015/05/08","205.51"	
"2015/05/09","205.51"	
"2015/05/10","205.51"	
"2015/05/11","206.04"	
"2015/05/12","205.91"	
"2015/05/13","208.46"	
"2015/05/14","208.16"	
"2015/05/15","208.48"	
"2015/05/16","208.48"	
"2015/05/17","208.48"	
"2015/05/18","207.66"	
"2015/05/19","206.99"	
"2015/05/20","206.39"	
"2015/05/21","206.43"	
"2015/05/22","207.13"	
"2015/05/23","207.13"	
"2015/05/24","207.13"	
"2015/05/25","207.13"	
"2015/05/26","206.33"	
"2015/05/27","203.85"	
"2015/05/28","202.59"	
"2015/05/29","203.23"	
"2015/05/30","203.23"	
"2015/05/31","203.23"	
"2015/06/01","201.76"	
"2015/06/02","200.28"	
"2015/06/03","199.96"	
"2015/06/04","197.16"	
"2015/06/05","196.69"	
"2015/06/06","196.69"	
"2015/06/07","196.69"	
"2015/06/08","195.49"	
"2015/06/09","195.05"	
"2015/06/10","196.92"	
"2015/06/11","197.63"	
"2015/06/12","197.32"	
"2015/06/13","197.32"	
"2015/06/14","197.32"	
"2015/06/15","196.72"	
"2015/06/16","196.13"	
"2015/06/17","196.84"	
"2015/06/18","198.26"	
"2015/06/19","198.47"	
"2015/06/20","198.47"	
"2015/06/21","198.47"	
"2015/06/22","200.3"	
"2015/06/23","201.86"	
"2015/06/24","201.33"	
"2015/06/25","201.19"	
