"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","215.39"	
"2019/01/02","212.0"	
"2019/01/03","210.46"	
"2019/01/04","211.17"	
"2019/01/05","211.17"	
"2019/01/06","211.17"	
"2019/01/07","215.1"	
"2019/01/08","214.53"	
"2019/01/09","218.35"	
"2019/01/10","218.91"	
"2019/01/11","219.22"	
"2019/01/12","219.22"	
"2019/01/13","219.22"	
"2019/01/14","217.03"	
"2019/01/15","219.65"	
"2019/01/16","219.97"	
"2019/01/17","220.8"	
"2019/01/18","221.9"	
"2019/01/19","221.9"	
"2019/01/20","221.9"	
"2019/01/21","222.07"	
"2019/01/22","220.58"	
"2019/01/23","219.69"	
"2019/01/24","220.96"	
"2019/01/25","223.98"	
"2019/01/26","223.98"	
"2019/01/27","223.98"	
"2019/01/28","224.1"	
"2019/01/29","223.03"	
"2019/01/30","223.78"	
"2019/01/31","225.79"	
"2019/02/01","225.87"	
"2019/02/02","225.87"	
"2019/02/03","225.87"	
"2019/02/04","225.51"	
"2019/02/05","225.51"	
"2019/02/06","225.51"	
"2019/02/07","225.51"	
"2019/02/08","225.04"	
"2019/02/09","225.04"	
"2019/02/10","225.04"	
"2019/02/11","224.93"	
"2019/02/12","226.09"	
"2019/02/13","227.23"	
"2019/02/14","227.39"	
"2019/02/15","225.67"	
"2019/02/16","225.67"	
"2019/02/17","225.67"	
"2019/02/18","227.15"	
"2019/02/19","226.53"	
"2019/02/20","229.49"	
"2019/02/21","229.41"	
"2019/02/22","229.87"	
"2019/02/23","229.87"	
"2019/02/24","229.87"	
"2019/02/25","231.95"	
"2019/02/26","230.72"	
"2019/02/27","230.58"	
"2019/02/28","228.49"	
"2019/03/01","228.74"	
"2019/03/02","228.74"	
"2019/03/03","228.74"	
"2019/03/04","228.34"	
"2019/03/05","227.67"	
"2019/03/06","227.93"	
"2019/03/07","228.31"	
"2019/03/08","225.86"	
"2019/03/09","225.86"	
"2019/03/10","225.86"	
"2019/03/11","226.34"	
"2019/03/12","228.68"	
"2019/03/13","228.46"	
"2019/03/14","228.37"	
"2019/03/15","229.28"	
"2019/03/16","229.28"	
"2019/03/17","229.28"	
"2019/03/18","230.77"	
"2019/03/19","231.41"	
"2019/03/20","231.14"	
"2019/03/21","232.86"	
"2019/03/22","232.79"	
"2019/03/23","232.79"	
"2019/03/24","232.79"	
"2019/03/25","229.48"	
"2019/03/26","230.41"	
"2019/03/27","229.46"	
"2019/03/28","230.03"	
"2019/03/29","231.63"	
"2019/03/30","231.63"	
"2019/03/31","231.63"	
"2019/04/01","233.48"	
"2019/04/02","234.93"	
"2019/04/03","236.97"	
"2019/04/04","235.62"	
"2019/04/05","235.62"	
"2019/04/06","235.62"	
"2019/04/07","235.62"	
"2019/04/08","235.65"	
"2019/04/09","236.46"	
"2019/04/10","236.25"	
"2019/04/11","235.6"	
"2019/04/12","236.65"	
"2019/04/13","236.65"	
"2019/04/14","236.65"	
"2019/04/15","237.74"	
"2019/04/16","238.53"	
"2019/04/17","238.79"	
"2019/04/18","237.63"	
"2019/04/19","237.63"	
"2019/04/20","237.63"	
"2019/04/21","237.63"	
"2019/04/22","237.63"	
"2019/04/23","236.36"	
"2019/04/24","236.02"	
"2019/04/25","234.77"	
"2019/04/26","234.52"	
"2019/04/27","234.52"	
"2019/04/28","234.52"	
"2019/04/29","236.06"	
"2019/04/30","234.58"	
"2019/05/01","234.58"	
"2019/05/02","234.9"	
"2019/05/03","234.6"	
"2019/05/04","234.6"	
"2019/05/05","234.6"	
"2019/05/06","232.0"	
"2019/05/07","232.64"	
"2019/05/08","230.98"	
"2019/05/09","227.28"	
"2019/05/10","227.39"	
"2019/05/11","227.39"	
"2019/05/12","227.39"	
"2019/05/13","227.39"	
"2019/05/14","222.6"	
"2019/05/15","223.41"	
"2019/05/16","222.46"	
"2019/05/17","220.87"	
"2019/05/18","220.87"	
"2019/05/19","220.87"	
"2019/05/20","224.56"	
"2019/05/21","224.43"	
"2019/05/22","224.52"	
"2019/05/23","222.95"	
"2019/05/24","223.73"	
"2019/05/25","223.73"	
"2019/05/26","223.73"	
"2019/05/27","224.04"	
"2019/05/28","224.15"	
"2019/05/29","221.52"	
"2019/05/30","222.13"	
"2019/05/31","223.2"	
"2019/06/01","223.2"	
"2019/06/02","223.2"	
"2019/06/03","224.78"	
"2019/06/04","224.62"	
"2019/06/05","225.47"	
"2019/06/06","224.08"	
"2019/06/07","224.08"	
"2019/06/08","224.08"	
"2019/06/09","224.08"	
"2019/06/10","226.75"	
"2019/06/11","229.08"	
"2019/06/12","228.59"	
"2019/06/13","226.9"	
"2019/06/14","226.09"	
"2019/06/15","226.09"	
"2019/06/16","226.09"	
"2019/06/17","224.83"	
"2019/06/18","226.13"	
"2019/06/19","229.62"	
"2019/06/20","231.72"	
"2019/06/21","230.75"	
"2019/06/22","230.75"	
"2019/06/23","230.75"	
"2019/06/24","232.02"	
"2019/06/25","231.72"	
