"基金名稱","亞洲股票基金"	
"貨幣","HKD"	
"成立日期","2004/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","249.08"	
"2020/01/02","249.19"	
"2020/01/03","248.52"	
"2020/01/04","248.52"	
"2020/01/05","248.52"	
"2020/01/06","245.22"	
"2020/01/07","246.15"	
"2020/01/08","245.53"	
"2020/01/09","249.44"	
"2020/01/10","251.1"	
"2020/01/11","251.1"	
"2020/01/12","251.1"	
"2020/01/13","252.51"	
"2020/01/14","254.31"	
"2020/01/15","253.32"	
"2020/01/16","253.75"	
"2020/01/17","254.06"	
"2020/01/18","254.06"	
"2020/01/19","254.06"	
"2020/01/20","254.24"	
"2020/01/21","252.4"	
"2020/01/22","253.46"	
"2020/01/23","251.59"	
"2020/01/24","251.57"	
"2020/01/25","251.57"	
"2020/01/26","251.57"	
"2020/01/27","251.57"	
"2020/01/28","251.57"	
"2020/01/29","246.86"	
"2020/01/30","239.94"	
"2020/01/31","238.98"	
"2020/02/01","238.98"	
"2020/02/02","238.98"	
"2020/02/03","235.63"	
"2020/02/04","240.86"	
"2020/02/05","242.57"	
"2020/02/06","246.82"	
"2020/02/07","243.97"	
"2020/02/08","243.97"	
"2020/02/09","243.97"	
"2020/02/10","243.17"	
"2020/02/11","245.28"	
"2020/02/12","247.53"	
"2020/02/13","247.06"	
"2020/02/14","247.32"	
"2020/02/15","247.32"	
"2020/02/16","247.32"	
"2020/02/17","246.58"	
"2020/02/18","243.45"	
"2020/02/19","245.55"	
"2020/02/20","243.72"	
"2020/02/21","242.16"	
"2020/02/22","242.16"	
"2020/02/23","242.16"	
"2020/02/24","235.35"	
"2020/02/25","230.51"	
"2020/02/26","230.5"	
"2020/02/27","228.58"	
"2020/02/28","221.22"	
"2020/02/29","221.22"	
"2020/03/01","221.22"	
"2020/03/02","225.68"	
"2020/03/03","224.62"	
"2020/03/04","225.81"	
"2020/03/05","227.75"	
"2020/03/06","221.67"	
"2020/03/07","221.67"	
"2020/03/08","221.67"	
"2020/03/09","208.2"	
"2020/03/10","210.26"	
"2020/03/11","206.05"	
"2020/03/12","185.23"	
"2020/03/13","193.06"	
"2020/03/14","193.06"	
"2020/03/15","193.06"	
"2020/03/16","174.66"	
"2020/03/17","181.11"	
"2020/03/18","168.43"	
"2020/03/19","160.33"	
"2020/03/20","165.18"	
"2020/03/21","165.18"	
"2020/03/22","165.18"	
"2020/03/23","155.9"	
"2020/03/24","169.63"	
"2020/03/25","175.72"	
"2020/03/26","185.59"	
"2020/03/27","179.24"	
"2020/03/28","179.24"	
"2020/03/29","179.24"	
"2020/03/30","179.03"	
"2020/03/31","180.07"	
"2020/04/01","177.94"	
"2020/04/02","177.58"	
"2020/04/03","175.65"	
"2020/04/04","175.65"	
"2020/04/05","175.65"	
"2020/04/06","181.56"	
"2020/04/07","186.86"	
"2020/04/08","186.42"	
"2020/04/09","191.28"	
"2020/04/10","191.28"	
"2020/04/11","191.28"	
"2020/04/12","191.28"	
"2020/04/13","191.28"	
"2020/04/14","193.8"	
"2020/04/15","192.57"	
"2020/04/16","190.9"	
"2020/04/17","197.34"	
"2020/04/18","197.34"	
"2020/04/19","197.34"	
"2020/04/20","195.67"	
"2020/04/21","189.63"	
"2020/04/22","191.19"	
"2020/04/23","193.51"	
"2020/04/24","191.64"	
"2020/04/25","191.64"	
"2020/04/26","191.64"	
"2020/04/27","195.67"	
"2020/04/28","196.22"	
"2020/04/29","200.17"	
"2020/04/30","200.17"	
"2020/05/01","200.17"	
"2020/05/02","200.17"	
"2020/05/03","200.17"	
"2020/05/04","195.69"	
"2020/05/05","197.66"	
"2020/05/06","198.74"	
"2020/05/07","198.55"	
"2020/05/08","201.16"	
"2020/05/09","201.16"	
"2020/05/10","201.16"	
"2020/05/11","202.04"	
"2020/05/12","200.38"	
"2020/05/13","201.18"	
"2020/05/14","196.87"	
"2020/05/15","197.71"	
"2020/05/16","197.71"	
"2020/05/17","197.71"	
"2020/05/18","198.75"	
"2020/05/19","203.21"	
"2020/05/20","204.79"	
"2020/05/21","204.96"	
"2020/05/22","201.37"	
"2020/05/23","201.37"	
"2020/05/24","201.37"	
"2020/05/25","202.92"	
"2020/05/26","207.44"	
"2020/05/27","206.85"	
"2020/05/28","208.65"	
"2020/05/29","208.25"	
"2020/05/30","208.25"	
"2020/05/31","208.25"	
"2020/06/01","214.13"	
"2020/06/02","217.16"	
"2020/06/03","222.69"	
"2020/06/04","223.91"	
"2020/06/05","225.73"	
"2020/06/06","225.73"	
"2020/06/07","225.73"	
"2020/06/08","226.8"	
"2020/06/09","227.74"	
"2020/06/10","228.95"	
"2020/06/11","217.76"	
"2020/06/12","219.58"	
"2020/06/13","219.58"	
"2020/06/14","219.58"	
"2020/06/15","218.47"	
"2020/06/16","221.3"	
"2020/06/17","222.32"	
"2020/06/18","222.14"	
"2020/06/19","222.62"	
"2020/06/20","222.62"	
"2020/06/21","222.62"	
"2020/06/22","222.63"	
"2020/06/23","224.58"	
"2020/06/24","225.7"	
