"基金名稱","富達增長基金"	
"2018/05/28","150.7"	
"2018/05/29","149.06"	
"2018/05/30","148.53"	
"2018/05/31","149.73"	
"2018/06/01","149.98"	
"2018/06/02","149.98"	
"2018/06/03","149.98"	
"2018/06/04","151.59"	
"2018/06/05","151.84"	
"2018/06/06","152.52"	
"2018/06/07","153.03"	
"2018/06/08","151.91"	
"2018/06/09","151.91"	
"2018/06/10","151.91"	
"2018/06/11","152.31"	
"2018/06/12","152.48"	
"2018/06/13","151.87"	
"2018/06/14","151.09"	
"2018/06/15","150.23"	
"2018/06/16","150.23"	
"2018/06/17","150.23"	
"2018/06/18","150.23"	
"2018/06/19","147.37"	
"2018/06/20","148.13"	
"2018/06/21","147.18"	
"2018/06/22","147.86"	
"2018/06/23","147.86"	
"2018/06/24","147.86"	
"2018/06/25","145.87"	
"2018/06/26","145.6"	
"2018/06/27","144.31"	
"2018/06/28","144.22"	
"2018/06/29","145.67"	
"2018/06/30","145.67"	
"2018/07/01","145.67"	
"2018/07/02","145.67"	
"2018/07/03","144.27"	
"2018/07/04","143.49"	
"2018/07/05","143.66"	
"2018/07/06","144.59"	
"2018/07/07","144.59"	
"2018/07/08","144.59"	
"2018/07/09","146.38"	
"2018/07/10","146.45"	
"2018/07/11","144.99"	
"2018/07/12","145.67"	
"2018/07/13","146.43"	
"2018/07/14","146.43"	
"2018/07/15","146.43"	
"2018/07/16","146.24"	
"2018/07/17","145.8"	
"2018/07/18","145.8"	
"2018/07/19","145.28"	
"2018/07/20","145.87"	
"2018/07/21","145.87"	
"2018/07/22","145.87"	
"2018/07/23","145.5"	
"2018/07/24","147.04"	
"2018/07/25","147.89"	
"2018/07/26","147.97"	
"2018/07/27","147.96"	
"2018/07/28","147.96"	
"2018/07/29","147.96"	
"2018/07/30","147.25"	
"2018/07/31","146.73"	
"2018/08/01","146.38"	
"2018/08/02","144.75"	
"2018/08/03","144.74"	
"2018/08/04","144.74"	
"2018/08/05","144.74"	
"2018/08/06","144.46"	
"2018/08/07","145.82"	
"2018/08/08","146.07"	
"2018/08/09","146.58"	
"2018/08/10","145.21"	
"2018/08/11","145.21"	
"2018/08/12","145.21"	
"2018/08/13","143.65"	
"2018/08/14","143.55"	
"2018/08/15","141.76"	
"2018/08/16","141.75"	
"2018/08/17","142.09"	
"2018/08/18","142.09"	
"2018/08/19","142.09"	
"2018/08/20","143.01"	
"2018/08/21","143.77"	
"2018/08/22","144.45"	
"2018/08/23","144.01"	
"2018/08/24","144.26"	
"2018/08/25","144.26"	
"2018/08/26","144.26"	
"2018/08/27","146.12"	
"2018/08/28","146.54"	
"2018/08/29","146.79"	
"2018/08/30","146.1"	
"2018/08/31","145.41"	
"2018/09/01","145.41"	
"2018/09/02","145.41"	
"2018/09/03","144.79"	
"2018/09/04","144.78"	
"2018/09/05","142.98"	
"2018/09/06","142.21"	
"2018/09/07","141.77"	
"2018/09/08","141.77"	
"2018/09/09","141.77"	
"2018/09/10","141.32"	
"2018/09/11","140.98"	
"2018/09/12","141.05"	
"2018/09/13","142.5"	
"2018/09/14","143.43"	
"2018/09/15","143.43"	
"2018/09/16","143.43"	
"2018/09/17","142.56"	
"2018/09/18","143.32"	
"2018/09/19","144.51"	
"2018/09/20","145.18"	
"2018/09/21","145.94"	
"2018/09/22","145.94"	
"2018/09/23","145.94"	
"2018/09/24","145.07"	
"2018/09/25","145.07"	
"2018/09/26","146.08"	
"2018/09/27","145.48"	
"2018/09/28","145.64"	
"2018/09/29","145.64"	
"2018/09/30","145.64"	
"2018/10/01","145.64"	
"2018/10/02","144.42"	
"2018/10/03","144.24"	
"2018/10/04","142.69"	
"2018/10/05","141.91"	
"2018/10/06","141.91"	
"2018/10/07","141.91"	
"2018/10/08","140.61"	
"2018/10/09","140.18"	
"2018/10/10","138.98"	
"2018/10/11","135.56"	
"2018/10/12","137.09"	
"2018/10/13","137.09"	
"2018/10/14","137.09"	
"2018/10/15","136.13"	
"2018/10/16","137.15"	
"2018/10/17","137.15"	
"2018/10/18","136.28"	
"2018/10/19","136.1"	
"2018/10/20","136.1"	
"2018/10/21","136.1"	
"2018/10/22","136.94"	
"2018/10/23","134.45"	
"2018/10/24","133.17"	
"2018/10/25","132.39"	
"2018/10/26","131.28"	
"2018/10/27","131.28"	
"2018/10/28","131.28"	
"2018/10/29","131.0"	
"2018/10/30","131.25"	
"2018/10/31","133.21"	
"2018/11/01","134.48"	
"2018/11/02","136.53"	
"2018/11/03","136.53"	
"2018/11/04","136.53"	
"2018/11/05","135.4"	
"2018/11/06","135.9"	
"2018/11/07","137.0"	
"2018/11/08","137.17"	
"2018/11/09","135.54"	
"2018/11/10","135.54"	
"2018/11/11","135.54"	
"2018/11/12","134.5"	
"2018/11/13","134.5"	
"2018/11/14","133.89"	
"2018/11/15","134.9"	
"2018/11/16","135.18"	
"2018/11/17","135.18"	
"2018/11/18","135.18"	
"2018/11/19","134.91"	
"2018/11/20","132.78"	
"2018/11/21","133.2"	
"2018/11/22","133.27"	
"2018/11/23","132.76"	
"2018/11/24","132.76"	
"2018/11/25","132.76"	
"2018/11/26","133.93"	
"2018/11/27","133.92"	
"2018/11/28","135.19"	
"2018/11/29","135.61"	
"2018/11/30","135.77"	
"2018/12/01","135.77"	
"2018/12/02","135.77"	
"2018/12/03","137.88"	
"2018/12/04","136.68"	
"2018/12/05","135.32"	
"2018/12/06","132.93"	
"2018/12/07","132.5"	
"2018/12/08","132.5"	
"2018/12/09","132.5"	
"2018/12/10","130.95"	
"2018/12/11","131.12"	
"2018/12/12","132.81"	
"2018/12/13","133.4"	
"2018/12/14","131.44"	
"2018/12/15","131.44"	
"2018/12/16","131.44"	
"2018/12/17","130.83"	
"2018/12/18","129.89"	
"2018/12/19","129.88"	
"2018/12/20","128.26"	
"2018/12/21","127.58"	
"2018/12/22","127.58"	
"2018/12/23","127.58"	
"2018/12/24","126.88"	
"2018/12/25","126.88"	
"2018/12/26","126.88"	
"2018/12/27","127.71"	
"2018/12/28","128.38"	
"2018/12/29","128.38"	
"2018/12/30","128.38"	
"2018/12/31","129.3"	
