"基金名稱","富達增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","154.51"	
"2020/01/02","155.84"	
"2020/01/03","155.16"	
"2020/01/04","155.16"	
"2020/01/05","155.16"	
"2020/01/06","154.39"	
"2020/01/07","155.05"	
"2020/01/08","154.37"	
"2020/01/09","155.87"	
"2020/01/10","156.11"	
"2020/01/11","156.11"	
"2020/01/12","156.11"	
"2020/01/13","157.0"	
"2020/01/14","157.0"	
"2020/01/15","156.74"	
"2020/01/16","157.23"	
"2020/01/17","157.81"	
"2020/01/18","157.81"	
"2020/01/19","157.81"	
"2020/01/20","157.45"	
"2020/01/21","155.69"	
"2020/01/22","156.6"	
"2020/01/23","155.18"	
"2020/01/24","155.25"	
"2020/01/25","155.25"	
"2020/01/26","155.25"	
"2020/01/27","155.25"	
"2020/01/28","155.25"	
"2020/01/29","152.72"	
"2020/01/30","150.46"	
"2020/01/31","149.7"	
"2020/02/01","149.7"	
"2020/02/02","149.7"	
"2020/02/03","149.68"	
"2020/02/04","151.76"	
"2020/02/05","152.75"	
"2020/02/06","154.75"	
"2020/02/07","154.07"	
"2020/02/08","154.07"	
"2020/02/09","154.07"	
"2020/02/10","153.88"	
"2020/02/11","154.71"	
"2020/02/12","155.87"	
"2020/02/13","155.44"	
"2020/02/14","155.35"	
"2020/02/15","155.35"	
"2020/02/16","155.35"	
"2020/02/17","155.58"	
"2020/02/18","154.16"	
"2020/02/19","154.82"	
"2020/02/20","154.39"	
"2020/02/21","153.55"	
"2020/02/22","153.55"	
"2020/02/23","153.55"	
"2020/02/24","150.62"	
"2020/02/25","148.95"	
"2020/02/26","147.86"	
"2020/02/27","145.85"	
"2020/02/28","142.85"	
"2020/02/29","142.85"	
"2020/03/01","142.85"	
"2020/03/02","145.08"	
"2020/03/03","144.66"	
"2020/03/04","146.31"	
"2020/03/05","146.47"	
"2020/03/06","143.64"	
"2020/03/07","143.64"	
"2020/03/08","143.64"	
"2020/03/09","136.55"	
"2020/03/10","138.12"	
"2020/03/11","135.45"	
"2020/03/12","127.04"	
"2020/03/13","127.7"	
"2020/03/14","127.7"	
"2020/03/15","127.7"	
"2020/03/16","120.96"	
"2020/03/17","122.12"	
"2020/03/18","117.44"	
"2020/03/19","116.27"	
"2020/03/20","118.18"	
"2020/03/21","118.18"	
"2020/03/22","118.18"	
"2020/03/23","115.09"	
"2020/03/24","121.15"	
"2020/03/25","125.3"	
"2020/03/26","127.62"	
"2020/03/27","127.2"	
"2020/03/28","127.2"	
"2020/03/29","127.2"	
"2020/03/30","127.43"	
"2020/03/31","128.09"	
"2020/04/01","125.18"	
"2020/04/02","125.83"	
"2020/04/03","125.0"	
"2020/04/04","125.0"	
"2020/04/05","125.0"	
"2020/04/06","128.64"	
"2020/04/07","130.79"	
"2020/04/08","131.12"	
"2020/04/09","132.94"	
"2020/04/10","132.94"	
"2020/04/11","132.94"	
"2020/04/12","132.94"	
"2020/04/13","132.94"	
"2020/04/14","134.57"	
"2020/04/15","132.82"	
"2020/04/16","132.89"	
"2020/04/17","135.38"	
"2020/04/18","135.38"	
"2020/04/19","135.38"	
"2020/04/20","135.03"	
"2020/04/21","131.87"	
"2020/04/22","133.02"	
"2020/04/23","133.52"	
"2020/04/24","133.18"	
"2020/04/25","133.18"	
"2020/04/26","133.18"	
"2020/04/27","135.32"	
"2020/04/28","136.31"	
"2020/04/29","137.63"	
"2020/04/30","137.63"	
"2020/05/01","137.63"	
"2020/05/02","137.63"	
"2020/05/03","137.63"	
"2020/05/04","133.45"	
"2020/05/05","134.52"	
"2020/05/06","135.1"	
"2020/05/07","135.42"	
"2020/05/08","137.24"	
"2020/05/09","137.24"	
"2020/05/10","137.24"	
"2020/05/11","137.72"	
"2020/05/12","136.8"	
"2020/05/13","135.97"	
"2020/05/14","134.88"	
"2020/05/15","135.21"	
"2020/05/16","135.21"	
"2020/05/17","135.21"	
"2020/05/18","137.42"	
"2020/05/19","138.74"	
"2020/05/20","139.81"	
"2020/05/21","138.89"	
"2020/05/22","135.99"	
"2020/05/23","135.99"	
"2020/05/24","135.99"	
"2020/05/25","136.96"	
"2020/05/26","139.11"	
