"基金名稱","富達增長基金"	
"2019/05/28","140.02"	
"2019/05/29","139.0"	
"2019/05/30","139.16"	
"2019/05/31","138.4"	
"2019/06/01","138.4"	
"2019/06/02","138.4"	
"2019/06/03","138.55"	
"2019/06/04","138.96"	
"2019/06/05","140.05"	
"2019/06/06","140.13"	
"2019/06/07","140.13"	
"2019/06/08","140.13"	
"2019/06/09","140.13"	
"2019/06/10","142.54"	
"2019/06/11","143.13"	
"2019/06/12","142.11"	
"2019/06/13","141.94"	
"2019/06/14","141.42"	
"2019/06/15","141.42"	
"2019/06/16","141.42"	
"2019/06/17","141.32"	
"2019/06/18","142.41"	
"2019/06/19","144.08"	
"2019/06/20","145.59"	
"2019/06/21","145.08"	
"2019/06/22","145.08"	
"2019/06/23","145.08"	
"2019/06/24","145.4"	
"2019/06/25","144.63"	
"2019/06/26","144.37"	
"2019/06/27","145.38"	
"2019/06/28","145.71"	
"2019/06/29","145.71"	
"2019/06/30","145.71"	
"2019/07/01","145.71"	
"2019/07/02","147.36"	
"2019/07/03","147.36"	
"2019/07/04","147.26"	
"2019/07/05","146.84"	
"2019/07/06","146.84"	
"2019/07/07","146.84"	
"2019/07/08","145.47"	
"2019/07/09","145.13"	
"2019/07/10","145.62"	
"2019/07/11","146.2"	
"2019/07/12","146.36"	
"2019/07/13","146.36"	
"2019/07/14","146.36"	
"2019/07/15","146.76"	
"2019/07/16","146.59"	
"2019/07/17","146.16"	
"2019/07/18","145.65"	
"2019/07/19","146.23"	
"2019/07/20","146.23"	
"2019/07/21","146.23"	
"2019/07/22","145.79"	
"2019/07/23","146.46"	
"2019/07/24","146.79"	
"2019/07/25","146.7"	
"2019/07/26","146.44"	
"2019/07/27","146.44"	
"2019/07/28","146.44"	
"2019/07/29","146.0"	
"2019/07/30","145.82"	
"2019/07/31","144.89"	
"2019/08/01","144.13"	
"2019/08/02","141.93"	
"2019/08/03","141.93"	
"2019/08/04","141.93"	
"2019/08/05","139.05"	
"2019/08/06","138.8"	
"2019/08/07","139.38"	
"2019/08/08","140.72"	
"2019/08/09","140.21"	
"2019/08/10","140.21"	
"2019/08/11","140.21"	
"2019/08/12","139.85"	
"2019/08/13","139.17"	
"2019/08/14","138.41"	
"2019/08/15","138.24"	
"2019/08/16","139.24"	
"2019/08/17","139.24"	
"2019/08/18","139.24"	
"2019/08/19","140.9"	
"2019/08/20","140.72"	
"2019/08/21","141.22"	
"2019/08/22","140.62"	
"2019/08/23","140.2"	
"2019/08/24","140.2"	
"2019/08/25","140.2"	
"2019/08/26","139.09"	
"2019/08/27","139.5"	
"2019/08/28","139.41"	
"2019/08/29","140.07"	
"2019/08/30","140.74"	
"2019/08/31","140.74"	
"2019/09/01","140.74"	
"2019/09/02","140.72"	
"2019/09/03","140.12"	
"2019/09/04","142.05"	
"2019/09/05","143.13"	
"2019/09/06","143.88"	
"2019/09/07","143.88"	
"2019/09/08","143.88"	
"2019/09/09","143.78"	
"2019/09/10","143.52"	
"2019/09/11","144.43"	
"2019/09/12","144.93"	
"2019/09/13","145.59"	
"2019/09/14","145.59"	
"2019/09/15","145.59"	
"2019/09/16","144.73"	
"2019/09/17","144.56"	
"2019/09/18","144.8"	
"2019/09/19","144.71"	
"2019/09/20","144.79"	
"2019/09/21","144.79"	
"2019/09/22","144.79"	
"2019/09/23","144.18"	
"2019/09/24","144.18"	
"2019/09/25","143.25"	
"2019/09/26","143.41"	
"2019/09/27","142.98"	
"2019/09/28","142.98"	
"2019/09/29","142.98"	
"2019/09/30","143.21"	
"2019/10/01","143.21"	
"2019/10/02","141.36"	
"2019/10/03","141.68"	
"2019/10/04","141.93"	
"2019/10/05","141.93"	
"2019/10/06","141.93"	
"2019/10/07","141.93"	
"2019/10/08","141.4"	
"2019/10/09","141.31"	
"2019/10/10","141.8"	
"2019/10/11","143.97"	
"2019/10/12","143.97"	
"2019/10/13","143.97"	
"2019/10/14","144.12"	
"2019/10/15","144.95"	
"2019/10/16","145.28"	
"2019/10/17","145.85"	
"2019/10/18","145.51"	
"2019/10/19","145.51"	
"2019/10/20","145.51"	
"2019/10/21","145.91"	
"2019/10/22","145.65"	
"2019/10/23","145.39"	
"2019/10/24","145.97"	
"2019/10/25","146.38"	
"2019/10/26","146.38"	
"2019/10/27","146.38"	
"2019/10/28","147.03"	
"2019/10/29","147.11"	
"2019/10/30","146.94"	
"2019/10/31","147.35"	
"2019/11/01","148.18"	
"2019/11/02","148.18"	
"2019/11/03","148.18"	
"2019/11/04","149.25"	
"2019/11/05","149.41"	
"2019/11/06","149.32"	
"2019/11/07","149.73"	
"2019/11/08","149.39"	
"2019/11/09","149.39"	
"2019/11/10","149.39"	
"2019/11/11","148.11"	
"2019/11/12","148.61"	
"2019/11/13","148.01"	
"2019/11/14","147.42"	
"2019/11/15","148.08"	
"2019/11/16","148.08"	
"2019/11/17","148.08"	
"2019/11/18","148.81"	
"2019/11/19","149.39"	
"2019/11/20","148.72"	
"2019/11/21","147.79"	
"2019/11/22","148.12"	
"2019/11/23","148.12"	
"2019/11/24","148.12"	
"2019/11/25","149.26"	
"2019/11/26","149.51"	
"2019/11/27","149.84"	
"2019/11/28","149.66"	
"2019/11/29","148.23"	
"2019/11/30","148.23"	
"2019/12/01","148.23"	
"2019/12/02","148.21"	
"2019/12/03","147.87"	
"2019/12/04","147.61"	
"2019/12/05","148.19"	
"2019/12/06","149.27"	
"2019/12/07","149.27"	
"2019/12/08","149.27"	
"2019/12/09","149.33"	
"2019/12/10","148.99"	
"2019/12/11","149.4"	
"2019/12/12","150.31"	
"2019/12/13","152.14"	
"2019/12/14","152.14"	
"2019/12/15","152.14"	
"2019/12/16","152.45"	
"2019/12/17","153.03"	
"2019/12/18","152.86"	
"2019/12/19","152.93"	
"2019/12/20","153.34"	
"2019/12/21","153.34"	
"2019/12/22","153.34"	
"2019/12/23","153.24"	
"2019/12/24","153.4"	
"2019/12/25","153.4"	
"2019/12/26","153.4"	
"2019/12/27","154.54"	
"2019/12/28","154.54"	
"2019/12/29","154.54"	
"2019/12/30","154.52"	
"2019/12/31","154.51"	
