"基金名稱","富達增長基金"	
"2017/05/28","130.66"	
"2017/05/29","130.73"	
"2017/05/30","130.73"	
"2017/05/31","130.8"	
"2017/06/01","131.33"	
"2017/06/02","132.28"	
"2017/06/03","132.28"	
"2017/06/04","132.28"	
"2017/06/05","132.17"	
"2017/06/06","132.17"	
"2017/06/07","132.07"	
"2017/06/08","132.07"	
"2017/06/09","131.8"	
"2017/06/10","131.8"	
"2017/06/11","131.8"	
"2017/06/12","131.0"	
"2017/06/13","131.51"	
"2017/06/14","131.86"	
"2017/06/15","130.54"	
"2017/06/16","130.97"	
"2017/06/17","130.97"	
"2017/06/18","130.97"	
"2017/06/19","132.0"	
"2017/06/20","131.56"	
"2017/06/21","131.12"	
"2017/06/22","131.37"	
"2017/06/23","131.63"	
"2017/06/24","131.63"	
"2017/06/25","131.63"	
"2017/06/26","132.22"	
"2017/06/27","131.95"	
"2017/06/28","131.94"	
"2017/06/29","132.2"	
"2017/06/30","131.58"	
"2017/07/01","131.58"	
"2017/07/02","131.58"	
"2017/07/03","131.83"	
"2017/07/04","130.95"	
"2017/07/05","131.29"	
"2017/07/06","131.02"	
"2017/07/07","130.67"	
"2017/07/08","130.67"	
"2017/07/09","130.67"	
"2017/07/10","131.08"	
"2017/07/11","131.77"	
"2017/07/12","132.81"	
"2017/07/13","133.68"	
"2017/07/14","134.28"	
"2017/07/15","134.28"	
"2017/07/16","134.28"	
"2017/07/17","134.43"	
"2017/07/18","134.69"	
"2017/07/19","135.55"	
"2017/07/20","135.9"	
"2017/07/21","135.63"	
"2017/07/22","135.63"	
"2017/07/23","135.63"	
"2017/07/24","135.78"	
"2017/07/25","135.86"	
"2017/07/26","135.94"	
"2017/07/27","136.55"	
"2017/07/28","135.84"	
"2017/07/29","135.84"	
"2017/07/30","135.84"	
"2017/07/31","136.52"	
"2017/08/01","137.3"	
"2017/08/02","137.56"	
"2017/08/03","137.38"	
"2017/08/04","137.19"	
"2017/08/05","137.19"	
"2017/08/06","137.19"	
"2017/08/07","137.87"	
"2017/08/08","137.95"	
"2017/08/09","137.34"	
"2017/08/10","136.2"	
"2017/08/11","134.89"	
"2017/08/12","134.89"	
"2017/08/13","134.89"	
"2017/08/14","136.0"	
"2017/08/15","135.82"	
"2017/08/16","136.42"	
"2017/08/17","136.24"	
"2017/08/18","135.45"	
"2017/08/19","135.45"	
"2017/08/20","135.45"	
"2017/08/21","135.69"	
"2017/08/22","136.55"	
"2017/08/23","136.55"	
"2017/08/24","136.79"	
"2017/08/25","137.48"	
"2017/08/26","137.48"	
"2017/08/27","137.48"	
"2017/08/28","137.55"	
"2017/08/29","137.2"	
"2017/08/30","137.71"	
"2017/08/31","138.06"	
"2017/09/01","138.31"	
"2017/09/02","138.31"	
"2017/09/03","138.31"	
"2017/09/04","137.86"	
"2017/09/05","137.68"	
"2017/09/06","137.67"	
"2017/09/07","137.84"	
"2017/09/08","138.09"	
"2017/09/09","138.09"	
"2017/09/10","138.09"	
"2017/09/11","139.11"	
"2017/09/12","139.54"	
"2017/09/13","139.54"	
"2017/09/14","139.27"	
"2017/09/15","139.44"	
"2017/09/16","139.44"	
"2017/09/17","139.44"	
"2017/09/18","140.37"	
"2017/09/19","140.36"	
"2017/09/20","140.62"	
"2017/09/21","140.26"	
"2017/09/22","140.0"	
"2017/09/23","140.0"	
"2017/09/24","140.0"	
"2017/09/25","139.02"	
"2017/09/26","138.49"	
"2017/09/27","138.83"	
"2017/09/28","138.83"	
"2017/09/29","139.51"	
"2017/09/30","139.51"	
"2017/10/01","139.51"	
"2017/10/02","139.51"	
"2017/10/03","140.88"	
"2017/10/04","141.22"	
"2017/10/05","141.22"	
"2017/10/06","141.21"	
"2017/10/07","141.21"	
"2017/10/08","141.21"	
"2017/10/09","141.01"	
"2017/10/10","141.88"	
"2017/10/11","141.96"	
"2017/10/12","142.21"	
"2017/10/13","142.55"	
"2017/10/14","142.55"	
"2017/10/15","142.55"	
"2017/10/16","142.87"	
"2017/10/17","142.61"	
"2017/10/18","142.69"	
"2017/10/19","141.81"	
"2017/10/20","142.41"	
"2017/10/21","142.41"	
"2017/10/22","142.41"	
"2017/10/23","142.22"	
"2017/10/24","141.86"	
"2017/10/25","142.03"	
"2017/10/26","141.94"	
"2017/10/27","142.45"	
"2017/10/28","142.45"	
"2017/10/29","142.45"	
"2017/10/30","142.52"	
"2017/10/31","142.69"	
"2017/11/01","143.81"	
"2017/11/02","143.89"	
"2017/11/03","144.06"	
"2017/11/04","144.06"	
"2017/11/05","144.06"	
"2017/11/06","144.3"	
"2017/11/07","144.9"	
"2017/11/08","144.89"	
"2017/11/09","145.05"	
"2017/11/10","144.87"	
"2017/11/11","144.87"	
"2017/11/12","144.87"	
"2017/11/13","144.59"	
"2017/11/14","144.33"	
"2017/11/15","143.2"	
"2017/11/16","144.4"	
"2017/11/17","144.83"	
"2017/11/18","144.83"	
"2017/11/19","144.83"	
"2017/11/20","144.89"	
"2017/11/21","146.44"	
"2017/11/22","147.04"	
"2017/11/23","146.6"	
"2017/11/24","147.12"	
"2017/11/25","147.12"	
"2017/11/26","147.12"	
"2017/11/27","146.23"	
"2017/11/28","146.48"	
"2017/11/29","146.39"	
"2017/11/30","145.51"	
"2017/12/01","145.08"	
"2017/12/02","145.08"	
"2017/12/03","145.08"	
"2017/12/04","145.31"	
"2017/12/05","144.44"	
"2017/12/06","142.7"	
"2017/12/07","143.04"	
"2017/12/08","144.16"	
"2017/12/09","144.16"	
"2017/12/10","144.16"	
"2017/12/11","145.27"	
"2017/12/12","145.0"	
"2017/12/13","145.51"	
"2017/12/14","145.33"	
"2017/12/15","144.98"	
"2017/12/16","144.98"	
"2017/12/17","144.98"	
"2017/12/18","146.34"	
"2017/12/19","146.51"	
"2017/12/20","146.5"	
"2017/12/21","146.84"	
"2017/12/22","147.27"	
"2017/12/23","147.27"	
"2017/12/24","147.27"	
"2017/12/25","147.27"	
"2017/12/26","147.27"	
"2017/12/27","147.32"	
"2017/12/28","148.0"	
"2017/12/29","148.26"	
"2017/12/30","148.26"	
"2017/12/31","148.26"	
