"基金名稱","富達增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2015/01/01","118.33"	
"2015/01/02","118.5"	
"2015/01/03","118.5"	
"2015/01/04","118.5"	
"2015/01/05","117.21"	
"2015/01/06","115.84"	
"2015/01/07","116.2"	
"2015/01/08","117.73"	
"2015/01/09","117.82"	
"2015/01/10","117.82"	
"2015/01/11","117.82"	
"2015/01/12","117.8"	
"2015/01/13","118.25"	
"2015/01/14","117.61"	
"2015/01/15","118.23"	
"2015/01/16","117.87"	
"2015/01/17","117.87"	
"2015/01/18","117.87"	
"2015/01/19","117.49"	
"2015/01/20","118.21"	
"2015/01/21","119.2"	
"2015/01/22","119.83"	
"2015/01/23","120.56"	
"2015/01/24","120.56"	
"2015/01/25","120.56"	
"2015/01/26","120.72"	
"2015/01/27","120.72"	
"2015/01/28","120.35"	
"2015/01/29","119.61"	
"2015/01/30","118.97"	
"2015/01/31","118.97"	
"2015/02/01","118.97"	
"2015/02/02","119.32"	
"2015/02/03","120.04"	
"2015/02/04","120.4"	
"2015/02/05","120.66"	
"2015/02/06","120.2"	
"2015/02/07","120.2"	
"2015/02/08","120.2"	
"2015/02/09","119.73"	
"2015/02/10","120.0"	
"2015/02/11","119.63"	
"2015/02/12","120.71"	
"2015/02/13","121.79"	
"2015/02/14","121.79"	
"2015/02/15","121.79"	
"2015/02/16","122.04"	
"2015/02/17","122.12"	
"2015/02/18","122.48"	
"2015/02/19","122.48"	
"2015/02/20","122.48"	
"2015/02/21","122.48"	
"2015/02/22","122.48"	
"2015/02/23","123.27"	
"2015/02/24","123.35"	
"2015/02/25","123.62"	
"2015/02/26","123.79"	
"2015/02/27","123.69"	
"2015/02/28","123.69"	
"2015/03/01","123.69"	
"2015/03/02","123.95"	
"2015/03/03","123.31"	
"2015/03/04","122.67"	
"2015/03/05","122.48"	
"2015/03/06","122.11"	
"2015/03/07","122.11"	
"2015/03/08","122.11"	
"2015/03/09","121.82"	
"2015/03/10","120.28"	
"2015/03/11","120.09"	
"2015/03/12","121.08"	
"2015/03/13","120.99"	
"2015/03/14","120.99"	
"2015/03/15","120.99"	
"2015/03/16","121.78"	
"2015/03/17","121.78"	
"2015/03/18","122.68"	
"2015/03/19","123.22"	
"2015/03/20","124.11"	
"2015/03/21","124.11"	
"2015/03/22","124.11"	
"2015/03/23","124.55"	
"2015/03/24","124.18"	
"2015/03/25","123.99"	
"2015/03/26","123.18"	
"2015/03/27","123.17"	
"2015/03/28","123.17"	
"2015/03/29","123.17"	
"2015/03/30","124.24"	
"2015/03/31","123.78"	
"2015/04/01","124.14"	
"2015/04/02","125.13"	
"2015/04/03","125.13"	
"2015/04/04","125.13"	
"2015/04/05","125.13"	
"2015/04/06","125.13"	
"2015/04/07","125.13"	
"2015/04/08","128.08"	
"2015/04/09","129.44"	
"2015/04/10","130.24"	
"2015/04/11","130.24"	
"2015/04/12","130.24"	
"2015/04/13","131.4"	
"2015/04/14","130.85"	
"2015/04/15","130.94"	
"2015/04/16","131.56"	
"2015/04/17","131.01"	
"2015/04/18","131.01"	
"2015/04/19","131.01"	
"2015/04/20","129.82"	
"2015/04/21","131.26"	
"2015/04/22","131.88"	
"2015/04/23","132.05"	
"2015/04/24","132.68"	
"2015/04/25","132.68"	
"2015/04/26","132.68"	
"2015/04/27","133.48"	
"2015/04/28","133.65"	
"2015/04/29","133.01"	
"2015/04/30","131.83"	
"2015/05/01","131.83"	
"2015/05/02","131.83"	
"2015/05/03","131.83"	
"2015/05/04","131.99"	
"2015/05/05","130.53"	
"2015/05/06","130.26"	
"2015/05/07","129.07"	
"2015/05/08","130.97"	
"2015/05/09","130.97"	
"2015/05/10","130.97"	
"2015/05/11","131.31"	
"2015/05/12","130.58"	
"2015/05/13","130.76"	
"2015/05/14","131.11"	
"2015/05/15","132.09"	
"2015/05/16","132.09"	
"2015/05/17","132.09"	
"2015/05/18","131.98"	
"2015/05/19","132.07"	
"2015/05/20","131.88"	
"2015/05/21","132.06"	
"2015/05/22","132.59"	
"2015/05/23","132.59"	
"2015/05/24","132.59"	
"2015/05/25","132.59"	
"2015/05/26","132.2"	
"2015/05/27","132.29"	
