"基金名稱","富達增長基金"	
"貨幣","HKD"	
"成立日期","2010/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","115.65"	
"2016/01/02","115.65"	
"2016/01/03","115.65"	
"2016/01/04","113.03"	
"2016/01/05","112.67"	
"2016/01/06","111.68"	
"2016/01/07","109.17"	
"2016/01/08","108.98"	
"2016/01/09","108.98"	
"2016/01/10","108.98"	
"2016/01/11","107.54"	
"2016/01/12","106.91"	
"2016/01/13","107.26"	
"2016/01/14","106.72"	
"2016/01/15","105.56"	
"2016/01/16","105.56"	
"2016/01/17","105.56"	
"2016/01/18","104.47"	
"2016/01/19","105.9"	
"2016/01/20","103.21"	
"2016/01/21","102.22"	
"2016/01/22","104.81"	
"2016/01/23","104.81"	
"2016/01/24","104.81"	
"2016/01/25","105.06"	
"2016/01/26","104.34"	
"2016/01/27","105.05"	
"2016/01/28","105.14"	
"2016/01/29","107.01"	
"2016/01/30","107.01"	
"2016/01/31","107.01"	
"2016/02/01","107.27"	
"2016/02/02","106.1"	
"2016/02/03","105.02"	
"2016/02/04","105.55"	
"2016/02/05","104.92"	
"2016/02/06","104.92"	
"2016/02/07","104.92"	
"2016/02/08","104.92"	
"2016/02/09","104.92"	
"2016/02/10","104.92"	
"2016/02/11","101.14"	
"2016/02/12","100.43"	
"2016/02/13","100.43"	
"2016/02/14","100.43"	
"2016/02/15","102.9"	
"2016/02/16","103.95"	
"2016/02/17","104.22"	
"2016/02/18","105.37"	
"2016/02/19","104.92"	
"2016/02/20","104.92"	
"2016/02/21","104.92"	
"2016/02/22","105.71"	
"2016/02/23","105.17"	
"2016/02/24","104.27"	
"2016/02/25","104.62"	
"2016/02/26","105.42"	
"2016/02/27","105.42"	
"2016/02/28","105.42"	
"2016/02/29","104.87"	
"2016/03/01","106.21"	
"2016/03/02","108.17"	
"2016/03/03","108.78"	
"2016/03/04","109.58"	
"2016/03/05","109.58"	
"2016/03/06","109.58"	
"2016/03/07","109.39"	
"2016/03/08","108.67"	
"2016/03/09","108.49"	
"2016/03/10","108.66"	
"2016/03/11","110.17"	
"2016/03/12","110.17"	
"2016/03/13","110.17"	
"2016/03/14","110.86"	
"2016/03/15","110.15"	
"2016/03/16","109.88"	
"2016/03/17","111.38"	
"2016/03/18","111.73"	
"2016/03/19","111.73"	
"2016/03/20","111.73"	
"2016/03/21","111.81"	
"2016/03/22","111.8"	
"2016/03/23","111.26"	
"2016/03/24","110.27"	
"2016/03/25","110.27"	
"2016/03/26","110.27"	
"2016/03/27","110.27"	
"2016/03/28","110.27"	
"2016/03/29","110.69"	
"2016/03/30","112.29"	
"2016/03/31","112.2"	
"2016/04/01","110.86"	
"2016/04/02","110.86"	
"2016/04/03","110.86"	
"2016/04/04","110.86"	
"2016/04/05","109.32"	
"2016/04/06","109.94"	
"2016/04/07","110.02"	
"2016/04/08","110.55"	
"2016/04/09","110.55"	
"2016/04/10","110.55"	
"2016/04/11","110.8"	
"2016/04/12","111.24"	
"2016/04/13","113.27"	
"2016/04/14","114.07"	
"2016/04/15","113.97"	
"2016/04/16","113.97"	
"2016/04/17","113.97"	
"2016/04/18","113.51"	
"2016/04/19","115.02"	
"2016/04/20","114.48"	
"2016/04/21","115.19"	
"2016/04/22","114.47"	
"2016/04/23","114.47"	
"2016/04/24","114.47"	
"2016/04/25","113.83"	
"2016/04/26","114.09"	
"2016/04/27","113.91"	
"2016/04/28","113.64"	
"2016/04/29","113.1"	
"2016/04/30","113.1"	
"2016/05/01","113.1"	
"2016/05/02","113.1"	
"2016/05/03","111.83"	
"2016/05/04","110.85"	
"2016/05/05","110.48"	
"2016/05/06","109.86"	
"2016/05/07","109.86"	
"2016/05/08","109.86"	
"2016/05/09","109.75"	
"2016/05/10","110.64"	
"2016/05/11","110.28"	
"2016/05/12","109.83"	
"2016/05/13","109.03"	
"2016/05/14","109.03"	
"2016/05/15","109.03"	
"2016/05/16","109.63"	
"2016/05/17","110.16"	
"2016/05/18","109.71"	
"2016/05/19","108.81"	
"2016/05/20","109.61"	
"2016/05/21","109.61"	
"2016/05/22","109.61"	
"2016/05/23","109.59"	
"2016/05/24","110.03"	
"2016/05/25","111.63"	
"2016/05/26","111.89"	
