"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","120.18"	
"2009/01/02","123.19"	
"2009/01/03","123.19"	
"2009/01/04","123.19"	
"2009/01/05","123.92"	
"2009/01/06","123.54"	
"2009/01/07","121.67"	
"2009/01/08","119.85"	
"2009/01/09","119.3"	
"2009/01/10","119.3"	
"2009/01/11","119.3"	
"2009/01/12","117.12"	
"2009/01/13","115.56"	
"2009/01/14","113.99"	
"2009/01/15","112.25"	
"2009/01/16","113.16"	
"2009/01/17","113.16"	
"2009/01/18","113.16"	
"2009/01/19","113.19"	
"2009/01/20","109.22"	
"2009/01/21","109.73"	
"2009/01/22","109.7"	
"2009/01/23","108.74"	
"2009/01/24","108.74"	
"2009/01/25","108.74"	
"2009/01/26","108.74"	
"2009/01/27","108.74"	
"2009/01/28","108.74"	
"2009/01/29","112.05"	
"2009/01/30","111.6"	
"2009/01/31","111.6"	
"2009/02/01","111.6"	
"2009/02/02","109.75"	
"2009/02/03","110.16"	
"2009/02/04","111.37"	
"2009/02/05","111.53"	
"2009/02/06","113.6"	
"2009/02/07","113.6"	
"2009/02/08","113.6"	
"2009/02/09","114.04"	
"2009/02/10","112.26"	
"2009/02/11","111.91"	
"2009/02/12","110.62"	
"2009/02/13","111.54"	
"2009/02/14","111.54"	
"2009/02/15","111.54"	
"2009/02/16","110.83"	
"2009/02/17","107.69"	
"2009/02/18","107.42"	
"2009/02/19","107.27"	
"2009/02/20","105.27"	
"2009/02/21","105.27"	
"2009/02/22","105.27"	
"2009/02/23","105.31"	
"2009/02/24","105.24"	
"2009/02/25","105.49"	
"2009/02/26","104.86"	
"2009/02/27","104.08"	
"2009/02/28","104.08"	
"2009/03/01","104.08"	
"2009/03/02","100.17"	
"2009/03/03","99.61"	
"2009/03/04","101.29"	
"2009/03/05","100.09"	
"2009/03/06","99.17"	
"2009/03/07","99.17"	
"2009/03/08","99.17"	
"2009/03/09","97.77"	
"2009/03/10","100.73"	
"2009/03/11","101.46"	
"2009/03/12","102.89"	
"2009/03/13","104.35"	
"2009/03/14","104.35"	
"2009/03/15","104.35"	
"2009/03/16","106.05"	
"2009/03/17","106.54"	
"2009/03/18","107.67"	
"2009/03/19","109.01"	
"2009/03/20","107.93"	
"2009/03/21","107.93"	
"2009/03/22","107.93"	
"2009/03/23","112.52"	
"2009/03/24","112.93"	
"2009/03/25","112.29"	
"2009/03/26","114.59"	
"2009/03/27","113.9"	
"2009/03/28","113.9"	
"2009/03/29","113.9"	
"2009/03/30","109.91"	
"2009/03/31","110.8"	
"2009/04/01","111.67"	
"2009/04/02","116.5"	
"2009/04/03","116.73"	
"2009/04/04","116.73"	
"2009/04/05","116.73"	
"2009/04/06","117.5"	
"2009/04/07","116.32"	
"2009/04/08","114.69"	
"2009/04/09","117.6"	
"2009/04/10","117.6"	
"2009/04/11","117.6"	
"2009/04/12","117.6"	
"2009/04/13","117.6"	
"2009/04/14","119.84"	
"2009/04/15","120.26"	
"2009/04/16","120.55"	
"2009/04/17","120.74"	
"2009/04/18","120.74"	
"2009/04/19","120.74"	
