"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2004/01/01","107.58"	
"2004/01/02","108.61"	
"2004/01/03","108.61"	
"2004/01/04","108.61"	
"2004/01/05","110.27"	
"2004/01/06","110.34"	
"2004/01/07","110.3"	
"2004/01/08","110.62"	
"2004/01/09","111.29"	
"2004/01/10","111.29"	
"2004/01/11","111.29"	
"2004/01/12","111.18"	
"2004/01/13","110.89"	
"2004/01/14","111.26"	
"2004/01/15","110.49"	
"2004/01/16","110.44"	
"2004/01/17","110.44"	
"2004/01/18","110.44"	
"2004/01/19","110.93"	
"2004/01/20","112.17"	
"2004/01/21","113.21"	
"2004/01/22","113.21"	
"2004/01/23","113.21"	
"2004/01/24","113.21"	
"2004/01/25","113.21"	
"2004/01/26","113.26"	
"2004/01/27","113.11"	
"2004/01/28","111.6"	
"2004/01/29","110.59"	
"2004/01/30","110.53"	
"2004/01/31","110.53"	
"2004/02/01","110.53"	
"2004/02/02","109.73"	
"2004/02/03","109.91"	
"2004/02/04","109.3"	
"2004/02/05","109.32"	
"2004/02/06","110.77"	
"2004/02/07","110.77"	
"2004/02/08","110.77"	
"2004/02/09","111.93"	
"2004/02/10","111.85"	
"2004/02/11","112.15"	
"2004/02/12","112.59"	
"2004/02/13","113.07"	
"2004/02/14","113.07"	
"2004/02/15","113.07"	
"2004/02/16","113.55"	
"2004/02/17","114.37"	
"2004/02/18","114.5"	
"2004/02/19","114.17"	
"2004/02/20","113.57"	
"2004/02/21","113.57"	
"2004/02/22","113.57"	
"2004/02/23","112.96"	
"2004/02/24","112.36"	
"2004/02/25","111.79"	
"2004/02/26","112.07"	
"2004/02/27","113.17"	
"2004/02/28","113.17"	
"2004/02/29","113.17"	
"2004/03/01","114.0"	
"2004/03/02","113.71"	
"2004/03/03","112.6"	
"2004/03/04","112.93"	
"2004/03/05","113.2"	
"2004/03/06","113.2"	
"2004/03/07","113.2"	
"2004/03/08","113.11"	
"2004/03/09","112.63"	
"2004/03/10","111.11"	
"2004/03/11","109.49"	
"2004/03/12","109.24"	
"2004/03/13","109.24"	
"2004/03/14","109.24"	
"2004/03/15","108.83"	
"2004/03/16","109.24"	
"2004/03/17","110.56"	
"2004/03/18","110.53"	
"2004/03/19","110.51"	
"2004/03/20","110.51"	
"2004/03/21","110.51"	
"2004/03/22","108.57"	
"2004/03/23","108.74"	
"2004/03/24","109.34"	
"2004/03/25","109.24"	
"2004/03/26","109.53"	
"2004/03/27","109.53"	
"2004/03/28","109.53"	
"2004/03/29","109.89"	
"2004/03/30","110.78"	
"2004/03/31","111.37"	
"2004/04/01","111.98"	
"2004/04/02","112.81"	
"2004/04/03","112.81"	
"2004/04/04","112.81"	
"2004/04/05","112.81"	
"2004/04/06","113.74"	
"2004/04/07","113.8"	
"2004/04/08","113.95"	
"2004/04/09","113.95"	
"2004/04/10","113.95"	
"2004/04/11","113.95"	
"2004/04/12","113.95"	
"2004/04/13","113.93"	
"2004/04/14","112.16"	
"2004/04/15","110.92"	
"2004/04/16","111.1"	
"2004/04/17","111.1"	
"2004/04/18","111.1"	
