"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2002/01/01","91.76"	
"2002/01/02","91.76"	
"2002/01/03","92.27"	
"2002/01/04","93.42"	
"2002/01/05","93.91"	
"2002/01/06","93.91"	
"2002/01/07","93.91"	
"2002/01/08","93.21"	
"2002/01/09","92.66"	
"2002/01/10","91.96"	
"2002/01/11","91.52"	
"2002/01/12","91.41"	
"2002/01/13","91.41"	
"2002/01/14","91.41"	
"2002/01/15","90.71"	
"2002/01/16","89.94"	
"2002/01/17","90.12"	
"2002/01/18","90.02"	
"2002/01/19","90.22"	
"2002/01/20","90.22"	
"2002/01/21","90.22"	
"2002/01/22","89.53"	
"2002/01/23","89.66"	
"2002/01/24","89.87"	
"2002/01/25","90.06"	
"2002/01/26","90.37"	
"2002/01/27","90.37"	
"2002/01/28","90.37"	
"2002/01/29","89.85"	
"2002/01/30","88.99"	
"2002/01/31","89.47"	
"2002/02/01","89.05"	
"2002/02/02","88.54"	
"2002/02/03","88.54"	
"2002/02/04","88.54"	
"2002/02/05","87.87"	
"2002/02/06","87.78"	
"2002/02/07","87.47"	
"2002/02/08","88.01"	
"2002/02/09","88.97"	
"2002/02/10","88.97"	
"2002/02/11","88.97"	
"2002/02/12","90.0"	
"2002/02/13","90.0"	
"2002/02/14","90.0"	
"2002/02/15","90.0"	
"2002/02/16","90.12"	
"2002/02/17","90.12"	
"2002/02/18","90.12"	
"2002/02/19","89.08"	
"2002/02/20","88.98"	
"2002/02/21","89.06"	
"2002/02/22","88.75"	
"2002/02/23","88.51"	
"2002/02/24","88.51"	
"2002/02/25","88.51"	
"2002/02/26","88.65"	
"2002/02/27","89.33"	
"2002/02/28","89.09"	
"2002/03/01","89.76"	
"2002/03/02","91.66"	
"2002/03/03","91.66"	
"2002/03/04","91.66"	
"2002/03/05","92.32"	
"2002/03/06","92.68"	
"2002/03/07","93.67"	
"2002/03/08","93.81"	
"2002/03/09","94.13"	
"2002/03/10","94.13"	
"2002/03/11","94.13"	
"2002/03/12","93.68"	
"2002/03/13","93.31"	
"2002/03/14","93.62"	
"2002/03/15","93.77"	
"2002/03/16","93.76"	
"2002/03/17","93.76"	
"2002/03/18","93.76"	
"2002/03/19","94.14"	
"2002/03/20","93.51"	
"2002/03/21","92.96"	
"2002/03/22","92.72"	
"2002/03/23","92.14"	
"2002/03/24","92.14"	
"2002/03/25","92.14"	
"2002/03/26","92.02"	
"2002/03/27","92.79"	
"2002/03/28","93.12"	
"2002/03/29","92.74"	
"2002/03/30","92.74"	
"2002/03/31","92.74"	
"2002/04/01","92.74"	
"2002/04/02","92.74"	
"2002/04/03","92.65"	
"2002/04/04","92.62"	
"2002/04/05","92.22"	
"2002/04/06","92.22"	
"2002/04/07","92.22"	
"2002/04/08","92.22"	
"2002/04/09","91.92"	
"2002/04/10","91.83"	
"2002/04/11","91.67"	
"2002/04/12","91.57"	
"2002/04/13","92.04"	
"2002/04/14","92.04"	
"2002/04/15","92.04"	
"2002/04/16","92.86"	
"2002/04/17","94.17"	
"2002/04/18","94.54"	
"2002/04/19","94.56"	
