"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","167.54"	
"2007/01/02","169.67"	
"2007/01/03","169.89"	
"2007/01/04","168.3"	
"2007/01/05","167.85"	
"2007/01/06","167.85"	
"2007/01/07","167.85"	
"2007/01/08","167.53"	
"2007/01/09","167.16"	
"2007/01/10","165.11"	
"2007/01/11","165.13"	
"2007/01/12","166.79"	
"2007/01/13","166.79"	
"2007/01/14","166.79"	
"2007/01/15","168.98"	
"2007/01/16","168.81"	
"2007/01/17","169.02"	
"2007/01/18","169.59"	
"2007/01/19","169.79"	
"2007/01/20","169.79"	
"2007/01/21","169.79"	
"2007/01/22","170.87"	
"2007/01/23","170.93"	
"2007/01/24","171.66"	
"2007/01/25","170.47"	
"2007/01/26","168.67"	
"2007/01/27","168.67"	
"2007/01/28","168.67"	
"2007/01/29","168.7"	
"2007/01/30","169.72"	
"2007/01/31","168.92"	
"2007/02/01","170.56"	
"2007/02/02","171.4"	
"2007/02/03","171.4"	
"2007/02/04","171.4"	
"2007/02/05","170.97"	
"2007/02/06","172.12"	
"2007/02/07","172.69"	
"2007/02/08","172.64"	
"2007/02/09","172.75"	
"2007/02/10","172.75"	
"2007/02/11","172.75"	
"2007/02/12","172.02"	
"2007/02/13","171.06"	
"2007/02/14","172.45"	
"2007/02/15","173.86"	
"2007/02/16","174.06"	
"2007/02/17","174.06"	
"2007/02/18","174.06"	
"2007/02/19","174.06"	
"2007/02/20","174.06"	
"2007/02/21","174.23"	
"2007/02/22","174.72"	
"2007/02/23","174.73"	
"2007/02/24","174.73"	
"2007/02/25","174.73"	
"2007/02/26","174.81"	
"2007/02/27","171.02"	
"2007/02/28","168.45"	
"2007/03/01","166.48"	
"2007/03/02","166.38"	
"2007/03/03","166.38"	
"2007/03/04","166.38"	
"2007/03/05","161.56"	
"2007/03/06","164.21"	
"2007/03/07","164.66"	
"2007/03/08","166.87"	
"2007/03/09","167.08"	
"2007/03/10","167.08"	
"2007/03/11","167.08"	
"2007/03/12","168.45"	
"2007/03/13","167.28"	
"2007/03/14","164.43"	
"2007/03/15","165.74"	
"2007/03/16","165.55"	
"2007/03/17","165.55"	
"2007/03/18","165.55"	
"2007/03/19","167.3"	
"2007/03/20","168.11"	
"2007/03/21","169.45"	
"2007/03/22","171.06"	
"2007/03/23","171.22"	
"2007/03/24","171.22"	
"2007/03/25","171.22"	
"2007/03/26","171.41"	
"2007/03/27","171.02"	
"2007/03/28","170.02"	
"2007/03/29","170.98"	
"2007/03/30","171.05"	
"2007/03/31","171.05"	
"2007/04/01","171.05"	
"2007/04/02","171.06"	
"2007/04/03","172.62"	
"2007/04/04","174.27"	
"2007/04/05","174.27"	
"2007/04/06","174.27"	
"2007/04/07","174.27"	
"2007/04/08","174.27"	
"2007/04/09","174.27"	
"2007/04/10","175.56"	
"2007/04/11","175.67"	
"2007/04/12","175.55"	
"2007/04/13","175.65"	
"2007/04/14","175.65"	
"2007/04/15","175.65"	
"2007/04/16","177.61"	
"2007/04/17","177.55"	
"2007/04/18","177.84"	
"2007/04/19","175.88"	
