"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2006/01/01","136.05"	
"2006/01/02","136.05"	
"2006/01/03","137.35"	
"2006/01/04","139.56"	
"2006/01/05","140.07"	
"2006/01/06","141.08"	
"2006/01/07","141.08"	
"2006/01/08","141.08"	
"2006/01/09","141.89"	
"2006/01/10","141.21"	
"2006/01/11","141.57"	
"2006/01/12","142.09"	
"2006/01/13","142.26"	
"2006/01/14","142.26"	
"2006/01/15","142.26"	
"2006/01/16","142.62"	
"2006/01/17","140.72"	
"2006/01/18","138.94"	
"2006/01/19","140.64"	
"2006/01/20","139.78"	
"2006/01/21","139.78"	
"2006/01/22","139.78"	
"2006/01/23","138.89"	
"2006/01/24","140.12"	
"2006/01/25","140.59"	
"2006/01/26","141.12"	
"2006/01/27","142.67"	
"2006/01/28","142.67"	
"2006/01/29","142.67"	
"2006/01/30","142.67"	
"2006/01/31","142.67"	
"2006/02/01","143.15"	
"2006/02/02","142.52"	
"2006/02/03","141.32"	
"2006/02/04","141.32"	
"2006/02/05","141.32"	
"2006/02/06","142.04"	
"2006/02/07","141.83"	
"2006/02/08","140.65"	
"2006/02/09","141.27"	
"2006/02/10","140.87"	
"2006/02/11","140.87"	
"2006/02/12","140.87"	
"2006/02/13","139.85"	
"2006/02/14","140.8"	
"2006/02/15","140.64"	
"2006/02/16","140.84"	
"2006/02/17","140.59"	
"2006/02/18","140.59"	
"2006/02/19","140.59"	
"2006/02/20","140.73"	
"2006/02/21","141.3"	
"2006/02/22","141.53"	
"2006/02/23","142.39"	
"2006/02/24","142.89"	
"2006/02/25","142.89"	
"2006/02/26","142.89"	
"2006/02/27","143.58"	
"2006/02/28","142.91"	
"2006/03/01","143.16"	
"2006/03/02","143.28"	
"2006/03/03","142.89"	
"2006/03/04","142.89"	
"2006/03/05","142.89"	
"2006/03/06","142.88"	
"2006/03/07","141.09"	
"2006/03/08","140.05"	
"2006/03/09","140.77"	
"2006/03/10","141.06"	
"2006/03/11","141.06"	
"2006/03/12","141.06"	
"2006/03/13","142.44"	
"2006/03/14","142.79"	
"2006/03/15","143.84"	
"2006/03/16","144.08"	
"2006/03/17","144.99"	
"2006/03/18","144.99"	
"2006/03/19","144.99"	
"2006/03/20","145.71"	
"2006/03/21","145.31"	
"2006/03/22","144.64"	
"2006/03/23","144.65"	
"2006/03/24","144.86"	
"2006/03/25","144.86"	
"2006/03/26","144.86"	
"2006/03/27","145.65"	
"2006/03/28","145.65"	
"2006/03/29","145.52"	
"2006/03/30","146.74"	
"2006/03/31","146.63"	
"2006/04/01","146.63"	
"2006/04/02","146.63"	
"2006/04/03","148.04"	
"2006/04/04","148.61"	
"2006/04/05","148.61"	
"2006/04/06","150.5"	
"2006/04/07","149.98"	
"2006/04/08","149.98"	
"2006/04/09","149.98"	
"2006/04/10","149.67"	
"2006/04/11","149.07"	
"2006/04/12","148.24"	
"2006/04/13","148.57"	
"2006/04/14","148.57"	
"2006/04/15","148.57"	
"2006/04/16","148.57"	
"2006/04/17","148.57"	
"2006/04/18","150.29"	
"2006/04/19","151.78"	
