"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","150.9"	
"2012/01/02","150.9"	
"2012/01/03","153.54"	
"2012/01/04","153.3"	
"2012/01/05","152.88"	
"2012/01/06","151.64"	
"2012/01/07","151.64"	
"2012/01/08","151.64"	
"2012/01/09","152.44"	
"2012/01/10","154.2"	
"2012/01/11","154.51"	
"2012/01/12","154.54"	
"2012/01/13","154.83"	
"2012/01/14","154.83"	
"2012/01/15","154.83"	
"2012/01/16","153.9"	
"2012/01/17","156.82"	
"2012/01/18","157.43"	
"2012/01/19","159.04"	
"2012/01/20","159.64"	
"2012/01/21","159.64"	
"2012/01/22","159.64"	
"2012/01/23","159.64"	
"2012/01/24","159.64"	
"2012/01/25","159.64"	
"2012/01/26","161.4"	
"2012/01/27","161.56"	
"2012/01/28","161.56"	
"2012/01/29","161.56"	
"2012/01/30","159.98"	
"2012/01/31","160.89"	
"2012/02/01","161.68"	
"2012/02/02","163.35"	
"2012/02/03","164.26"	
"2012/02/04","164.26"	
"2012/02/05","164.26"	
"2012/02/06","164.05"	
"2012/02/07","164.19"	
"2012/02/08","165.86"	
"2012/02/09","166.29"	
"2012/02/10","164.55"	
"2012/02/11","164.55"	
"2012/02/12","164.55"	
"2012/02/13","165.26"	
"2012/02/14","165.21"	
"2012/02/15","166.92"	
"2012/02/16","166.38"	
"2012/02/17","167.78"	
"2012/02/18","167.78"	
"2012/02/19","167.78"	
"2012/02/20","168.26"	
"2012/02/21","168.14"	
"2012/02/22","168.35"	
"2012/02/23","167.74"	
"2012/02/24","168.3"	
"2012/02/25","168.3"	
"2012/02/26","168.3"	
"2012/02/27","167.38"	
"2012/02/28","168.88"	
"2012/02/29","169.39"	
"2012/03/01","168.39"	
"2012/03/02","168.83"	
"2012/03/03","168.83"	
"2012/03/04","168.83"	
"2012/03/05","167.34"	
"2012/03/06","164.13"	
"2012/03/07","163.72"	
"2012/03/08","166.03"	
"2012/03/09","166.86"	
"2012/03/10","166.86"	
"2012/03/11","166.86"	
"2012/03/12","166.4"	
"2012/03/13","168.2"	
"2012/03/14","168.33"	
"2012/03/15","168.55"	
"2012/03/16","168.64"	
"2012/03/17","168.64"	
"2012/03/18","168.64"	
"2012/03/19","168.55"	
"2012/03/20","167.31"	
"2012/03/21","166.45"	
"2012/03/22","166.2"	
"2012/03/23","165.7"	
"2012/03/24","165.7"	
"2012/03/25","165.7"	
"2012/03/26","166.49"	
"2012/03/27","168.16"	
"2012/03/28","167.28"	
"2012/03/29","165.92"	
"2012/03/30","166.47"	
"2012/03/31","166.47"	
"2012/04/01","166.47"	
"2012/04/02","167.18"	
"2012/04/03","168.07"	
"2012/04/04","168.07"	
"2012/04/05","165.75"	
"2012/04/06","165.75"	
"2012/04/07","165.75"	
"2012/04/08","165.75"	
"2012/04/09","165.75"	
"2012/04/10","163.07"	
"2012/04/11","162.8"	
"2012/04/12","164.44"	
"2012/04/13","165.14"	
"2012/04/14","165.14"	
"2012/04/15","165.14"	
"2012/04/16","164.38"	
"2012/04/17","164.96"	
"2012/04/18","165.77"	
