"基金名稱","增長組合"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","201.28"	
"2008/01/02","200.04"	
"2008/01/03","198.64"	
"2008/01/04","197.92"	
"2008/01/05","197.92"	
"2008/01/06","197.92"	
"2008/01/07","196.74"	
"2008/01/08","196.01"	
"2008/01/09","197.4"	
"2008/01/10","195.89"	
"2008/01/11","194.18"	
"2008/01/12","194.18"	
"2008/01/13","194.18"	
"2008/01/14","193.32"	
"2008/01/15","190.04"	
"2008/01/16","184.41"	
"2008/01/17","184.94"	
"2008/01/18","184.6"	
"2008/01/19","184.6"	
"2008/01/20","184.6"	
"2008/01/21","177.42"	
"2008/01/22","171.99"	
"2008/01/23","176.79"	
"2008/01/24","178.95"	
"2008/01/25","183.48"	
"2008/01/26","183.48"	
"2008/01/27","183.48"	
"2008/01/28","179.95"	
"2008/01/29","181.88"	
"2008/01/30","179.53"	
"2008/01/31","180.86"	
"2008/02/01","183.16"	
"2008/02/02","183.16"	
"2008/02/03","183.16"	
"2008/02/04","185.91"	
"2008/02/05","182.7"	
"2008/02/06","179.28"	
"2008/02/07","179.28"	
"2008/02/08","179.28"	
"2008/02/09","179.28"	
"2008/02/10","179.28"	
"2008/02/11","175.9"	
"2008/02/12","177.82"	
"2008/02/13","178.64"	
"2008/02/14","181.52"	
"2008/02/15","181.86"	
"2008/02/16","181.86"	
"2008/02/17","181.86"	
"2008/02/18","181.44"	
"2008/02/19","182.7"	
"2008/02/20","180.26"	
"2008/02/21","180.85"	
"2008/02/22","180.02"	
"2008/02/23","180.02"	
"2008/02/24","180.02"	
"2008/02/25","181.31"	
"2008/02/26","182.8"	
"2008/02/27","185.56"	
"2008/02/28","185.44"	
"2008/02/29","182.74"	
"2008/03/01","182.74"	
"2008/03/02","182.74"	
"2008/03/03","180.18"	
"2008/03/04","178.46"	
"2008/03/05","178.68"	
"2008/03/06","178.66"	
"2008/03/07","176.01"	
"2008/03/08","176.01"	
"2008/03/09","176.01"	
"2008/03/10","173.46"	
"2008/03/11","176.43"	
"2008/03/12","177.58"	
"2008/03/13","174.26"	
"2008/03/14","172.15"	
"2008/03/15","172.15"	
"2008/03/16","172.15"	
"2008/03/17","167.84"	
"2008/03/18","170.74"	
"2008/03/19","170.5"	
"2008/03/20","169.49"	
"2008/03/21","169.49"	
"2008/03/22","169.49"	
"2008/03/23","169.49"	
"2008/03/24","169.49"	
"2008/03/25","175.26"	
"2008/03/26","176.14"	
"2008/03/27","176.41"	
"2008/03/28","177.91"	
"2008/03/29","177.91"	
"2008/03/30","177.91"	
"2008/03/31","176.73"	
"2008/04/01","179.25"	
"2008/04/02","181.2"	
"2008/04/03","182.19"	
"2008/04/04","182.19"	
"2008/04/05","182.19"	
"2008/04/06","182.19"	
"2008/04/07","183.97"	
"2008/04/08","182.52"	
"2008/04/09","180.91"	
"2008/04/10","181.87"	
"2008/04/11","182.05"	
"2008/04/12","182.05"	
"2008/04/13","182.05"	
"2008/04/14","179.66"	
"2008/04/15","180.07"	
"2008/04/16","182.22"	
"2008/04/17","182.87"	
"2008/04/18","183.43"	
