"基金名稱","日本股票基金"	
"2020/03/22","139.28"	
"2020/03/23","137.74"	
"2020/03/24","145.2"	
"2020/03/25","148.51"	
"2020/03/26","153.29"	
"2020/03/27","156.84"	
"2020/03/28","156.84"	
"2020/03/29","156.84"	
"2020/03/30","154.92"	
"2020/03/31","152.32"	
"2020/04/01","148.46"	
"2020/04/02","145.99"	
"2020/04/03","145.48"	
"2020/04/04","145.48"	
"2020/04/05","145.48"	
"2020/04/06","150.31"	
"2020/04/07","153.64"	
"2020/04/08","157.0"	
"2020/04/09","156.35"	
"2020/04/10","156.35"	
"2020/04/11","156.35"	
"2020/04/12","156.35"	
"2020/04/13","156.35"	
"2020/04/14","160.75"	
"2020/04/15","161.14"	
"2020/04/16","159.66"	
"2020/04/17","162.07"	
"2020/04/18","162.07"	
"2020/04/19","162.07"	
"2020/04/20","160.44"	
"2020/04/21","158.5"	
"2020/04/22","157.79"	
"2020/04/23","159.0"	
"2020/04/24","159.15"	
"2020/04/25","159.15"	
"2020/04/26","159.15"	
"2020/04/27","162.14"	
"2020/04/28","162.75"	
"2020/04/29","162.75"	
"2020/04/30","162.75"	
"2020/05/01","162.75"	
"2020/05/02","162.75"	
"2020/05/03","162.75"	
"2020/05/04","162.75"	
"2020/05/05","162.76"	
"2020/05/06","162.73"	
"2020/05/07","162.21"	
"2020/05/08","164.72"	
"2020/05/09","164.72"	
"2020/05/10","164.72"	
"2020/05/11","164.8"	
"2020/05/12","165.25"	
"2020/05/13","165.39"	
"2020/05/14","162.86"	
"2020/05/15","163.31"	
"2020/05/16","163.31"	
"2020/05/17","163.31"	
"2020/05/18","163.75"	
"2020/05/19","165.47"	
"2020/05/20","167.57"	
"2020/05/21","166.71"	
"2020/05/22","166.22"	
"2020/05/23","166.22"	
"2020/05/24","166.22"	
"2020/05/25","168.17"	
"2020/05/26","171.74"	
"2020/05/27","172.33"	
"2020/05/28","175.67"	
"2020/05/29","174.91"	
"2020/05/30","174.91"	
"2020/05/31","174.91"	
"2020/06/01","176.05"	
"2020/06/02","176.22"	
"2020/06/03","177.27"	
"2020/06/04","177.81"	
"2020/06/05","177.04"	
"2020/06/06","177.04"	
"2020/06/07","177.04"	
"2020/06/08","179.88"	
"2020/06/09","181.3"	
"2020/06/10","182.46"	
"2020/06/11","174.93"	
"2020/06/12","177.6"	
"2020/06/13","177.6"	
"2020/06/14","177.6"	
"2020/06/15","172.75"	
"2020/06/16","178.91"	
"2020/06/17","178.98"	
"2020/06/18","179.46"	
"2020/06/19","179.45"	
"2020/06/20","179.45"	
"2020/06/21","179.45"	
"2020/06/22","179.28"	
"2020/06/23","180.79"	
"2020/06/24","179.41"	
"2020/06/25","179.41"	
"2020/06/26","178.78"	
"2020/06/27","178.78"	
"2020/06/28","178.78"	
"2020/06/29","175.49"	
"2020/06/30","176.44"	
"2020/07/01","176.44"	
"2020/07/02","175.63"	
"2020/07/03","177.78"	
"2020/07/04","177.78"	
"2020/07/05","177.78"	
"2020/07/06","180.23"	
"2020/07/07","180.42"	
"2020/07/08","178.95"	
"2020/07/09","180.0"	
"2020/07/10","178.71"	
"2020/07/11","178.71"	
"2020/07/12","178.71"	
"2020/07/13","181.19"	
"2020/07/14","180.33"	
"2020/07/15","183.9"	
"2020/07/16","181.56"	
"2020/07/17","181.06"	
"2020/07/18","181.06"	
"2020/07/19","181.06"	
"2020/07/20","181.64"	
"2020/07/21","183.51"	
"2020/07/22","182.1"	
"2020/07/23","182.09"	
"2020/07/24","182.09"	
"2020/07/25","182.09"	
"2020/07/26","182.09"	
"2020/07/27","185.74"	
"2020/07/28","185.21"	
"2020/07/29","182.83"	
"2020/07/30","182.36"	
"2020/07/31","176.57"	
"2020/08/01","176.57"	
"2020/08/02","176.57"	
"2020/08/03","178.44"	
"2020/08/04","181.32"	
"2020/08/05","182.44"	
"2020/08/06","182.63"	
"2020/08/07","181.62"	
"2020/08/08","181.62"	
"2020/08/09","181.62"	
"2020/08/10","181.59"	
"2020/08/11","184.13"	
"2020/08/12","185.28"	
"2020/08/13","187.44"	
"2020/08/14","188.28"	
"2020/08/15","188.28"	
"2020/08/16","188.28"	
"2020/08/17","187.39"	
"2020/08/18","188.84"	
"2020/08/19","188.53"	
"2020/08/20","186.37"	
"2020/08/21","186.81"	
"2020/08/22","186.81"	
"2020/08/23","186.81"	
"2020/08/24","187.39"	
"2020/08/25","187.83"	
"2020/08/26","188.38"	
"2020/08/27","187.22"	
"2020/08/28","187.67"	
"2020/08/29","187.67"	
"2020/08/30","187.67"	
"2020/08/31","187.71"	
"2020/09/01","188.11"	
"2020/09/02","189.3"	
"2020/09/03","190.58"	
"2020/09/04","188.58"	
"2020/09/05","188.58"	
"2020/09/06","188.58"	
"2020/09/07","187.32"	
"2020/09/08","189.47"	
"2020/09/09","187.49"	
"2020/09/10","189.69"	
"2020/09/11","190.88"	
"2020/09/12","190.88"	
"2020/09/13","190.88"	
"2020/09/14","193.76"	
"2020/09/15","193.1"	
"2020/09/16","194.64"	
"2020/09/17","194.23"	
"2020/09/18","195.61"	
"2020/09/19","195.61"	
"2020/09/20","195.61"	
"2020/09/21","195.58"	
"2020/09/22","195.6"	
"2020/09/23","194.16"	
"2020/09/24","191.99"	
"2020/09/25","192.58"	
"2020/09/26","192.58"	
"2020/09/27","192.58"	
"2020/09/28","195.31"	
"2020/09/29","196.55"	
"2020/09/30","192.77"	
"2020/10/01","192.77"	
"2020/10/02","192.77"	
"2020/10/03","192.77"	
"2020/10/04","192.77"	
"2020/10/05","193.88"	
"2020/10/06","195.23"	
"2020/10/07","195.37"	
"2020/10/08","196.98"	
"2020/10/09","197.47"	
"2020/10/10","197.47"	
"2020/10/11","197.47"	
"2020/10/12","197.85"	
"2020/10/13","197.85"	
"2020/10/14","198.78"	
"2020/10/15","197.27"	
"2020/10/16","195.66"	
"2020/10/17","195.66"	
"2020/10/18","195.66"	
"2020/10/19","197.74"	
"2020/10/20","196.78"	
"2020/10/21","200.46"	
"2020/10/22","198.1"	
