"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2006/01/01","190.66"	
"2006/01/02","190.66"	
"2006/01/03","190.62"	
"2006/01/04","196.07"	
"2006/01/05","197.91"	
"2006/01/06","199.83"	
"2006/01/07","199.83"	
"2006/01/08","199.83"	
"2006/01/09","199.79"	
"2006/01/10","196.81"	
"2006/01/11","198.58"	
"2006/01/12","201.22"	
"2006/01/13","201.0"	
"2006/01/14","201.0"	
"2006/01/15","201.0"	
"2006/01/16","199.55"	
"2006/01/17","192.49"	
"2006/01/18","184.43"	
"2006/01/19","190.73"	
"2006/01/20","189.63"	
"2006/01/21","189.63"	
"2006/01/22","189.63"	
"2006/01/23","185.57"	
"2006/01/24","189.2"	
"2006/01/25","188.89"	
"2006/01/26","192.25"	
"2006/01/27","196.44"	
"2006/01/28","196.44"	
"2006/01/29","196.44"	
"2006/01/30","196.44"	
"2006/01/31","196.44"	
"2006/02/01","195.65"	
"2006/02/02","196.85"	
"2006/02/03","195.7"	
"2006/02/04","195.7"	
"2006/02/05","195.7"	
"2006/02/06","197.13"	
"2006/02/07","198.65"	
"2006/02/08","192.96"	
"2006/02/09","193.8"	
"2006/02/10","192.04"	
"2006/02/11","192.04"	
"2006/02/12","192.04"	
"2006/02/13","186.42"	
"2006/02/14","189.06"	
"2006/02/15","188.54"	
"2006/02/16","187.37"	
"2006/02/17","183.39"	
"2006/02/18","183.39"	
"2006/02/19","183.39"	
"2006/02/20","179.57"	
"2006/02/21","184.99"	
"2006/02/22","185.38"	
"2006/02/23","190.53"	
"2006/02/24","193.07"	
"2006/02/25","193.07"	
"2006/02/26","193.07"	
"2006/02/27","194.92"	
"2006/02/28","195.29"	
"2006/03/01","192.07"	
"2006/03/02","190.33"	
"2006/03/03","187.55"	
"2006/03/04","187.55"	
"2006/03/05","187.55"	
"2006/03/06","188.59"	
"2006/03/07","187.17"	
"2006/03/08","185.65"	
"2006/03/09","190.02"	
"2006/03/10","189.49"	
"2006/03/11","189.49"	
"2006/03/12","189.49"	
"2006/03/13","192.86"	
"2006/03/14","194.81"	
"2006/03/15","194.25"	
"2006/03/16","191.83"	
"2006/03/17","195.63"	
"2006/03/18","195.63"	
"2006/03/19","195.63"	
"2006/03/20","198.13"	
"2006/03/21","198.13"	
"2006/03/22","197.67"	
