"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2004/01/01","123.82"	
"2004/01/02","123.82"	
"2004/01/03","123.82"	
"2004/01/04","123.82"	
"2004/01/05","126.52"	
"2004/01/06","126.08"	
"2004/01/07","125.79"	
"2004/01/08","126.75"	
"2004/01/09","127.93"	
"2004/01/10","127.93"	
"2004/01/11","127.93"	
"2004/01/12","127.93"	
"2004/01/13","127.19"	
"2004/01/14","127.84"	
"2004/01/15","126.57"	
"2004/01/16","127.21"	
"2004/01/17","127.21"	
"2004/01/18","127.21"	
"2004/01/19","128.33"	
"2004/01/20","128.96"	
"2004/01/21","129.43"	
"2004/01/22","129.43"	
"2004/01/23","129.43"	
"2004/01/24","129.43"	
"2004/01/25","129.43"	
"2004/01/26","129.86"	
"2004/01/27","130.13"	
"2004/01/28","129.53"	
"2004/01/29","127.99"	
"2004/01/30","128.6"	
"2004/01/31","128.6"	
"2004/02/01","128.6"	
"2004/02/02","128.37"	
"2004/02/03","127.71"	
"2004/02/04","125.2"	
"2004/02/05","125.03"	
"2004/02/06","125.29"	
"2004/02/07","125.29"	
"2004/02/08","125.29"	
"2004/02/09","124.53"	
"2004/02/10","124.64"	
"2004/02/11","124.62"	
"2004/02/12","124.88"	
"2004/02/13","125.76"	
"2004/02/14","125.76"	
"2004/02/15","125.76"	
"2004/02/16","126.54"	
"2004/02/17","127.39"	
"2004/02/18","126.53"	
"2004/02/19","126.32"	
"2004/02/20","124.58"	
"2004/02/21","124.58"	
"2004/02/22","124.58"	
"2004/02/23","126.45"	
"2004/02/24","124.83"	
"2004/02/25","123.56"	
"2004/02/26","124.03"	
"2004/02/27","126.76"	
"2004/02/28","126.76"	
"2004/02/29","126.76"	
"2004/03/01","129.84"	
"2004/03/02","129.27"	
"2004/03/03","129.46"	
"2004/03/04","129.08"	
"2004/03/05","129.54"	
"2004/03/06","129.54"	
"2004/03/07","129.54"	
"2004/03/08","129.22"	
"2004/03/09","130.64"	
"2004/03/10","129.93"	
"2004/03/11","129.29"	
"2004/03/12","128.02"	
"2004/03/13","128.02"	
"2004/03/14","128.02"	
"2004/03/15","130.42"	
"2004/03/16","132.05"	
"2004/03/17","134.98"	
"2004/03/18","136.77"	
"2004/03/19","136.03"	
"2004/03/20","136.03"	
"2004/03/21","136.03"	
