"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2013/01/01","113.8"	
"2013/01/02","113.79"	
"2013/01/03","113.78"	
"2013/01/04","115.11"	
"2013/01/05","115.11"	
"2013/01/06","115.11"	
"2013/01/07","114.66"	
"2013/01/08","113.92"	
"2013/01/09","113.92"	
"2013/01/10","114.53"	
"2013/01/11","114.22"	
"2013/01/12","114.22"	
"2013/01/13","114.22"	
"2013/01/14","114.21"	
"2013/01/15","115.56"	
"2013/01/16","113.19"	
"2013/01/17","115.01"	
"2013/01/18","114.12"	
"2013/01/19","114.12"	
"2013/01/20","114.12"	
"2013/01/21","113.24"	
"2013/01/22","114.55"	
"2013/01/23","112.98"	
"2013/01/24","112.61"	
"2013/01/25","113.54"	
"2013/01/26","113.54"	
"2013/01/27","113.54"	
"2013/01/28","113.48"	
"2013/01/29","114.27"	
"2013/01/30","115.8"	
"2013/01/31","116.78"	
"2013/02/01","115.35"	
"2013/02/02","115.35"	
"2013/02/03","115.35"	
"2013/02/04","116.92"	
"2013/02/05","113.99"	
"2013/02/06","117.22"	
"2013/02/07","117.61"	
"2013/02/08","116.62"	
"2013/02/09","116.62"	
"2013/02/10","116.62"	
"2013/02/11","116.62"	
"2013/02/12","116.62"	
"2013/02/13","116.62"	
"2013/02/14","115.83"	
"2013/02/15","113.1"	
"2013/02/16","113.1"	
"2013/02/17","113.1"	
"2013/02/18","115.3"	
"2013/02/19","115.79"	
"2013/02/20","116.46"	
"2013/02/21","115.9"	
"2013/02/22","115.28"	
"2013/02/23","115.28"	
"2013/02/24","115.28"	
"2013/02/25","112.02"	
"2013/02/26","117.7"	
"2013/02/27","116.19"	
"2013/02/28","118.2"	
"2013/03/01","118.23"	
"2013/03/02","118.23"	
"2013/03/03","118.23"	
"2013/03/04","119.86"	
"2013/03/05","119.11"	
"2013/03/06","120.83"	
"2013/03/07","119.59"	
"2013/03/08","119.83"	
"2013/03/09","119.83"	
"2013/03/10","119.83"	
"2013/03/11","122.35"	
"2013/03/12","121.67"	
"2013/03/13","121.42"	
"2013/03/14","122.78"	
"2013/03/15","125.26"	
"2013/03/16","125.26"	
"2013/03/17","125.26"	
"2013/03/18","122.74"	
"2013/03/19","124.52"	
"2013/03/20","124.52"	
"2013/03/21","125.39"	
"2013/03/22","123.59"	
