"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","119.38"	
"2011/01/02","119.38"	
"2011/01/03","119.36"	
"2011/01/04","120.57"	
"2011/01/05","118.62"	
"2011/01/06","120.42"	
"2011/01/07","121.14"	
"2011/01/08","121.14"	
"2011/01/09","121.14"	
"2011/01/10","121.12"	
"2011/01/11","120.42"	
"2011/01/12","121.24"	
"2011/01/13","123.14"	
"2011/01/14","122.14"	
"2011/01/15","122.14"	
"2011/01/16","122.14"	
"2011/01/17","122.13"	
"2011/01/18","122.39"	
"2011/01/19","124.14"	
"2011/01/20","121.57"	
"2011/01/21","119.76"	
"2011/01/22","119.76"	
"2011/01/23","119.76"	
"2011/01/24","120.9"	
"2011/01/25","122.62"	
"2011/01/26","121.91"	
"2011/01/27","122.0"	
"2011/01/28","121.53"	
"2011/01/29","121.53"	
"2011/01/30","121.53"	
"2011/01/31","120.73"	
"2011/02/01","121.79"	
"2011/02/02","123.89"	
"2011/02/03","123.89"	
"2011/02/04","123.89"	
"2011/02/05","123.89"	
"2011/02/06","123.89"	
"2011/02/07","124.09"	
"2011/02/08","125.52"	
"2011/02/09","124.52"	
"2011/02/10","124.01"	
"2011/02/11","124.05"	
"2011/02/12","124.05"	
"2011/02/13","124.05"	
"2011/02/14","125.54"	
"2011/02/15","125.48"	
"2011/02/16","126.1"	
"2011/02/17","128.0"	
"2011/02/18","127.78"	
"2011/02/19","127.78"	
"2011/02/20","127.78"	
"2011/02/21","128.27"	
"2011/02/22","126.24"	
"2011/02/23","125.24"	
"2011/02/24","124.92"	
"2011/02/25","126.13"	
"2011/02/26","126.13"	
"2011/02/27","126.13"	
"2011/02/28","126.98"	
"2011/03/01","128.72"	
"2011/03/02","126.58"	
"2011/03/03","126.14"	
"2011/03/04","127.18"	
"2011/03/05","127.18"	
"2011/03/06","127.18"	
"2011/03/07","125.72"	
"2011/03/08","124.2"	
"2011/03/09","125.01"	
"2011/03/10","122.6"	
"2011/03/11","114.94"	
"2011/03/12","114.94"	
"2011/03/13","114.94"	
"2011/03/14","107.74"	
"2011/03/15","111.07"	
"2011/03/16","109.77"	
"2011/03/17","114.82"	
"2011/03/18","113.64"	
"2011/03/19","113.64"	
"2011/03/20","113.64"	
"2011/03/21","113.59"	
"2011/03/22","118.37"	
