"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","161.27"	
"2008/01/02","161.37"	
"2008/01/03","161.4"	
"2008/01/04","161.67"	
"2008/01/05","161.67"	
"2008/01/06","161.67"	
"2008/01/07","158.0"	
"2008/01/08","157.87"	
"2008/01/09","160.37"	
"2008/01/10","157.93"	
"2008/01/11","155.92"	
"2008/01/12","155.92"	
"2008/01/13","155.92"	
"2008/01/14","155.93"	
"2008/01/15","155.46"	
"2008/01/16","149.37"	
"2008/01/17","151.69"	
"2008/01/18","153.07"	
"2008/01/19","153.07"	
"2008/01/20","153.07"	
"2008/01/21","146.62"	
"2008/01/22","139.55"	
"2008/01/23","144.38"	
"2008/01/24","147.12"	
"2008/01/25","152.43"	
"2008/01/26","152.43"	
"2008/01/27","152.43"	
"2008/01/28","146.36"	
"2008/01/29","149.6"	
"2008/01/30","147.54"	
"2008/01/31","151.79"	
"2008/02/01","150.72"	
"2008/02/02","150.72"	
"2008/02/03","150.72"	
"2008/02/04","153.06"	
"2008/02/05","147.93"	
"2008/02/06","146.5"	
"2008/02/07","146.5"	
"2008/02/08","146.5"	
"2008/02/09","146.5"	
"2008/02/10","146.5"	
"2008/02/11","146.47"	
"2008/02/12","144.83"	
"2008/02/13","143.6"	
"2008/02/14","148.54"	
"2008/02/15","149.49"	
"2008/02/16","149.49"	
"2008/02/17","149.49"	
"2008/02/18","148.38"	
"2008/02/19","150.52"	
"2008/02/20","145.0"	
"2008/02/21","149.24"	
"2008/02/22","148.72"	
"2008/02/23","148.72"	
"2008/02/24","148.72"	
"2008/02/25","150.14"	
"2008/02/26","150.0"	
"2008/02/27","153.73"	
"2008/02/28","153.36"	
"2008/02/29","152.75"	
"2008/03/01","152.75"	
"2008/03/02","152.75"	
"2008/03/03","147.3"	
"2008/03/04","147.52"	
"2008/03/05","145.99"	
"2008/03/06","150.48"	
"2008/03/07","145.94"	
"2008/03/08","145.94"	
"2008/03/09","145.94"	
"2008/03/10","143.7"	
"2008/03/11","143.71"	
"2008/03/12","146.82"	
"2008/03/13","145.12"	
"2008/03/14","142.85"	
"2008/03/15","142.85"	
"2008/03/16","142.85"	
"2008/03/17","142.01"	
"2008/03/18","141.53"	
"2008/03/19","143.56"	
"2008/03/20","143.59"	
"2008/03/21","143.59"	
