"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","151.37"	
"2014/01/02","151.36"	
"2014/01/03","151.35"	
"2014/01/04","151.35"	
"2014/01/05","151.35"	
"2014/01/06","150.97"	
"2014/01/07","149.74"	
"2014/01/08","151.62"	
"2014/01/09","150.58"	
"2014/01/10","151.97"	
"2014/01/11","151.97"	
"2014/01/12","151.97"	
"2014/01/13","151.95"	
"2014/01/14","149.24"	
"2014/01/15","150.43"	
"2014/01/16","149.83"	
"2014/01/17","150.01"	
"2014/01/18","150.01"	
"2014/01/19","150.01"	
"2014/01/20","150.13"	
"2014/01/21","150.25"	
"2014/01/22","151.46"	
"2014/01/23","150.74"	
"2014/01/24","147.09"	
"2014/01/25","147.09"	
"2014/01/26","147.09"	
"2014/01/27","146.15"	
"2014/01/28","144.96"	
"2014/01/29","146.87"	
"2014/01/30","144.88"	
"2014/01/31","144.88"	
"2014/02/01","144.88"	
"2014/02/02","144.88"	
"2014/02/03","144.88"	
"2014/02/04","134.76"	
"2014/02/05","137.54"	
"2014/02/06","137.26"	
"2014/02/07","138.77"	
"2014/02/08","138.77"	
"2014/02/09","138.77"	
"2014/02/10","141.59"	
"2014/02/11","141.58"	
"2014/02/12","142.41"	
"2014/02/13","139.75"	
"2014/02/14","137.8"	
"2014/02/15","137.8"	
"2014/02/16","137.8"	
"2014/02/17","137.95"	
"2014/02/18","141.65"	
"2014/02/19","140.8"	
"2014/02/20","137.38"	
"2014/02/21","140.32"	
"2014/02/22","140.32"	
"2014/02/23","140.32"	
"2014/02/24","140.79"	
"2014/02/25","143.41"	
"2014/02/26","141.53"	
"2014/02/27","140.54"	
"2014/02/28","139.91"	
"2014/03/01","139.91"	
"2014/03/02","139.91"	
"2014/03/03","138.17"	
"2014/03/04","138.05"	
"2014/03/05","139.03"	
"2014/03/06","139.98"	
"2014/03/07","140.58"	
"2014/03/08","140.58"	
"2014/03/09","140.58"	
"2014/03/10","139.77"	
"2014/03/11","140.32"	
"2014/03/12","137.72"	
"2014/03/13","135.24"	
"2014/03/14","134.21"	
"2014/03/15","134.21"	
"2014/03/16","134.21"	
"2014/03/17","132.36"	
"2014/03/18","134.54"	
"2014/03/19","133.73"	
"2014/03/20","130.01"	
"2014/03/21","130.0"	
"2014/03/22","130.0"	
