"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2010/01/01","104.9"	
"2010/01/02","104.9"	
"2010/01/03","104.9"	
"2010/01/04","106.23"	
"2010/01/05","107.95"	
"2010/01/06","108.14"	
"2010/01/07","107.53"	
"2010/01/08","108.79"	
"2010/01/09","108.79"	
"2010/01/10","108.79"	
"2010/01/11","108.76"	
"2010/01/12","113.17"	
"2010/01/13","111.38"	
"2010/01/14","113.83"	
"2010/01/15","115.38"	
"2010/01/16","115.38"	
"2010/01/17","115.38"	
"2010/01/18","114.19"	
"2010/01/19","112.54"	
"2010/01/20","111.69"	
"2010/01/21","110.77"	
"2010/01/22","112.72"	
"2010/01/23","112.72"	
"2010/01/24","112.72"	
"2010/01/25","111.91"	
"2010/01/26","110.3"	
"2010/01/27","109.18"	
"2010/01/28","109.66"	
"2010/01/29","107.11"	
"2010/01/30","107.11"	
"2010/01/31","107.11"	
"2010/02/01","106.68"	
"2010/02/02","109.16"	
"2010/02/03","108.41"	
"2010/02/04","105.1"	
"2010/02/05","107.01"	
"2010/02/06","107.01"	
"2010/02/07","107.01"	
"2010/02/08","105.97"	
"2010/02/09","105.88"	
"2010/02/10","105.68"	
"2010/02/11","105.68"	
"2010/02/12","106.67"	
"2010/02/13","106.67"	
"2010/02/14","106.67"	
"2010/02/15","106.67"	
"2010/02/16","106.67"	
"2010/02/17","107.37"	
"2010/02/18","107.29"	
"2010/02/19","104.23"	
"2010/02/20","104.23"	
"2010/02/21","104.23"	
"2010/02/22","107.59"	
"2010/02/23","108.37"	
"2010/02/24","107.25"	
"2010/02/25","107.6"	
"2010/02/26","107.99"	
"2010/02/27","107.99"	
"2010/02/28","107.99"	
"2010/03/01","107.89"	
"2010/03/02","108.78"	
"2010/03/03","109.69"	
"2010/03/04","108.16"	
"2010/03/05","108.0"	
"2010/03/06","108.0"	
"2010/03/07","108.0"	
"2010/03/08","110.38"	
"2010/03/09","110.65"	
"2010/03/10","109.15"	
"2010/03/11","110.15"	
"2010/03/12","110.66"	
"2010/03/13","110.66"	
"2010/03/14","110.66"	
"2010/03/15","111.25"	
"2010/03/16","111.14"	
"2010/03/17","112.46"	
"2010/03/18","111.47"	
"2010/03/19","112.29"	
"2010/03/20","112.29"	
"2010/03/21","112.29"	
"2010/03/22","112.3"	
