"基金名稱","日本股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2009/01/01","107.13"	
"2009/01/02","107.15"	
"2009/01/03","107.15"	
"2009/01/04","107.15"	
"2009/01/05","105.07"	
"2009/01/06","102.55"	
"2009/01/07","100.91"	
"2009/01/08","102.96"	
"2009/01/09","104.13"	
"2009/01/10","104.13"	
"2009/01/11","104.13"	
"2009/01/12","104.11"	
"2009/01/13","100.9"	
"2009/01/14","98.67"	
"2009/01/15","98.05"	
"2009/01/16","98.94"	
"2009/01/17","98.94"	
"2009/01/18","98.94"	
"2009/01/19","98.92"	
"2009/01/20","94.9"	
"2009/01/21","98.8"	
"2009/01/22","99.62"	
"2009/01/23","96.68"	
"2009/01/24","96.68"	
"2009/01/25","96.68"	
"2009/01/26","96.68"	
"2009/01/27","96.68"	
"2009/01/28","96.68"	
"2009/01/29","97.77"	
"2009/01/30","97.63"	
"2009/01/31","97.63"	
"2009/02/01","97.63"	
"2009/02/02","95.44"	
"2009/02/03","95.35"	
"2009/02/04","96.23"	
"2009/02/05","96.09"	
"2009/02/06","95.88"	
"2009/02/07","95.88"	
"2009/02/08","95.88"	
"2009/02/09","92.0"	
"2009/02/10","90.57"	
"2009/02/11","90.55"	
"2009/02/12","91.08"	
"2009/02/13","91.1"	
"2009/02/14","91.1"	
"2009/02/15","91.1"	
"2009/02/16","91.61"	
"2009/02/17","89.66"	
"2009/02/18","87.41"	
"2009/02/19","86.86"	
"2009/02/20","85.22"	
"2009/02/21","85.22"	
"2009/02/22","85.22"	
"2009/02/23","82.49"	
"2009/02/24","83.85"	
"2009/02/25","83.0"	
"2009/02/26","81.64"	
"2009/02/27","83.72"	
"2009/02/28","83.72"	
"2009/03/01","83.72"	
"2009/03/02","79.73"	
"2009/03/03","79.53"	
"2009/03/04","78.78"	
"2009/03/05","78.04"	
"2009/03/06","78.14"	
"2009/03/07","78.14"	
"2009/03/08","78.14"	
"2009/03/09","76.12"	
"2009/03/10","78.76"	
"2009/03/11","78.36"	
"2009/03/12","78.28"	
"2009/03/13","78.13"	
"2009/03/14","78.13"	
"2009/03/15","78.13"	
"2009/03/16","79.25"	
"2009/03/17","80.73"	
"2009/03/18","81.14"	
"2009/03/19","84.82"	
"2009/03/20","84.84"	
"2009/03/21","84.84"	
"2009/03/22","84.84"	
