Date, Open, High, Low, Close
08/23/16,22927.47,22998.93,22854.35,22998.93
08/22/16,22941.53,23005.16,22792.42,22997.91
08/19/16,23153.74,23153.74,22875.56,22937.22
08/18/16,23046.69,23193.9,22976.11,23023.16
08/17/16,22995.51,23029.48,22775.87,22799.78
08/16/16,23008.09,23084.52,22841.66,22910.84
08/15/16,22765.23,22975.74,22765.23,22932.51
8/12/2016,22788.88,22816.75,22704.05,22766.91
8/11/2016,22412.31,22689.94,22359.92,22580.55
8/10/2016,22511.1,22618.04,22399.29,22492.43
8/9/2016,22464.1,22496.75,22402.91,22465.61
8/8/2016,22324.18,22503.28,22260.07,22494.76
8/5/2016,21961.05,22193.29,21961.05,22146.09
8/4/2016,21873.36,21922.42,21788.31,21832.23
8/3/2016,21743.32,21822.22,21725.38,21739.12
8/1/2016,22027.65,22260.95,22027.65,22129.14
07/29/16,22055.95,22152.75,21830.46,21891.37
07/28/16,22134.12,22214.72,22053.51,22174.34
07/27/16,22193.31,22277.24,21997.88,22218.99
07/26/16,21890.89,22300.51,21890.89,22129.73
07/25/16,22071.77,22071.77,21878.88,21993.44
07/22/16,21913.04,21972.87,21832.43,21964.27
07/21/16,21971.97,22118.22,21913.16,22000.49
07/20/16,21646.39,21895.23,21632.51,21882.48
07/19/16,21734.34,21767.88,21612.6,21673.2
07/18/16,21656.88,21822,21616.16,21803.18
07/15/16,21589.08,21739.21,21515.35,21659.25
07/14/16,21297.54,21581.42,21242.93,21561.06
07/13/16,21356.64,21441.23,21279.77,21322.37
7/12/2016,21046.94,21252.64,20957.26,21224.74
7/11/2016,20951.17,20972.85,20840,20880.5
7/8/2016,20622.83,20645.59,20468.53,20564.17
7/7/2016,20606.68,20731.12,20576.74,20706.92
7/6/2016,20475.4,20560.06,20304.39,20495.29
7/5/2016,20919.52,20945.98,20737.16,20750.72
7/4/2016,20967.47,21166.02,20840.64,21059.2
06/30/16,20736.85,20828.03,20614.65,20794.37
06/29/16,20217.07,20456.58,20217.07,20436.12
06/28/16,19898.75,20196.2,19898.75,20172.46
06/27/16,19982.66,20329.16,19969.47,20227.3
06/24/16,20483.51,21034.18,19662.7,20259.13
06/23/16,20862.59,20889.05,20753.94,20868.34
06/22/16,20553.94,20841.51,20515.25,20795.12
06/21/16,20522.36,20681.79,20516.73,20668.44
06/20/16,20425.06,20551.02,20288.49,20510.2
06/17/16,20244.23,20282.04,20090.8,20169.98
06/16/16,20284.91,20297.4,19964.37,20038.42
06/15/16,20161.01,20553.58,20161.01,20467.52
06/14/16,20476.75,20537.92,20358.94,20387.53
06/13/16,20647.51,20664.59,20430.81,20512.99
6/10/2016,21240.08,21270.62,21017.98,21042.64
6/8/2016,21294.27,21352.37,21179.95,21297.88
6/7/2016,21218.96,21351.33,21153.68,21328.24
6/6/2016,20971.13,21039.87,20840.95,21030.22
6/3/2016,20956.08,21049.2,20887.79,20947.24
6/2/2016,20769.81,20878.21,20680.65,20859.22
6/1/2016,20726.53,20898.45,20713.29,20760.98
05/31/16,20617.33,20974.71,20617.33,20815.09
05/30/16,20523.67,20765.61,20465.84,20629.39
05/27/16,20425,20620.15,20290.84,20576.77
05/26/16,20373.48,20404.73,20249.96,20397.11
05/25/16,20156.76,20379.66,20156.76,20368.05
05/24/16,19828.02,19870.16,19712.67,19830.43
05/23/16,19788.13,19955.03,19750.62,19809.03
05/20/16,19631.71,19954.33,19631.71,19852.2
05/19/16,19729.63,19793.46,19646.35,19694.33
05/18/16,19862.42,19923.83,19749.29,19826.41
05/17/16,19987.24,20145.77,19847.7,20118.8
05/16/16,19711.77,19998.76,19705.91,19883.95
05/13/16,19843.49,19881.91,19594.61,19719.29
5/12/2016,20100.5,20100.5,19863.62,19915.46
5/11/2016,20347.8,20347.8,20008.9,20055.3
5/10/2016,19962.4,20294.5,19962.4,20242.7
5/9/2016,20279.9,20303.2,20125.8,20156.8
5/6/2016,20357.45,20377.94,20058.77,20109.87
5/5/2016,20363.86,20534.76,20342.75,20449.82
5/4/2016,20556.5,20580.38,20411.41,20525.83
5/3/2016,21061.77,21061.77,20668.37,20676.94
04/29/16,21215.2,21235.39,21023.77,21067.05
04/28/16,21488.96,21654.07,21255.42,21388.03
04/27/16,21372.33,21442.51,21277.04,21361.6
04/26/16,21380.02,21419.92,21080.88,21407.27
04/25/16,21408.56,21430.57,21254.46,21304.44
04/22/16,21448.15,21495.79,21358.53,21467.04
04/21/16,21406.4,21634.74,21331.59,21622.25
04/20/16,21452.82,21452.82,21103.34,21236.31
04/19/16,21438.13,21459.04,21259.17,21436.21
04/18/16,21129.68,21172,21002.77,21161.5
04/15/16,21374.65,21423.06,21234.12,21316.47
04/14/16,21456.61,21511.08,21266.21,21337.81
04/13/16,20739.34,21171.29,20716.91,21158.71
4/12/2016,20440.72,20546.43,20407.82,20504.44
4/11/2016,20255.84,20550.95,20240.69,20440.81
4/8/2016,20061.6,20370.44,20045.47,20370.4
4/7/2016,20297.82,20370.52,20165.76,20266.05
4/6/2016,20100,20249.84,20100,20206.67
4/5/2016,20311.86,20311.86,20116.87,20177
4/1/2016,20786.18,20786.18,20455.41,20498.92
03/31/16,20811.46,20872.55,20689.22,20776.7
03/30/16,20545.44,20820.73,20541.07,20803.39
03/29/16,20386.32,20386.32,20250.15,20366.3
03/24/16,20450.69,20499.4,20268.53,20345.61
03/23/16,20629.4,20693.48,20513.61,20615.23
03/22/16,20765.07,20765.07,20576.8,20666.75
03/21/16,20738.25,20772.46,20618.56,20684.15
03/18/16,20599.19,20687.97,20514.97,20671.63
03/17/16,20580.06,20619.34,20435.65,20503.81
03/16/16,20339.9,20383.2,20168.74,20257.7
03/15/16,20298.15,20366.56,20254.59,20288.77
03/14/16,20371.59,20512.03,20328.88,20435.34
3/11/2016,19900.67,20238.72,19853.63,20199.6
3/10/2016,20055.42,20184.23,19923.54,19984.42
3/9/2016,19898.74,20005.41,19818.42,19996.26
3/8/2016,20132.1,20137.73,19902.75,20011.58
3/7/2016,20306.09,20331.69,20095.63,20159.72
3/4/2016,20052.1,20200.38,19977.43,20176.7
3/3/2016,20082.01,20082.01,19791.6,19941.76
3/2/2016,19788.17,20058.12,19783.92,20003.49
3/1/2016,19259.99,19420,19108.3,19407.46
02/29/16,19366.17,19377.72,19053.78,19111.93
02/26/16,19179.95,19436.71,19122.56,19364.15
02/25/16,19215.49,19215.49,18867.7,18888.75
02/24/16,19282.34,19360.8,19060.16,19192.45
02/23/16,19506.94,19519.85,19328.26,19414.78
02/22/16,19374.24,19524.97,19374.24,19464.09
02/19/16,19238.43,19342.03,19210.65,19285.5
02/18/16,19409.21,19436.39,19266.22,19363.08
02/17/16,19198.18,19308.54,18909.06,18924.57
02/16/16,19013.74,19260.67,18974.6,19122.08
02/15/16,18668.87,18937.06,18668.87,18918.14
2/12/2016,18278.8,18482.33,18278.8,18319.58
2/11/2016,18486.93,18627.51,18446.56,18545.8
2/5/2016,19287.36,19397.88,19230,19288.17
2/4/2016,19190.36,19338.37,19166.18,19183.09
2/3/2016,18910.88,19032.71,18764.82,18991.59
2/2/2016,19474.87,19628.57,19403.49,19446.84
2/1/2016,19770.96,19770.96,19444.26,19595.5
01/29/16,19138.42,19709.99,19130.59,19683.11
01/28/16,19093.77,19223.59,18982.22,19195.83
01/27/16,19211.86,19216.99,18931.34,19052.45
01/26/16,19068.84,19098.07,18811.83,18860.8
01/25/16,19341.41,19490.27,19291.91,19340.14
01/22/16,19000.79,19152.8,18769.61,19080.51
01/21/16,19079.13,19238.27,18534.3,18542.15
01/20/16,19332.22,19332.22,18833.88,18886.3
01/19/16,19283.57,19647.75,19204.22,19635.81
01/18/16,19287.38,19439.49,19195.56,19237.45
01/15/16,19781.46,19828.93,19500.38,19520.77
01/14/16,19578.92,19893.88,19509.08,19817.41
01/13/16,20028.86,20234.78,19850.73,19934.88
1/12/2016,20030.03,20130.8,19694.99,19711.76
1/11/2016,19997.42,20068.78,19865.18,19888.5
1/8/2016,20491.88,20596.42,20324.62,20453.71
1/7/2016,20772.6,20826.44,20323.97,20333.34
1/6/2016,21142.63,21199.62,20947.3,20980.81
1/5/2016,21318.69,21452.74,21095.9,21188.72
1/4/2016,21782.62,21794.84,21227.61,21327.12
12/31/15,21892.25,21970.33,21864.12,21914.4
12/30/15,22094.59,22114.56,21868.03,21882.15
12/29/15,21923.27,22024.28,21881.71,21999.62
12/28/15,22151.73,22151.73,21880.51,21919.62
12/24/15,22207.82,22217.45,22128.72,22138.13
12/23/15,21869.4,22103.63,21846.48,22040.59
12/22/15,21846.9,21870.31,21750.74,21830.02
12/21/15,21641.17,21871.22,21641.17,21791.68
12/18/15,21656.56,21956.49,21625.82,21755.56
12/17/15,21841.09,22005.19,21763.76,21872.06
12/16/15,21557.73,21772.79,21557.73,21701.21
12/15/15,21215.54,21442.21,21215.54,21274.37
12/14/15,21063.28,21378.19,21010.26,21309.85
12/11/2015,21719.17,21731.39,21440.7,21464.05
12/10/2015,21714.23,21880.19,21668.12,21704.61
12/9/2015,21773.77,21872.33,21755.69,21803.76
12/8/2015,22058.55,22058.55,21765.62,21905.13
12/7/2015,22336.32,22352.25,22200.55,22203.22
12/4/2015,22142.11,22242.49,22108.46,22235.89
12/3/2015,22327.04,22485.25,22327.04,22417.01
12/2/2015,22471.35,22563.47,22368.66,22479.69
12/1/2015,22197.81,22477.51,22143.57,22381.35
11/30/15,21974.81,22195.25,21907.35,21996.42
11/27/15,22555.42,22555.42,22051.01,22068.32
11/26/15,22749.6,22787.5,22453.69,22488.94
11/25/15,22533.53,22617.21,22436.01,22498
11/24/15,22593.09,22629.75,22433.51,22587.63
11/23/15,22760.05,22802.71,22619.68,22665.9
11/20/15,22510.45,22790.07,22412.03,22754.72
11/19/15,22423.88,22559.06,22416,22500.22
11/18/15,22331.77,22349.73,22163.28,22188.26
11/17/15,22315.18,22497.33,22243.96,22264.25
11/16/15,21958.28,22127.38,21958.28,22010.82
11/13/15,22494.09,22519.33,22318.62,22396.14
11/12/2015,22477.6,22980.97,22454.96,22888.92
11/11/2015,22394.15,22479.46,22324.41,22352.17
11/10/2015,22505.7,22534.92,22339.69,22401.7
11/9/2015,22753.51,22970.83,22689.26,22726.77
11/6/2015,22914.2,22922.79,22791.91,22867.33
11/5/2015,23045.1,23180.27,22960.62,23051.04
11/4/2015,22737.44,23342.07,22737.44,23053.57
11/3/2015,22603.15,22697,22560.17,22568.43
11/2/2015,22502.28,22605.8,22332.71,22370.04
10/30/15,22785.86,22847.16,22612.56,22640.04
10/29/15,23054.53,23054.53,22811.32,22819.94
10/28/15,23070.7,23120.25,22923.66,22956.57
10/27/15,23053.12,23143.88,22885.22,23142.73
10/26/15,23423.64,23423.64,23066.94,23116.25
10/23/15,23220.38,23220.38,23088.03,23151.94
10/22/15,22795.58,22869.59,22727.59,22845.37
10/20/15,22991.6,23057.93,22843.04,22989.22
10/19/15,23085.61,23100.66,22913.6,23075.61
10/16/15,23133.59,23178.14,22953.56,23067.37
10/15/15,22667.42,22940.25,22567.65,22888.17
10/14/15,22398.82,22576.5,22356.56,22439.91
10/13/15,22677.6,22798.9,22515.73,22600.46
10/12/2015,22614.33,22779.5,22562.26,22730.93
10/9/2015,22615.94,22807.86,22440.88,22458.8
10/8/2015,22588.69,22588.69,22201.11,22354.91
10/7/2015,21884.73,22527.79,21817.42,22515.76
10/6/2015,22169.1,22169.1,21719.29,21831.62
10/5/2015,21930.97,21980.84,21739.9,21854.5
10/2/2015,21172.94,21530.8,21130.11,21506.09
09/30/15,20795.93,20939.39,20683.11,20846.3
09/29/15,20579.22,20579.22,20368.12,20556.6
09/25/15,21070.39,21318.33,20957.99,21186.32
09/24/15,21304.9,21363.21,21053.5,21095.98
09/23/15,21529.47,21577.45,21008.61,21302.91
09/22/15,21794.34,22111.67,21768.98,21796.58
09/21/15,21614.43,21778.06,21590.7,21756.93
09/18/15,21807.25,22052.11,21807.25,21920.83
09/17/15,22172.68,22203.36,21718.71,21854.63
09/16/15,21731.34,22103.06,21608.5,21966.66
09/15/15,21527.53,21634.48,21411.17,21455.23
09/14/15,21678.88,21762.15,21441.71,21561.9
9/11/2015,21710.13,21909.82,21472.16,21504.37
9/10/2015,21667.86,21771.57,21492.09,21562.5
9/9/2015,21632.69,22228.59,21529.81,22131.31
9/8/2015,20636.83,21431.99,20524.88,21259.04
9/7/2015,20683.31,21056.39,20579.93,20583.52
9/4/2015,21158.93,21174.86,20715.02,20840.61
9/2/2015,21101.42,21288.53,20771.77,20934.94
9/1/2015,21692.78,21692.78,21170.86,21185.43
08/31/15,21793.02,21793.02,21399.62,21670.58
08/28/15,22424.4,22424.4,21585.33,21612.39
08/27/15,21758.62,21963.43,21407.59,21838.54
08/26/15,21434.25,21686.45,21060.09,21080.39
08/25/15,21119.53,21871.4,20865.26,21404.96
08/24/15,21605.97,21679.45,21136.48,21251.57
08/21/15,22343.25,22492.79,22185.85,22409.62
08/20/15,22973.87,23033.97,22610.53,22757.47
08/19/15,23555.02,23586.79,23138.73,23167.85
08/18/15,23956.86,24024.37,23464.35,23474.97
08/17/15,23945.6,23950.57,23699.84,23814.65
08/14/15,24055.02,24126.3,23957.36,23991.03
08/13/15,23935.48,24133.87,23860.82,24018.8
8/12/2015,24269.11,24324.19,23826.96,23916.02
8/11/2015,24694.78,24924.07,24420.71,24498.21
8/10/2015,24433.66,24602.67,24135.64,24521.12
8/7/2015,24327.56,24641.93,24327.56,24552.47
8/6/2015,24527.74,24527.74,24320.75,24375.28
8/5/2015,24466.3,24582.19,24420.95,24514.16
8/4/2015,24364.41,24519.35,24217.78,24406.12
8/3/2015,24533.14,24533.14,24232.6,24411.42
07/31/15,24650.93,24661.19,24467.83,24636.28
07/30/15,24822.42,24872.7,24478.07,24497.98
07/29/15,24630.44,24718.64,24444.47,24619.45
07/28/15,24269.9,24947.35,24140.62,24503.94
07/27/15,24906.78,24908.58,24282.21,24351.96
07/24/15,25279.95,25279.95,25073.2,25128.51
07/23/15,25308.55,25500.99,25250.36,25398.85
07/22/15,25401.79,25401.79,25177.6,25282.62
07/21/15,25428.88,25634.32,25342.69,25536.43
07/20/15,25540.31,25540.31,25298.96,25404.81
07/17/15,25246.64,25517.45,25183.86,25415.27
07/16/15,24976.08,25170.35,24841.14,25162.78
07/15/15,25219.45,25219.45,24862.65,25055.76
07/14/15,25184.06,25250.95,24906.47,25120.91
07/13/15,24709.58,25275.76,24596.44,25224.01
7/10/2015,24567.92,25015.17,24567.92,24901.28
7/9/2015,23435.5,24695.75,23332.9,24392.79
7/8/2015,24411.3,24411.3,22836.82,23516.56
7/7/2015,25391.76,25439.34,24819.26,24975.31
7/6/2015,26083.99,26261.53,24750.31,25236.28
7/3/2015,26349.84,26402.85,25933.12,26064.11
7/2/2015,26459.43,26459.43,26135.62,26282.32
06/30/15,25944.03,26470.44,25885.66,26250.03
06/29/15,26560.13,26631.51,25617.78,25966.98
06/26/15,27016.09,27016.09,26522.45,26663.87
06/25/15,27329.17,27350.49,27120.72,27145.75
06/24/15,27397.37,27470.5,27292.85,27404.97
06/23/15,27126.47,27406.41,27008.51,27333.46
06/22/15,26854.32,27166.52,26811.66,27080.85
06/19/15,26885.73,27011.95,26701.72,26760.53
06/18/15,26786.53,26873.67,26595.96,26694.66
06/17/15,26671.2,26880.79,26555.96,26753.79
06/16/15,26807.67,26892.88,26553.04,26566.7
06/15/15,27095.18,27131.36,26841.52,26861.81
6/12/2015,27082.6,27356.51,26987.52,27280.54
6/11/2015,26938.15,26991.51,26839.43,26907.85
6/10/2015,27052.79,27116.92,26573.96,26687.64
6/9/2015,27295.88,27322.14,26971.57,26989.52
6/8/2015,27147.24,27428.59,27060.24,27316.28
6/5/2015,27538.06,27646.72,27211.36,27260.16
6/4/2015,27645.36,27854.74,27094.5,27551.89
6/3/2015,27716.34,27767.23,27508.84,27657.47
6/2/2015,27473.45,27602.88,27348.13,27466.72
6/1/2015,27373.06,27766.32,27241.95,27597.16
05/29/15,27398.28,27604.27,27255.89,27424.19
05/28/15,28162.25,28162.25,27242.11,27454.31
05/27/15,28214.66,28214.66,27982.14,28081.21
05/26/15,28462.32,28524.6,28237.49,28249.86
05/22/15,27723.67,28041.32,27696.97,27992.83
05/21/15,27507.32,27611.72,27393.31,27523.72
05/20/15,27751.44,27751.44,27490.33,27585.05
05/19/15,27597.07,27765.55,27500.76,27693.54
05/18/15,27792.44,27792.44,27435.57,27591.25
05/15/15,27459.58,27928.6,27315.1,27822.28
05/14/15,27395.92,27397.67,27192.93,27286.55
05/13/15,27473.5,27524.82,27191.03,27249.28
5/12/2015,27664.18,27693.63,27395.91,27407.18
5/11/2015,27837.04,27837.28,27582.23,27718.2
5/8/2015,27557.52,27652.62,27367.11,27577.34
5/7/2015,27567.62,27604.49,27207.28,27289.97
5/6/2015,27698.1,28054.68,27570.41,27640.91
5/5/2015,28295.72,28316.63,27598.17,27755.54
5/4/2015,28231.26,28343.74,28017.2,28123.82
04/30/15,28289.14,28317.87,27997.9,28133
04/29/15,28453.1,28453.1,28201.76,28400.34
04/28/15,28448.22,28548.45,28251.99,28442.75
04/27/15,28245.14,28588.52,28245.14,28433.59
04/24/15,27978.39,28089.37,27591.57,28060.98
04/23/15,28112.38,28213.63,27804.03,27827.7
04/22/15,27821.32,28048.46,27727.86,27933.85
04/21/15,27404.15,27925.36,27404.15,27850.49
04/20/15,27770.79,27770.79,26959.77,27094.93
04/17/15,27808.24,27969.41,27597.68,27653.12
04/16/15,27557.29,27787.98,27470.1,27739.71
04/15/15,27693.25,27807.98,27442.52,27618.82
04/14/15,27688.26,27915.01,27483.45,27561.49
04/13/15,27374.33,28031.96,27304.12,28016.34
4/10/2015,27373.68,27373.68,26812.75,27272.39
4/9/2015,26913.28,27922.67,26732.23,26944.39
4/8/2015,25708.24,26247.63,25640.04,26236.86
4/2/2015,25214.33,25297.8,25152.57,25275.64
4/1/2015,24955.2,25099.06,24926.11,25082.75
03/31/15,25113.2,25113.2,24876.37,24900.89
03/30/15,24727.46,24949.35,24725.52,24855.12
03/27/15,24541.44,24549.88,24420.47,24486.2
03/26/15,24442.51,24592.01,24399.84,24497.08
03/25/15,24410.53,24613.69,24377.92,24528.23
03/24/15,24484.68,24490.15,24294.95,24399.6
03/23/15,24538.34,24559.77,24436.42,24494.51
03/20/15,24417.53,24524.55,24351.5,24375.24
03/19/15,24325.56,24500.23,24248.84,24468.89
03/18/15,23938.63,24210.75,23938.63,24120.08
03/17/15,24106.47,24106.47,23822.78,23901.49
03/16/15,23771.4,23970.05,23711.27,23949.55
03/13/15,23808.97,23918.71,23790.83,23823.21
3/12/2015,23709.17,23880.25,23677.06,23797.96
3/11/2015,23807.1,23899.86,23703.84,23717.97
3/10/2015,24150.68,24152.4,23869.82,23896.98
3/9/2015,23982.5,24205.86,23910.16,24123.05
3/6/2015,24235.76,24294.36,24126.09,24164
3/5/2015,24274.9,24393.85,24133.71,24193.04
3/4/2015,24656.94,24705.96,24439.29,24465.38
3/3/2015,24984.62,24984.62,24663.43,24702.78
3/2/2015,24996.76,24997.83,24715.38,24887.44
02/27/15,24902.61,25101.96,24815.03,24823.29
02/26/15,24718.28,24998.64,24709.56,24902.06
02/25/15,24822.28,24869.37,24691.78,24778.28
02/24/15,24776.72,24808.3,24673.93,24750.07
02/23/15,24916.24,24916.24,24664.68,24836.76
02/18/15,24836.05,24871.79,24806.06,24832.08
02/17/15,24653.88,24855.75,24653.88,24784.88
02/16/15,24717.49,24771.6,24687.15,24726.53
02/13/15,24535.66,24702.54,24521.13,24682.54
2/12/2015,24377.59,24514.49,24226.29,24422.15
2/11/2015,24512.62,24551.74,24266.68,24315.02
2/10/2015,24475.04,24583.79,24422.85,24528.1
2/9/2015,24529.55,24657.87,24449.48,24521
2/6/2015,24843.2,24843.2,24645.76,24679.39
2/5/2015,25048.26,25048.26,24642.81,24765.49
2/4/2015,24750.76,24824.58,24642.5,24679.76
2/3/2015,24542.49,24602.6,24327.51,24554.78
2/2/2015,24347.27,24506.81,24324.37,24484.74
01/30/15,24771.37,24771.37,24450.05,24507.05
01/29/15,24645.2,24739.22,24524.18,24595.85
01/28/15,24799.98,24983.89,24716.68,24861.81
01/27/15,24995.08,24995.08,24672.76,24807.28
01/26/15,24907.19,24916.49,24761.55,24909.9
01/23/15,24807.36,24896.22,24726.77,24850.45
01/22/15,24480.02,24589.62,24438.98,24522.63
01/21/15,24036.41,24373.28,24016.63,24352.58
01/20/15,23798.46,23997.31,23747.92,23951.16
01/19/15,23971.23,24049.55,23590.05,23738.49
01/16/15,24196.85,24253.09,24086.21,24103.52
01/15/15,24169.35,24369,24070.39,24350.91
01/14/15,24276.33,24326.7,24056.22,24112.6
01/13/15,23908.23,24254.11,23908.23,24215.97
1/12/2015,24118.59,24118.59,23905.01,24026.46
1/9/2015,24049.7,24169.06,23859.49,23919.95
1/8/2015,23920.35,23941.64,23719.05,23835.53
1/7/2015,23396.7,23715.71,23332.03,23681.26
1/6/2015,23515.13,23611,23312.5,23485.41
1/5/2015,23699.19,23998.87,23655.52,23721.32
1/2/2015,23683.63,23867.46,23635.6,23857.82
12/31/14,23480.81,23632.35,23464.25,23605.04
12/30/14,23853.13,23853.13,23442.55,23501.1
12/29/14,23694.53,23867.46,23694.53,23773.18
12/24/14,23290.42,23421.1,23290.42,23349.34
12/23/14,23423.33,23495.62,23269.43,23333.69
12/22/14,23264.05,23478.9,23264.05,23408.57
12/19/14,23158.27,23189.6,23041.37,23116.63
12/18/14,22878.34,22935.05,22736.89,22832.21
12/17/14,22697.68,22726.56,22529.75,22585.84
12/16/14,22877.3,22944.28,22641.06,22670.5
12/15/14,22977.84,23067.67,22856.02,23027.85
12/12/2014,23328.99,23445.96,23230.03,23249.2
12/11/2014,23269.51,23382.83,23169.67,23312.54
12/10/2014,23442.69,23656.51,23345.89,23524.52
12/9/2014,23910.41,23934.02,23399.87,23485.83
12/8/2014,24113.14,24189.59,24012.15,24047.67
12/5/2014,23907.78,24170.05,23772.84,24002.64
12/4/2014,23554.81,23844.24,23456.71,23832.56
12/3/2014,23756.05,23921.76,23378.81,23428.62
12/2/2014,23400.11,23784.95,23293.81,23654.3
12/1/2014,23678,23731.76,23318.48,23367.45
11/28/14,23982.29,24117.16,23887.63,23987.45
11/27/14,24169.85,24228.11,23962.44,24004.28
11/26/14,23833.19,24176.64,23799.42,24111.98
11/25/14,23841.16,23935.07,23809.51,23843.91
11/24/14,23883.32,23936.34,23823.56,23893.14
11/21/14,23353.72,23508.02,23301.48,23437.12
11/20/14,23401,23461.02,23252.63,23349.64
11/19/14,23466.07,23572.21,23341.16,23373.31
11/18/14,23868.9,23881.01,23483.19,23529.17
11/17/14,24313.06,24313.06,23787.28,23797.08
11/14/14,24048.36,24102.7,23966.8,24087.38
11/13/14,23854.33,24097.92,23850.39,24019.94
11/12/2014,23883.31,23999.97,23801.73,23938.18
11/11/2014,23809.41,23931.45,23760.53,23808.28
11/10/2014,24074.85,24110.24,23703.72,23744.7
11/7/2014,23607.65,23831.25,23430.2,23550.24
11/6/2014,23737.76,23775.73,23623.41,23649.31
11/5/2014,23846.84,23846.84,23623.14,23695.62
11/4/2014,23849.72,24016.42,23815.85,23845.66
11/3/2014,24133.45,24133.45,23875.09,23915.97
10/31/14,23913.69,24046.4,23850.7,23998.06
10/30/14,23841.74,23841.74,23615.1,23702.04
10/29/14,23703.95,23855.67,23699.56,23819.87
10/28/14,23189.83,23570.92,23189.83,23520.36
10/27/14,23275.4,23275.4,23012.8,23143.23
10/24/14,23311.88,23352.59,23157.48,23302.2
10/23/14,23296,23397.17,23221.69,23333.18
10/22/14,23300.45,23460.77,23193.48,23403.97
10/21/14,23073.36,23231.52,22964.92,23088.58
10/20/14,23239.78,23290.42,23052.31,23070.26
10/17/14,22904.11,23148.96,22888.76,23023.21
10/16/14,22913.5,23040.31,22868.02,22900.94
10/15/14,23087.5,23238.04,22992.93,23140.05
10/14/14,23064.92,23409.96,23040.8,23047.97
10/13/14,22884,23273.04,22871.27,23143.38
10/10/2014,23198.8,23237.4,23071.27,23088.54
10/9/2014,23461.35,23581.35,23437.87,23534.53
10/8/2014,23221.76,23369.39,23184.15,23263.33
10/7/2014,23224.22,23517.85,23209.77,23422.52
10/6/2014,23053.79,23441.27,22988.64,23315.04
10/3/2014,22691.59,23147.85,22565.6,23064.56
09/30/14,23137.26,23137.26,22855.04,22932.98
09/29/14,23399.51,23399.51,23095.78,23229.21
09/26/14,23581.56,23717.08,23555.62,23678.41
09/25/14,24048.38,24058.02,23754.33,23768.13
09/24/14,23788.98,24016.41,23788.98,23921.61
09/23/14,23882.59,24012.06,23825.96,23837.07
09/22/14,24072.18,24082.62,23949.29,23955.49
09/19/14,24334.65,24419.85,24155.62,24306.16
09/18/14,24294.64,24294.64,24103.53,24168.72
09/17/14,24380.28,24470.26,24339.53,24376.41
09/16/14,24318.82,24405.98,24117.6,24136.01
09/15/14,24410.38,24471.8,24300.57,24356.99
9/12/2014,24620.19,24701.43,24487.94,24595.32
9/11/2014,24701.73,24782.95,24589.9,24662.64
9/10/2014,24969.39,24969.39,24681.19,24705.36
9/8/2014,25293.09,25293.09,25074.02,25190.45
9/5/2014,25356.56,25356.56,25171.59,25240.15
9/4/2014,25268.44,25362.98,25193.37,25297.92
9/3/2014,24786.04,25325.16,24751.72,25317.95
9/2/2014,24699.76,24816.89,24576.23,24749.02
9/1/2014,24703.74,24891.27,24696.18,24752.09
08/29/14,24748.19,24814.27,24630.8,24742.06
08/28/14,25055.81,25055.81,24679.1,24741
08/27/14,25134.49,25160.68,24883.46,24918.75
08/26/14,25147.75,25188.31,25068.98,25074.5
08/25/14,25049.96,25243.16,24946.85,25166.91
08/22/14,25113.73,25132.93,25025.94,25112.23
08/21/14,25142.34,25142.34,24896.2,24994.1
08/20/14,25156.95,25190.03,25056.71,25159.76
08/19/14,25045.55,25201.21,24909.26,25122.95
08/18/14,24943.6,24978.94,24765.03,24955.46
08/15/14,24969.72,25010.31,24872.71,24954.94
08/14/14,24894.18,24964.42,24721.87,24801.36
08/13/14,24726.24,24907.11,24611.22,24890.34
8/12/2014,24668.57,24691.66,24552.42,24689.41
8/11/2014,24533.34,24671.33,24491.02,24646.02
8/8/2014,24307.1,24493.01,24190.93,24331.41
8/7/2014,24498.83,24502.3,24364.58,24387.56
8/6/2014,24558.82,24589.71,24397.41,24584.13
8/5/2014,24679.11,24679.11,24494.09,24648.26
8/4/2014,24590.11,24690.6,24558.37,24600.08
8/1/2014,24594.23,24731.52,24485.73,24532.43
07/31/14,24805.75,24893.74,24661.57,24756.85
07/30/14,24704.58,24912.22,24660.35,24732.21
07/29/14,24526.63,24666.96,24437.1,24640.53
07/28/14,24249.27,24501.13,24248.36,24428.63
07/25/14,24247.2,24247.2,24088.99,24216.01
07/24/14,24080.61,24150,24005.25,24141.5
07/23/14,23841.22,23975.74,23834.39,23971.87
07/22/14,23465.81,23803.17,23423.34,23782.11
07/21/14,23484.53,23498.35,23372.63,23387.14
07/18/14,23316.46,23460.13,23240.61,23454.79
07/17/14,23583.35,23583.35,23421.99,23520.87
07/16/14,23490.43,23562.32,23430.14,23523.28
07/15/14,23482.84,23496.57,23398.25,23459.96
07/14/14,23310.16,23459.48,23273.41,23346.67
7/11/2014,23155.69,23307.54,23146.99,23233.45
7/10/2014,23281.45,23281.45,23182.06,23238.99
7/9/2014,23408.05,23408.05,23126.68,23176.07
7/8/2014,23555.31,23555.66,23455.13,23541.38
7/7/2014,23581.4,23592.38,23435.24,23540.92
7/4/2014,23609.32,23626.14,23508.27,23546.36
7/3/2014,23553.6,23591.47,23482.9,23531.44
7/2/2014,23326.53,23576.35,23293.82,23549.62
06/30/14,23273.19,23346.23,22960.08,23190.72
