"基金名稱","亞洲債券基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","100.89"	
"2017/01/02","100.89"	
"2017/01/03","100.89"	
"2017/01/04","100.98"	
"2017/01/05","101.72"	
"2017/01/06","101.63"	
"2017/01/07","101.63"	
"2017/01/08","101.63"	
"2017/01/09","101.43"	
"2017/01/10","101.8"	
"2017/01/11","101.8"	
"2017/01/12","102.45"	
"2017/01/13","102.35"	
"2017/01/14","102.35"	
"2017/01/15","102.35"	
"2017/01/16","102.26"	
"2017/01/17","102.63"	
"2017/01/18","102.81"	
"2017/01/19","102.34"	
"2017/01/20","102.34"	
"2017/01/21","102.34"	
"2017/01/22","102.34"	
"2017/01/23","102.71"	
"2017/01/24","102.89"	
"2017/01/25","102.7"	
"2017/01/26","102.42"	
"2017/01/27","102.51"	
"2017/01/28","102.51"	
"2017/01/29","102.51"	
"2017/01/30","102.51"	
"2017/01/31","102.51"	
"2017/02/01","102.78"	
"2017/02/02","103.15"	
"2017/02/03","103.15"	
"2017/02/04","103.15"	
"2017/02/05","103.15"	
"2017/02/06","103.24"	
"2017/02/07","103.33"	
"2017/02/08","103.42"	
"2017/02/09","103.33"	
"2017/02/10","103.33"	
"2017/02/11","103.33"	
"2017/02/12","103.33"	
"2017/02/13","103.13"	
"2017/02/14","103.23"	
"2017/02/15","103.22"	
"2017/02/16","103.22"	
"2017/02/17","103.22"	
"2017/02/18","103.22"	
"2017/02/19","103.22"	
"2017/02/20","103.21"	
"2017/02/21","103.12"	
"2017/02/22","103.12"	
"2017/02/23","103.49"	
"2017/02/24","103.67"	
"2017/02/25","103.67"	
"2017/02/26","103.67"	
"2017/02/27","103.85"	
"2017/02/28","103.94"	
"2017/03/01","103.48"	
"2017/03/02","103.1"	
"2017/03/03","102.82"	
"2017/03/04","102.82"	
"2017/03/05","102.82"	
"2017/03/06","103.0"	
"2017/03/07","103.0"	
"2017/03/08","102.72"	
"2017/03/09","102.35"	
"2017/03/10","102.35"	
"2017/03/11","102.35"	
"2017/03/12","102.35"	
"2017/03/13","102.62"	
"2017/03/14","102.62"	
"2017/03/15","102.8"	
"2017/03/16","103.36"	
"2017/03/17","103.45"	
"2017/03/18","103.45"	
"2017/03/19","103.45"	
"2017/03/20","103.91"	
"2017/03/21","104.0"	
"2017/03/22","104.09"	
"2017/03/23","103.99"	
"2017/03/24","103.9"	
"2017/03/25","103.9"	
"2017/03/26","103.9"	
"2017/03/27","104.36"	
"2017/03/28","104.36"	
"2017/03/29","104.35"	
"2017/03/30","104.35"	
"2017/03/31","104.26"	
"2017/04/01","104.26"	
"2017/04/02","104.26"	
"2017/04/03","104.34"	
"2017/04/04","104.34"	
"2017/04/05","104.25"	
"2017/04/06","104.15"	
"2017/04/07","104.06"	
"2017/04/08","104.06"	
"2017/04/09","104.06"	
"2017/04/10","103.87"	
"2017/04/11","103.96"	
"2017/04/12","104.23"	
"2017/04/13","104.69"	
"2017/04/14","104.69"	
"2017/04/15","104.69"	
"2017/04/16","104.69"	
"2017/04/17","104.69"	
"2017/04/18","104.59"	
"2017/04/19","104.59"	
"2017/04/20","104.68"	
"2017/04/21","104.68"	
"2017/04/22","104.68"	
"2017/04/23","104.68"	
"2017/04/24","104.77"	
"2017/04/25","104.67"	
"2017/04/26","104.39"	
"2017/04/27","104.39"	
"2017/04/28","104.39"	
"2017/04/29","104.39"	
"2017/04/30","104.39"	
"2017/05/01","104.39"	
"2017/05/02","104.57"	
"2017/05/03","104.57"	
"2017/05/04","104.38"	
"2017/05/05","104.28"	
"2017/05/06","104.28"	
"2017/05/07","104.28"	
"2017/05/08","104.28"	
"2017/05/09","104.18"	
"2017/05/10","104.18"	
"2017/05/11","104.27"	
"2017/05/12","104.46"	
"2017/05/13","104.46"	
"2017/05/14","104.46"	
"2017/05/15","104.73"	
"2017/05/16","104.91"	
"2017/05/17","105.09"	
"2017/05/18","105.09"	
"2017/05/19","105.18"	
"2017/05/20","105.18"	
"2017/05/21","105.18"	
"2017/05/22","105.27"	
"2017/05/23","105.36"	
"2017/05/24","105.27"	
"2017/05/25","105.54"	
"2017/05/26","105.73"	
"2017/05/27","105.73"	
"2017/05/28","105.73"	
"2017/05/29","105.72"	
"2017/05/30","105.72"	
"2017/05/31","105.81"	
"2017/06/01","105.71"	
"2017/06/02","105.81"	
"2017/06/03","105.81"	
"2017/06/04","105.81"	
"2017/06/05","106.17"	
"2017/06/06","106.35"	
"2017/06/07","106.44"	
"2017/06/08","106.35"	
"2017/06/09","106.16"	
"2017/06/10","106.16"	
"2017/06/11","106.16"	
"2017/06/12","106.07"	
"2017/06/13","106.16"	
"2017/06/14","106.52"	
"2017/06/15","106.43"	
"2017/06/16","106.33"	
"2017/06/17","106.33"	
"2017/06/18","106.33"	
"2017/06/19","106.33"	
"2017/06/20","106.23"	
"2017/06/21","106.14"	
"2017/06/22","106.23"	
"2017/06/23","106.41"	
"2017/06/24","106.41"	
"2017/06/25","106.41"	
"2017/06/26","106.41"	
"2017/06/27","106.5"	
"2017/06/28","106.22"	
"2017/06/29","106.22"	
"2017/06/30","106.03"	
"2017/07/01","106.03"	
"2017/07/02","106.03"	
"2017/07/03","105.65"	
"2017/07/04","105.65"	
"2017/07/05","105.65"	
"2017/07/06","105.65"	
"2017/07/07","105.46"	
"2017/07/08","105.46"	
"2017/07/09","105.46"	
"2017/07/10","105.46"	
"2017/07/11","105.45"	
"2017/07/12","105.82"	
"2017/07/13","106.19"	
"2017/07/14","106.28"	
"2017/07/15","106.28"	
"2017/07/16","106.28"	
"2017/07/17","106.46"	
"2017/07/18","106.83"	
"2017/07/19","106.92"	
"2017/07/20","106.92"	
"2017/07/21","107.1"	
"2017/07/22","107.1"	
"2017/07/23","107.1"	
"2017/07/24","107.19"	
"2017/07/25","107.19"	
"2017/07/26","107.0"	
"2017/07/27","107.37"	
"2017/07/28","107.37"	
"2017/07/29","107.37"	
"2017/07/30","107.37"	
"2017/07/31","107.36"	
"2017/08/01","107.27"	
"2017/08/02","107.26"	
"2017/08/03","107.26"	
"2017/08/04","107.26"	
"2017/08/05","107.26"	
"2017/08/06","107.26"	
"2017/08/07","107.16"	
"2017/08/08","107.16"	
"2017/08/09","106.97"	
"2017/08/10","106.97"	
"2017/08/11","107.06"	
"2017/08/12","107.06"	
"2017/08/13","107.06"	
"2017/08/14","107.15"	
"2017/08/15","106.87"	
"2017/08/16","106.87"	
"2017/08/17","107.05"	
"2017/08/18","107.14"	
"2017/08/19","107.14"	
"2017/08/20","107.14"	
"2017/08/21","107.32"	
"2017/08/22","107.23"	
"2017/08/23","107.23"	
"2017/08/24","107.22"	
"2017/08/25","107.32"	
"2017/08/26","107.32"	
"2017/08/27","107.32"	
"2017/08/28","107.59"	
"2017/08/29","107.86"	
"2017/08/30","107.68"	
"2017/08/31","107.67"	
"2017/09/01","107.95"	
"2017/09/02","107.95"	
"2017/09/03","107.95"	
"2017/09/04","107.94"	
"2017/09/05","108.03"	
"2017/09/06","108.22"	
"2017/09/07","108.49"	
"2017/09/08","108.77"	
"2017/09/09","108.77"	
"2017/09/10","108.77"	
"2017/09/11","108.48"	
"2017/09/12","108.39"	
"2017/09/13","108.3"	
"2017/09/14","108.02"	
"2017/09/15","108.2"	
"2017/09/16","108.2"	
"2017/09/17","108.2"	
"2017/09/18","108.1"	
"2017/09/19","107.92"	
"2017/09/20","108.01"	
"2017/09/21","107.63"	
"2017/09/22","107.82"	
"2017/09/23","107.82"	
"2017/09/24","107.82"	
"2017/09/25","107.81"	
