"基金名稱","亞洲債券基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","113.8"	
"2020/01/02","113.79"	
"2020/01/03","113.79"	
"2020/01/04","113.79"	
"2020/01/05","113.79"	
"2020/01/06","113.87"	
"2020/01/07","113.87"	
"2020/01/08","113.87"	
"2020/01/09","113.69"	
"2020/01/10","114.05"	
"2020/01/11","114.05"	
"2020/01/12","114.05"	
"2020/01/13","114.22"	
"2020/01/14","114.13"	
"2020/01/15","114.22"	
"2020/01/16","114.22"	
"2020/01/17","114.03"	
"2020/01/18","114.03"	
"2020/01/19","114.03"	
"2020/01/20","114.03"	
"2020/01/21","114.02"	
"2020/01/22","114.02"	
"2020/01/23","114.2"	
"2020/01/24","114.29"	
"2020/01/25","114.29"	
"2020/01/26","114.29"	
"2020/01/27","114.29"	
"2020/01/28","114.29"	
"2020/01/29","114.1"	
"2020/01/30","114.1"	
"2020/01/31","114.0"	
"2020/02/01","114.0"	
"2020/02/02","114.0"	
"2020/02/03","114.09"	
"2020/02/04","114.08"	
"2020/02/05","113.9"	
"2020/02/06","113.72"	
"2020/02/07","113.62"	
"2020/02/08","113.62"	
"2020/02/09","113.62"	
"2020/02/10","113.71"	
"2020/02/11","113.98"	
"2020/02/12","114.07"	
"2020/02/13","113.97"	
"2020/02/14","113.97"	
"2020/02/15","113.97"	
"2020/02/16","113.97"	
"2020/02/17","114.06"	
"2020/02/18","114.15"	
"2020/02/19","114.05"	
"2020/02/20","113.87"	
"2020/02/21","113.96"	
"2020/02/22","113.96"	
"2020/02/23","113.96"	
"2020/02/24","114.04"	
"2020/02/25","113.95"	
"2020/02/26","114.04"	
"2020/02/27","114.22"	
"2020/02/28","114.22"	
"2020/02/29","114.22"	
"2020/03/01","114.22"	
"2020/03/02","114.76"	
"2020/03/03","114.75"	
"2020/03/04","115.67"	
"2020/03/05","115.57"	
"2020/03/06","115.93"	
"2020/03/07","115.93"	
"2020/03/08","115.93"	
"2020/03/09","116.38"	
"2020/03/10","115.29"	
"2020/03/11","115.29"	
"2020/03/12","113.83"	
"2020/03/13","111.83"	
"2020/03/14","111.83"	
"2020/03/15","111.83"	
"2020/03/16","111.92"	
"2020/03/17","110.55"	
"2020/03/18","108.99"	
"2020/03/19","107.62"	
"2020/03/20","108.53"	
"2020/03/21","108.53"	
"2020/03/22","108.53"	
"2020/03/23","108.16"	
"2020/03/24","108.8"	
"2020/03/25","109.34"	
"2020/03/26","110.44"	
"2020/03/27","111.35"	
"2020/03/28","111.35"	
"2020/03/29","111.35"	
"2020/03/30","111.34"	
"2020/03/31","111.34"	
"2020/04/01","111.15"	
"2020/04/02","110.88"	
"2020/04/03","110.79"	
"2020/04/04","110.79"	
"2020/04/05","110.79"	
"2020/04/06","110.96"	
"2020/04/07","111.14"	
"2020/04/08","111.23"	
"2020/04/09","111.87"	
"2020/04/10","111.87"	
"2020/04/11","111.87"	
"2020/04/12","111.87"	
"2020/04/13","111.87"	
"2020/04/14","112.49"	
"2020/04/15","112.49"	
"2020/04/16","112.4"	
"2020/04/17","112.85"	
"2020/04/18","112.85"	
"2020/04/19","112.85"	
"2020/04/20","113.02"	
"2020/04/21","112.66"	
"2020/04/22","112.93"	
"2020/04/23","113.2"	
"2020/04/24","113.11"	
"2020/04/25","113.11"	
"2020/04/26","113.11"	
"2020/04/27","113.37"	
"2020/04/28","113.46"	
"2020/04/29","113.91"	
"2020/04/30","113.91"	
"2020/05/01","113.91"	
"2020/05/02","113.91"	
"2020/05/03","113.91"	
"2020/05/04","113.81"	
"2020/05/05","113.99"	
"2020/05/06","113.72"	
"2020/05/07","113.72"	
"2020/05/08","114.35"	
"2020/05/09","114.35"	
"2020/05/10","114.35"	
"2020/05/11","114.07"	
"2020/05/12","114.34"	
"2020/05/13","114.34"	
"2020/05/14","114.25"	
"2020/05/15","114.24"	
"2020/05/16","114.24"	
"2020/05/17","114.24"	
"2020/05/18","114.42"	
"2020/05/19","114.69"	
"2020/05/20","114.87"	
"2020/05/21","115.05"	
"2020/05/22","114.5"	
"2020/05/23","114.5"	
"2020/05/24","114.5"	
"2020/05/25","114.49"	
"2020/05/26","115.04"	
"2020/05/27","114.67"	
"2020/05/28","114.67"	
"2020/05/29","114.76"	
"2020/05/30","114.76"	
"2020/05/31","114.76"	
"2020/06/01","115.48"	
"2020/06/02","115.93"	
"2020/06/03","116.11"	
"2020/06/04","116.02"	
"2020/06/05","115.93"	
"2020/06/06","115.93"	
"2020/06/07","115.93"	
"2020/06/08","116.01"	
"2020/06/09","116.46"	
"2020/06/10","116.82"	
"2020/06/11","117.0"	
"2020/06/12","116.55"	
"2020/06/13","116.55"	
"2020/06/14","116.55"	
"2020/06/15","116.45"	
"2020/06/16","116.36"	
"2020/06/17","116.45"	
"2020/06/18","116.63"	
"2020/06/19","116.53"	
"2020/06/20","116.53"	
"2020/06/21","116.53"	
"2020/06/22","116.62"	
"2020/06/23","116.8"	
"2020/06/24","116.79"	
"2020/06/25","116.79"	
"2020/06/26","116.7"	
"2020/06/27","116.7"	
"2020/06/28","116.7"	
"2020/06/29","116.78"	
"2020/06/30","116.78"	
"2020/07/01","116.78"	
"2020/07/02","116.78"	
"2020/07/03","116.77"	
"2020/07/04","116.77"	
"2020/07/05","116.77"	
"2020/07/06","116.86"	
"2020/07/07","117.04"	
"2020/07/08","117.13"	
"2020/07/09","117.12"	
"2020/07/10","117.21"	
"2020/07/11","117.21"	
"2020/07/12","117.21"	
"2020/07/13","117.3"	
"2020/07/14","117.2"	
"2020/07/15","117.47"	
"2020/07/16","117.38"	
"2020/07/17","117.47"	
"2020/07/18","117.47"	
"2020/07/19","117.47"	
"2020/07/20","117.55"	
"2020/07/21","117.82"	
"2020/07/22","118.09"	
"2020/07/23","118.09"	
"2020/07/24","118.09"	
"2020/07/25","118.09"	
"2020/07/26","118.09"	
"2020/07/27","118.44"	
"2020/07/28","118.35"	
"2020/07/29","118.71"	
"2020/07/30","118.71"	
"2020/07/31","119.07"	
"2020/08/01","119.07"	
"2020/08/02","119.07"	
"2020/08/03","118.79"	
"2020/08/04","118.97"	
"2020/08/05","119.51"	
"2020/08/06","119.42"	
"2020/08/07","119.33"	
"2020/08/08","119.33"	
"2020/08/09","119.33"	
"2020/08/10","119.05"	
"2020/08/11","119.14"	
"2020/08/12","118.86"	
"2020/08/13","118.86"	
"2020/08/14","118.68"	
"2020/08/15","118.68"	
"2020/08/16","118.68"	
"2020/08/17","118.76"	
"2020/08/18","118.94"	
"2020/08/19","119.12"	
"2020/08/20","118.66"	
"2020/08/21","118.57"	
"2020/08/22","118.57"	
"2020/08/23","118.57"	
"2020/08/24","118.66"	
"2020/08/25","118.65"	
"2020/08/26","118.65"	
"2020/08/27","118.74"	
"2020/08/28","118.83"	
"2020/08/29","118.83"	
"2020/08/30","118.83"	
"2020/08/31","118.91"	
"2020/09/01","119.0"	
"2020/09/02","119.0"	
"2020/09/03","118.81"	
"2020/09/04","118.63"	
"2020/09/05","118.63"	
"2020/09/06","118.63"	
"2020/09/07","118.62"	
"2020/09/08","118.53"	
"2020/09/09","118.8"	
"2020/09/10","118.8"	
"2020/09/11","118.8"	
"2020/09/12","118.8"	
"2020/09/13","118.8"	
"2020/09/14","118.97"	
"2020/09/15","119.15"	
"2020/09/16","119.33"	
"2020/09/17","119.14"	
"2020/09/18","119.51"	
"2020/09/19","119.51"	
"2020/09/20","119.51"	
"2020/09/21","119.23"	
"2020/09/22","119.04"	
"2020/09/23","118.86"	
"2020/09/24","118.49"	
