"基金名稱","亞洲債券基金"	
"2020/09/25","118.49"	
"2020/09/26","118.49"	
"2020/09/27","118.49"	
"2020/09/28","118.49"	
"2020/09/29","118.85"	
"2020/09/30","119.02"	
"2020/10/01","119.02"	
"2020/10/02","119.02"	
"2020/10/03","119.02"	
"2020/10/04","119.02"	
"2020/10/05","119.19"	
"2020/10/06","119.19"	
"2020/10/07","119.1"	
"2020/10/08","119.19"	
"2020/10/09","119.55"	
"2020/10/10","119.55"	
"2020/10/11","119.55"	
"2020/10/12","119.45"	
"2020/10/13","119.45"	
"2020/10/14","119.63"	
"2020/10/15","119.53"	
"2020/10/16","119.53"	
"2020/10/17","119.53"	
"2020/10/18","119.53"	
"2020/10/19","119.62"	
"2020/10/20","119.52"	
"2020/10/21","119.7"	
"2020/10/22","119.7"	
