"基金名稱","亞洲債券基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","107.99"	
"2019/01/02","108.17"	
"2019/01/03","108.26"	
"2019/01/04","108.63"	
"2019/01/05","108.63"	
"2019/01/06","108.63"	
"2019/01/07","108.62"	
"2019/01/08","108.34"	
"2019/01/09","108.43"	
"2019/01/10","108.8"	
"2019/01/11","108.89"	
"2019/01/12","108.89"	
"2019/01/13","108.89"	
"2019/01/14","108.97"	
"2019/01/15","108.88"	
"2019/01/16","108.88"	
"2019/01/17","108.69"	
"2019/01/18","108.6"	
"2019/01/19","108.6"	
"2019/01/20","108.6"	
"2019/01/21","108.41"	
"2019/01/22","108.41"	
"2019/01/23","108.59"	
"2019/01/24","108.68"	
"2019/01/25","109.04"	
"2019/01/26","109.04"	
"2019/01/27","109.04"	
"2019/01/28","109.13"	
"2019/01/29","109.22"	
"2019/01/30","109.4"	
"2019/01/31","110.13"	
"2019/02/01","110.13"	
"2019/02/02","110.13"	
"2019/02/03","110.13"	
"2019/02/04","109.94"	
"2019/02/05","109.94"	
"2019/02/06","109.94"	
"2019/02/07","109.94"	
"2019/02/08","109.93"	
"2019/02/09","109.93"	
"2019/02/10","109.93"	
"2019/02/11","109.83"	
"2019/02/12","109.74"	
"2019/02/13","109.83"	
"2019/02/14","109.83"	
"2019/02/15","109.92"	
"2019/02/16","109.92"	
"2019/02/17","109.92"	
"2019/02/18","110.0"	
"2019/02/19","110.09"	
"2019/02/20","110.45"	
"2019/02/21","110.09"	
"2019/02/22","110.18"	
"2019/02/23","110.18"	
"2019/02/24","110.18"	
"2019/02/25","110.44"	
"2019/02/26","110.44"	
"2019/02/27","110.35"	
"2019/02/28","110.07"	
"2019/03/01","109.7"	
"2019/03/02","109.7"	
"2019/03/03","109.7"	
"2019/03/04","109.61"	
"2019/03/05","109.6"	
"2019/03/06","109.6"	
"2019/03/07","109.69"	
"2019/03/08","109.78"	
"2019/03/09","109.78"	
"2019/03/10","109.78"	
"2019/03/11","109.87"	
"2019/03/12","110.05"	
"2019/03/13","110.14"	
"2019/03/14","109.95"	
"2019/03/15","110.04"	
"2019/03/16","110.04"	
"2019/03/17","110.04"	
"2019/03/18","110.31"	
"2019/03/19","110.4"	
"2019/03/20","110.4"	
"2019/03/21","110.85"	
"2019/03/22","110.85"	
"2019/03/23","110.85"	
"2019/03/24","110.85"	
"2019/03/25","111.21"	
"2019/03/26","111.39"	
"2019/03/27","111.3"	
"2019/03/28","111.29"	
"2019/03/29","111.29"	
"2019/03/30","111.29"	
"2019/03/31","111.29"	
"2019/04/01","111.1"	
"2019/04/02","110.92"	
"2019/04/03","111.01"	
"2019/04/04","110.91"	
"2019/04/05","110.91"	
"2019/04/06","110.91"	
"2019/04/07","110.91"	
"2019/04/08","110.72"	
"2019/04/09","110.72"	
"2019/04/10","110.54"	
"2019/04/11","110.63"	
"2019/04/12","110.71"	
"2019/04/13","110.71"	
"2019/04/14","110.71"	
"2019/04/15","110.62"	
"2019/04/16","110.52"	
"2019/04/17","110.43"	
"2019/04/18","110.34"	
"2019/04/19","110.34"	
"2019/04/20","110.34"	
"2019/04/21","110.34"	
"2019/04/22","110.34"	
"2019/04/23","110.05"	
"2019/04/24","109.87"	
"2019/04/25","109.77"	
"2019/04/26","109.95"	
"2019/04/27","109.95"	
"2019/04/28","109.95"	
"2019/04/29","110.04"	
"2019/04/30","110.04"	
"2019/05/01","110.04"	
"2019/05/02","109.76"	
"2019/05/03","109.67"	
"2019/05/04","109.67"	
"2019/05/05","109.67"	
"2019/05/06","109.75"	
"2019/05/07","109.93"	
"2019/05/08","110.02"	
"2019/05/09","109.84"	
"2019/05/10","110.02"	
"2019/05/11","110.02"	
"2019/05/12","110.02"	
"2019/05/13","110.02"	
"2019/05/14","109.83"	
"2019/05/15","109.82"	
"2019/05/16","109.91"	
"2019/05/17","109.73"	
"2019/05/18","109.73"	
"2019/05/19","109.73"	
"2019/05/20","109.72"	
"2019/05/21","109.54"	
"2019/05/22","109.44"	
"2019/05/23","109.62"	
"2019/05/24","109.99"	
"2019/05/25","109.99"	
"2019/05/26","109.99"	
"2019/05/27","109.98"	
"2019/05/28","110.07"	
"2019/05/29","110.25"	
"2019/05/30","110.07"	
"2019/05/31","110.43"	
"2019/06/01","110.43"	
"2019/06/02","110.43"	
"2019/06/03","110.79"	
"2019/06/04","111.06"	
"2019/06/05","111.15"	
"2019/06/06","111.15"	
"2019/06/07","111.15"	
"2019/06/08","111.15"	
"2019/06/09","111.15"	
"2019/06/10","111.05"	
"2019/06/11","111.05"	
"2019/06/12","111.05"	
"2019/06/13","111.23"	
"2019/06/14","111.32"	
"2019/06/15","111.32"	
"2019/06/16","111.32"	
"2019/06/17","111.13"	
"2019/06/18","111.22"	
"2019/06/19","111.4"	
"2019/06/20","112.31"	
"2019/06/21","112.12"	
"2019/06/22","112.12"	
"2019/06/23","112.12"	
"2019/06/24","112.39"	
"2019/06/25","112.57"	
"2019/06/26","112.48"	
"2019/06/27","112.48"	
"2019/06/28","112.66"	
"2019/06/29","112.66"	
"2019/06/30","112.66"	
"2019/07/01","112.66"	
"2019/07/02","112.37"	
"2019/07/03","112.74"	
"2019/07/04","112.64"	
"2019/07/05","112.64"	
"2019/07/06","112.64"	
"2019/07/07","112.64"	
"2019/07/08","112.45"	
"2019/07/09","112.27"	
"2019/07/10","112.36"	
"2019/07/11","112.9"	
"2019/07/12","112.54"	
"2019/07/13","112.54"	
"2019/07/14","112.54"	
"2019/07/15","112.71"	
"2019/07/16","112.8"	
"2019/07/17","112.62"	
"2019/07/18","112.98"	
"2019/07/19","113.07"	
"2019/07/20","113.07"	
"2019/07/21","113.07"	
"2019/07/22","112.97"	
"2019/07/23","112.79"	
"2019/07/24","112.78"	
"2019/07/25","112.87"	
"2019/07/26","112.69"	
"2019/07/27","112.69"	
"2019/07/28","112.69"	
"2019/07/29","112.5"	
"2019/07/30","112.59"	
"2019/07/31","112.77"	
"2019/08/01","112.49"	
"2019/08/02","112.67"	
"2019/08/03","112.67"	
"2019/08/04","112.67"	
"2019/08/05","112.85"	
"2019/08/06","112.94"	
"2019/08/07","113.21"	
"2019/08/08","113.76"	
"2019/08/09","113.94"	
"2019/08/10","113.94"	
"2019/08/11","113.94"	
"2019/08/12","113.75"	
"2019/08/13","113.75"	
"2019/08/14","113.74"	
"2019/08/15","114.01"	
"2019/08/16","114.29"	
"2019/08/17","114.29"	
"2019/08/18","114.29"	
"2019/08/19","114.28"	
"2019/08/20","114.19"	
"2019/08/21","114.09"	
"2019/08/22","113.82"	
"2019/08/23","113.72"	
"2019/08/24","113.72"	
"2019/08/25","113.72"	
"2019/08/26","114.08"	
"2019/08/27","114.17"	
"2019/08/28","114.17"	
"2019/08/29","114.07"	
"2019/08/30","113.8"	
"2019/08/31","113.8"	
"2019/09/01","113.8"	
"2019/09/02","113.79"	
"2019/09/03","113.79"	
"2019/09/04","114.15"	
"2019/09/05","114.24"	
"2019/09/06","114.06"	
"2019/09/07","114.06"	
"2019/09/08","114.06"	
"2019/09/09","114.05"	
"2019/09/10","113.87"	
"2019/09/11","113.59"	
"2019/09/12","113.68"	
"2019/09/13","113.59"	
"2019/09/14","113.59"	
"2019/09/15","113.59"	
"2019/09/16","113.22"	
"2019/09/17","113.21"	
"2019/09/18","113.39"	
"2019/09/19","113.39"	
"2019/09/20","113.57"	
"2019/09/21","113.57"	
"2019/09/22","113.57"	
"2019/09/23","113.66"	
"2019/09/24","113.66"	
"2019/09/25","113.65"	
