"基金名稱","亞洲債券基金"	
"2019/09/26","113.47"	
"2019/09/27","113.56"	
"2019/09/28","113.56"	
"2019/09/29","113.56"	
"2019/09/30","113.55"	
"2019/10/01","113.55"	
"2019/10/02","113.36"	
"2019/10/03","113.73"	
"2019/10/04","114.27"	
"2019/10/05","114.27"	
"2019/10/06","114.27"	
"2019/10/07","114.27"	
"2019/10/08","113.9"	
"2019/10/09","113.9"	
"2019/10/10","113.8"	
"2019/10/11","113.71"	
"2019/10/12","113.71"	
"2019/10/13","113.71"	
"2019/10/14","113.61"	
"2019/10/15","113.61"	
"2019/10/16","113.34"	
"2019/10/17","113.61"	
"2019/10/18","113.61"	
"2019/10/19","113.61"	
"2019/10/20","113.61"	
"2019/10/21","113.69"	
"2019/10/22","113.6"	
"2019/10/23","113.69"	
"2019/10/24","113.59"	
"2019/10/25","113.68"	
"2019/10/26","113.68"	
"2019/10/27","113.68"	
"2019/10/28","113.49"	
"2019/10/29","113.49"	
"2019/10/30","113.58"	
"2019/10/31","113.76"	
"2019/11/01","114.03"	
"2019/11/02","114.03"	
"2019/11/03","114.03"	
"2019/11/04","113.93"	
"2019/11/05","113.84"	
"2019/11/06","113.56"	
"2019/11/07","113.47"	
"2019/11/08","113.1"	
"2019/11/09","113.1"	
"2019/11/10","113.1"	
"2019/11/11","112.92"	
"2019/11/12","112.91"	
"2019/11/13","112.91"	
"2019/11/14","112.82"	
"2019/11/15","113.0"	
"2019/11/16","113.0"	
"2019/11/17","113.0"	
"2019/11/18","113.08"	
"2019/11/19","113.26"	
"2019/11/20","113.35"	
"2019/11/21","113.35"	
"2019/11/22","113.17"	
"2019/11/23","113.17"	
"2019/11/24","113.17"	
"2019/11/25","113.16"	
"2019/11/26","113.34"	
"2019/11/27","113.5"	
"2019/11/28","113.32"	
"2019/11/29","113.41"	
"2019/11/30","113.41"	
"2019/12/01","113.41"	
"2019/12/02","113.31"	
"2019/12/03","113.13"	
"2019/12/04","113.4"	
"2019/12/05","113.3"	
"2019/12/06","113.3"	
"2019/12/07","113.3"	
"2019/12/08","113.3"	
"2019/12/09","113.3"	
"2019/12/10","113.29"	
"2019/12/11","113.2"	
"2019/12/12","113.38"	
"2019/12/13","113.11"	
"2019/12/14","113.11"	
"2019/12/15","113.11"	
"2019/12/16","113.37"	
"2019/12/17","113.19"	
"2019/12/18","113.09"	
"2019/12/19","113.18"	
"2019/12/20","113.27"	
"2019/12/21","113.27"	
"2019/12/22","113.27"	
"2019/12/23","113.17"	
"2019/12/24","113.35"	
"2019/12/25","113.35"	
"2019/12/26","113.35"	
"2019/12/27","113.53"	
"2019/12/28","113.53"	
"2019/12/29","113.53"	
"2019/12/30","113.71"	
"2019/12/31","113.8"	
