"基金名稱","亞洲債券基金"	
"2018/09/26","105.35"	
"2018/09/27","105.44"	
"2018/09/28","105.72"	
"2018/09/29","105.72"	
"2018/09/30","105.72"	
"2018/10/01","105.72"	
"2018/10/02","105.62"	
"2018/10/03","105.52"	
"2018/10/04","104.79"	
"2018/10/05","104.6"	
"2018/10/06","104.6"	
"2018/10/07","104.6"	
"2018/10/08","104.32"	
"2018/10/09","104.31"	
"2018/10/10","104.5"	
"2018/10/11","104.77"	
"2018/10/12","104.86"	
"2018/10/13","104.86"	
"2018/10/14","104.86"	
"2018/10/15","105.13"	
"2018/10/16","105.13"	
"2018/10/17","105.13"	
"2018/10/18","105.03"	
"2018/10/19","105.12"	
"2018/10/20","105.12"	
"2018/10/21","105.12"	
"2018/10/22","104.93"	
"2018/10/23","104.84"	
"2018/10/24","105.02"	
"2018/10/25","105.02"	
"2018/10/26","105.02"	
"2018/10/27","105.02"	
"2018/10/28","105.02"	
"2018/10/29","105.2"	
"2018/10/30","105.19"	
"2018/10/31","104.92"	
"2018/11/01","105.28"	
"2018/11/02","105.37"	
"2018/11/03","105.37"	
"2018/11/04","105.37"	
"2018/11/05","105.37"	
"2018/11/06","105.46"	
"2018/11/07","105.73"	
"2018/11/08","105.73"	
"2018/11/09","105.45"	
"2018/11/10","105.45"	
"2018/11/11","105.45"	
"2018/11/12","105.26"	
"2018/11/13","105.35"	
"2018/11/14","105.53"	
"2018/11/15","105.81"	
"2018/11/16","105.99"	
"2018/11/17","105.99"	
"2018/11/18","105.99"	
"2018/11/19","106.26"	
"2018/11/20","106.16"	
"2018/11/21","106.16"	
"2018/11/22","106.16"	
"2018/11/23","106.06"	
"2018/11/24","106.06"	
"2018/11/25","106.06"	
"2018/11/26","106.15"	
"2018/11/27","106.15"	
"2018/11/28","106.14"	
"2018/11/29","106.59"	
"2018/11/30","106.59"	
"2018/12/01","106.59"	
"2018/12/02","106.59"	
"2018/12/03","106.86"	
"2018/12/04","107.13"	
"2018/12/05","107.04"	
"2018/12/06","107.04"	
"2018/12/07","107.13"	
"2018/12/08","107.13"	
"2018/12/09","107.13"	
"2018/12/10","107.21"	
"2018/12/11","106.93"	
"2018/12/12","106.84"	
"2018/12/13","106.84"	
"2018/12/14","106.65"	
"2018/12/15","106.65"	
"2018/12/16","106.65"	
"2018/12/17","106.83"	
"2018/12/18","107.2"	
"2018/12/19","107.47"	
"2018/12/20","107.47"	
"2018/12/21","107.37"	
"2018/12/22","107.37"	
"2018/12/23","107.37"	
"2018/12/24","107.37"	
"2018/12/25","107.37"	
"2018/12/26","107.37"	
"2018/12/27","107.54"	
"2018/12/28","107.73"	
"2018/12/29","107.73"	
"2018/12/30","107.73"	
"2018/12/31","107.99"	
