"基金名稱","全球基金"	
"貨幣","HKD"	
"成立日期","2007/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","81.21"	
"2012/01/02","81.21"	
"2012/01/03","82.97"	
"2012/01/04","82.91"	
"2012/01/05","82.48"	
"2012/01/06","81.96"	
"2012/01/07","81.96"	
"2012/01/08","81.96"	
"2012/01/09","82.28"	
"2012/01/10","83.29"	
"2012/01/11","83.34"	
"2012/01/12","83.63"	
"2012/01/13","82.97"	
"2012/01/14","82.97"	
"2012/01/15","82.97"	
"2012/01/16","82.98"	
"2012/01/17","83.62"	
"2012/01/18","84.95"	
"2012/01/19","85.55"	
"2012/01/20","85.66"	
"2012/01/21","85.66"	
"2012/01/22","85.66"	
"2012/01/23","85.66"	
"2012/01/24","85.66"	
"2012/01/25","85.66"	
"2012/01/26","86.14"	
"2012/01/27","86.2"	
"2012/01/28","86.2"	
"2012/01/29","86.2"	
"2012/01/30","85.57"	
"2012/01/31","85.67"	
"2012/02/01","86.84"	
"2012/02/02","87.08"	
"2012/02/03","88.31"	
"2012/02/04","88.31"	
"2012/02/05","88.31"	
"2012/02/06","88.08"	
"2012/02/07","88.49"	
"2012/02/08","88.73"	
"2012/02/09","88.9"	
"2012/02/10","87.74"	
"2012/02/11","87.74"	
"2012/02/12","87.74"	
"2012/02/13","88.59"	
"2012/02/14","88.07"	
"2012/02/15","87.76"	
"2012/02/16","88.85"	
"2012/02/17","89.22"	
"2012/02/18","89.22"	
"2012/02/19","89.22"	
"2012/02/20","89.22"	
"2012/02/21","89.15"	
"2012/02/22","88.92"	
"2012/02/23","89.42"	
"2012/02/24","89.69"	
"2012/02/25","89.69"	
"2012/02/26","89.69"	
"2012/02/27","89.56"	
"2012/02/28","90.22"	
"2012/02/29","89.43"	
"2012/03/01","90.34"	
"2012/03/02","89.92"	
"2012/03/03","89.92"	
"2012/03/04","89.92"	
"2012/03/05","89.33"	
"2012/03/06","87.25"	
"2012/03/07","88.02"	
"2012/03/08","89.33"	
"2012/03/09","89.24"	
"2012/03/10","89.24"	
"2012/03/11","89.24"	
"2012/03/12","88.97"	
"2012/03/13","90.69"	
"2012/03/14","90.28"	
"2012/03/15","90.92"	
"2012/03/16","91.2"	
"2012/03/17","91.2"	
"2012/03/18","91.2"	
"2012/03/19","91.52"	
"2012/03/20","90.86"	
"2012/03/21","90.63"	
"2012/03/22","89.89"	
"2012/03/23","90.37"	
"2012/03/24","90.37"	
"2012/03/25","90.37"	
"2012/03/26","91.47"	
"2012/03/27","91.04"	
"2012/03/28","90.48"	
"2012/03/29","90.22"	
"2012/03/30","90.62"	
"2012/03/31","90.62"	
"2012/04/01","90.62"	
"2012/04/02","91.52"	
"2012/04/03","90.74"	
"2012/04/04","90.74"	
"2012/04/05","89.13"	
"2012/04/06","89.13"	
"2012/04/07","89.13"	
"2012/04/08","89.13"	
"2012/04/09","89.13"	
"2012/04/10","86.75"	
"2012/04/11","87.47"	
"2012/04/12","88.93"	
"2012/04/13","87.54"	
"2012/04/14","87.54"	
"2012/04/15","87.54"	
"2012/04/16","87.56"	
"2012/04/17","88.77"	
"2012/04/18","88.38"	
"2012/04/19","87.94"	
"2012/04/20","88.38"	
"2012/04/21","88.38"	
"2012/04/22","88.38"	
"2012/04/23","87.29"	
"2012/04/24","87.67"	
"2012/04/25","88.61"	
"2012/04/26","89.09"	
"2012/04/27","89.42"	
"2012/04/28","89.42"	
"2012/04/29","89.42"	
"2012/04/30","88.98"	
"2012/05/01","88.98"	
"2012/05/02","89.07"	
"2012/05/03","88.42"	
"2012/05/04","86.95"	
"2012/05/05","86.95"	
"2012/05/06","86.95"	
"2012/05/07","87.33"	
"2012/05/08","86.3"	
"2012/05/09","85.54"	
"2012/05/10","85.81"	
"2012/05/11","85.34"	
"2012/05/12","85.34"	
"2012/05/13","85.34"	
"2012/05/14","83.96"	
"2012/05/15","83.14"	
"2012/05/16","82.66"	
"2012/05/17","81.38"	
"2012/05/18","80.75"	
"2012/05/19","80.75"	
"2012/05/20","80.75"	
"2012/05/21","82.33"	
"2012/05/22","82.11"	
"2012/05/23","81.96"	
"2012/05/24","81.76"	
"2012/05/25","81.69"	
"2012/05/26","81.69"	
"2012/05/27","81.69"	
"2012/05/28","81.68"	
"2012/05/29","82.72"	
"2012/05/30","81.24"	
"2012/05/31","81.28"	
"2012/06/01","79.3"	
"2012/06/02","79.3"	
"2012/06/03","79.3"	
"2012/06/04","79.46"	
"2012/06/05","79.92"	
"2012/06/06","81.9"	
"2012/06/07","82.08"	
"2012/06/08","82.24"	
"2012/06/09","82.24"	
"2012/06/10","82.24"	
"2012/06/11","81.46"	
"2012/06/12","82.34"	
"2012/06/13","81.78"	
"2012/06/14","82.55"	
"2012/06/15","83.47"	
"2012/06/16","83.47"	
"2012/06/17","83.47"	
"2012/06/18","83.58"	
"2012/06/19","84.65"	
"2012/06/20","84.44"	
"2012/06/21","81.91"	
"2012/06/22","82.56"	
"2012/06/23","82.56"	
"2012/06/24","82.56"	
"2012/06/25","81.39"	
"2012/06/26","81.85"	
"2012/06/27","82.56"	
"2012/06/28","82.42"	
"2012/06/29","85.0"	
"2012/06/30","85.0"	
"2012/07/01","85.0"	
"2012/07/02","85.0"	
"2012/07/03","86.12"	
"2012/07/04","86.12"	
"2012/07/05","85.39"	
"2012/07/06","84.49"	
"2012/07/07","84.49"	
"2012/07/08","84.49"	
"2012/07/09","84.37"	
"2012/07/10","83.64"	
"2012/07/11","83.74"	
"2012/07/12","83.22"	
"2012/07/13","84.59"	
"2012/07/14","84.59"	
"2012/07/15","84.59"	
"2012/07/16","84.49"	
"2012/07/17","85.01"	
"2012/07/18","85.59"	
"2012/07/19","86.01"	
"2012/07/20","84.83"	
"2012/07/21","84.83"	
"2012/07/22","84.83"	
"2012/07/23","83.54"	
"2012/07/24","82.82"	
"2012/07/25","82.86"	
"2012/07/26","84.67"	
"2012/07/27","86.49"	
"2012/07/28","86.49"	
"2012/07/29","86.49"	
"2012/07/30","86.38"	
"2012/07/31","85.72"	
"2012/08/01","85.58"	
"2012/08/02","84.79"	
"2012/08/03","86.84"	
"2012/08/04","86.84"	
"2012/08/05","86.84"	
"2012/08/06","87.24"	
"2012/08/07","87.67"	
"2012/08/08","87.88"	
"2012/08/09","87.93"	
"2012/08/10","88.15"	
"2012/08/11","88.15"	
"2012/08/12","88.15"	
"2012/08/13","87.82"	
"2012/08/14","87.8"	
"2012/08/15","87.82"	
"2012/08/16","88.66"	
"2012/08/17","88.74"	
"2012/08/18","88.74"	
"2012/08/19","88.74"	
"2012/08/20","88.71"	
"2012/08/21","88.56"	
"2012/08/22","88.53"	
"2012/08/23","87.84"	
"2012/08/24","88.12"	
"2012/08/25","88.12"	
"2012/08/26","88.12"	
"2012/08/27","87.97"	
"2012/08/28","87.92"	
"2012/08/29","87.68"	
"2012/08/30","86.87"	
"2012/08/31","87.42"	
"2012/09/01","87.42"	
"2012/09/02","87.42"	
"2012/09/03","87.41"	
"2012/09/04","86.93"	
"2012/09/05","87.04"	
"2012/09/06","88.93"	
"2012/09/07","89.8"	
"2012/09/08","89.8"	
"2012/09/09","89.8"	
"2012/09/10","89.03"	
"2012/09/11","89.59"	
"2012/09/12","89.97"	
"2012/09/13","91.57"	
"2012/09/14","92.14"	
"2012/09/15","92.14"	
"2012/09/16","92.14"	
"2012/09/17","91.71"	
"2012/09/18","91.54"	
"2012/09/19","91.65"	
"2012/09/20","91.37"	
"2012/09/21","91.25"	
"2012/09/22","91.25"	
"2012/09/23","91.25"	
"2012/09/24","91.05"	
"2012/09/25","89.83"	
"2012/09/26","89.31"	
"2012/09/27","90.22"	
"2012/09/28","89.4"	
"2012/09/29","89.4"	
"2012/09/30","89.4"	
"2012/10/01","89.4"	
"2012/10/02","89.4"	
"2012/10/03","90.01"	
"2012/10/04","90.9"	
"2012/10/05","90.92"	
"2012/10/06","90.92"	
"2012/10/07","90.92"	
"2012/10/08","90.62"	
"2012/10/09","89.64"	
"2012/10/10","89.13"	
"2012/10/11","89.43"	
"2012/10/12","89.12"	
"2012/10/13","89.12"	
"2012/10/14","89.12"	
"2012/10/15","89.94"	
"2012/10/16","91.01"	
"2012/10/17","91.53"	
"2012/10/18","91.28"	
"2012/10/19","89.9"	
"2012/10/20","89.9"	
"2012/10/21","89.9"	
"2012/10/22","90.15"	
"2012/10/23","90.15"	
"2012/10/24","88.53"	
"2012/10/25","88.94"	
"2012/10/26","88.83"	
"2012/10/27","88.83"	
"2012/10/28","88.83"	
"2012/10/29","88.83"	
"2012/10/30","88.83"	
"2012/10/31","88.51"	
"2012/11/01","89.71"	
"2012/11/02","88.92"	
"2012/11/03","88.92"	
"2012/11/04","88.92"	
"2012/11/05","89.01"	
"2012/11/06","89.73"	
"2012/11/07","87.93"	
"2012/11/08","86.92"	
"2012/11/09","86.87"	
"2012/11/10","86.87"	
"2012/11/11","86.87"	
"2012/11/12","86.88"	
"2012/11/13","86.51"	
"2012/11/14","85.46"	
"2012/11/15","85.48"	
"2012/11/16","85.7"	
"2012/11/17","85.7"	
"2012/11/18","85.7"	
"2012/11/19","87.44"	
"2012/11/20","87.5"	
"2012/11/21","87.62"	
"2012/11/22","87.62"	
"2012/11/23","88.95"	
"2012/11/24","88.95"	
"2012/11/25","88.95"	
"2012/11/26","88.78"	
"2012/11/27","88.17"	
"2012/11/28","88.82"	
"2012/11/29","89.38"	
"2012/11/30","89.34"	
"2012/12/01","89.34"	
"2012/12/02","89.34"	
"2012/12/03","89.19"	
"2012/12/04","89.1"	
"2012/12/05","89.38"	
"2012/12/06","89.71"	
"2012/12/07","89.95"	
"2012/12/08","89.95"	
"2012/12/09","89.95"	
"2012/12/10","90.15"	
"2012/12/11","90.69"	
"2012/12/12","90.86"	
"2012/12/13","90.43"	
"2012/12/14","90.44"	
"2012/12/15","90.44"	
"2012/12/16","90.44"	
"2012/12/17","90.97"	
"2012/12/18","91.7"	
"2012/12/19","91.29"	
"2012/12/20","92.0"	
"2012/12/21","91.48"	
"2012/12/22","91.48"	
"2012/12/23","91.48"	
"2012/12/24","91.18"	
"2012/12/25","91.18"	
"2012/12/26","91.18"	
"2012/12/27","91.06"	
"2012/12/28","90.2"	
"2012/12/29","90.2"	
"2012/12/30","90.2"	
"2012/12/31","91.67"	
