"基金名稱","全球基金"	
"貨幣","HKD"	
"成立日期","2007/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","113.99"	
"2017/01/02","113.99"	
"2017/01/03","115.27"	
"2017/01/04","116.07"	
"2017/01/05","116.56"	
"2017/01/06","116.43"	
"2017/01/07","116.43"	
"2017/01/08","116.43"	
"2017/01/09","116.12"	
"2017/01/10","116.28"	
"2017/01/11","117.03"	
"2017/01/12","117.15"	
"2017/01/13","117.28"	
"2017/01/14","117.28"	
"2017/01/15","117.28"	
"2017/01/16","117.28"	
"2017/01/17","117.12"	
"2017/01/18","117.0"	
"2017/01/19","116.83"	
"2017/01/20","117.61"	
"2017/01/21","117.61"	
"2017/01/22","117.61"	
"2017/01/23","118.17"	
"2017/01/24","118.66"	
"2017/01/25","119.89"	
"2017/01/26","119.42"	
"2017/01/27","119.42"	
"2017/01/28","119.42"	
"2017/01/29","119.42"	
"2017/01/30","119.42"	
"2017/01/31","119.42"	
"2017/02/01","118.72"	
"2017/02/02","118.9"	
"2017/02/03","119.53"	
"2017/02/04","119.53"	
"2017/02/05","119.53"	
"2017/02/06","118.76"	
"2017/02/07","118.7"	
"2017/02/08","119.2"	
"2017/02/09","119.74"	
"2017/02/10","120.56"	
"2017/02/11","120.56"	
"2017/02/12","120.56"	
"2017/02/13","121.2"	
"2017/02/14","121.53"	
"2017/02/15","122.37"	
"2017/02/16","122.19"	
"2017/02/17","122.06"	
"2017/02/18","122.06"	
"2017/02/19","122.06"	
"2017/02/20","122.05"	
"2017/02/21","123.13"	
"2017/02/22","123.01"	
"2017/02/23","122.97"	
"2017/02/24","122.26"	
"2017/02/25","122.26"	
"2017/02/26","122.26"	
"2017/02/27","122.46"	
"2017/02/28","121.82"	
"2017/03/01","123.69"	
"2017/03/02","122.34"	
"2017/03/03","123.17"	
"2017/03/04","123.17"	
"2017/03/05","123.17"	
"2017/03/06","122.69"	
"2017/03/07","122.32"	
"2017/03/08","121.5"	
"2017/03/09","121.47"	
"2017/03/10","122.22"	
"2017/03/11","122.22"	
"2017/03/12","122.22"	
"2017/03/13","122.65"	
"2017/03/14","121.86"	
"2017/03/15","123.7"	
"2017/03/16","123.7"	
"2017/03/17","123.47"	
"2017/03/18","123.47"	
"2017/03/19","123.47"	
"2017/03/20","123.68"	
"2017/03/21","122.07"	
"2017/03/22","122.37"	
"2017/03/23","122.27"	
"2017/03/24","122.54"	
"2017/03/25","122.54"	
"2017/03/26","122.54"	
"2017/03/27","122.55"	
"2017/03/28","123.31"	
"2017/03/29","123.81"	
"2017/03/30","123.6"	
"2017/03/31","123.31"	
"2017/04/01","123.31"	
"2017/04/02","123.31"	
"2017/04/03","123.38"	
"2017/04/04","123.38"	
"2017/04/05","122.98"	
"2017/04/06","122.86"	
"2017/04/07","122.94"	
"2017/04/08","122.94"	
"2017/04/09","122.94"	
"2017/04/10","123.04"	
"2017/04/11","123.02"	
"2017/04/12","122.56"	
"2017/04/13","121.54"	
"2017/04/14","121.54"	
"2017/04/15","121.54"	
"2017/04/16","121.54"	
"2017/04/17","121.54"	
"2017/04/18","122.42"	
"2017/04/19","121.75"	
"2017/04/20","122.59"	
"2017/04/21","122.36"	
"2017/04/22","122.36"	
"2017/04/23","122.36"	
"2017/04/24","124.39"	
"2017/04/25","125.08"	
"2017/04/26","124.6"	
"2017/04/27","124.58"	
"2017/04/28","124.58"	
"2017/04/29","124.58"	
"2017/04/30","124.58"	
"2017/05/01","124.58"	
"2017/05/02","125.56"	
"2017/05/03","125.56"	
"2017/05/04","125.05"	
"2017/05/05","126.14"	
"2017/05/06","126.14"	
"2017/05/07","126.14"	
"2017/05/08","125.57"	
"2017/05/09","125.68"	
"2017/05/10","126.28"	
"2017/05/11","126.24"	
"2017/05/12","126.75"	
"2017/05/13","126.75"	
"2017/05/14","126.75"	
"2017/05/15","127.48"	
"2017/05/16","127.74"	
"2017/05/17","125.53"	
"2017/05/18","123.25"	
"2017/05/19","125.21"	
"2017/05/20","125.21"	
"2017/05/21","125.21"	
"2017/05/22","125.28"	
"2017/05/23","125.62"	
"2017/05/24","126.11"	
"2017/05/25","126.23"	
"2017/05/26","126.42"	
"2017/05/27","126.42"	
"2017/05/28","126.42"	
"2017/05/29","126.45"	
"2017/05/30","126.45"	
"2017/05/31","125.87"	
"2017/06/01","126.66"	
"2017/06/02","127.32"	
"2017/06/03","127.32"	
"2017/06/04","127.32"	
"2017/06/05","127.08"	
"2017/06/06","126.98"	
"2017/06/07","127.13"	
"2017/06/08","127.06"	
"2017/06/09","126.65"	
"2017/06/10","126.65"	
"2017/06/11","126.65"	
"2017/06/12","126.37"	
"2017/06/13","127.09"	
"2017/06/14","127.16"	
"2017/06/15","126.44"	
"2017/06/16","126.76"	
"2017/06/17","126.76"	
"2017/06/18","126.76"	
"2017/06/19","127.51"	
"2017/06/20","126.0"	
"2017/06/21","125.91"	
"2017/06/22","125.99"	
"2017/06/23","126.21"	
"2017/06/24","126.21"	
"2017/06/25","126.21"	
"2017/06/26","126.81"	
"2017/06/27","125.92"	
"2017/06/28","127.16"	
"2017/06/29","126.09"	
"2017/06/30","126.41"	
"2017/07/01","126.41"	
"2017/07/02","126.41"	
"2017/07/03","126.68"	
"2017/07/04","126.66"	
"2017/07/05","126.83"	
"2017/07/06","125.82"	
"2017/07/07","126.42"	
"2017/07/08","126.42"	
"2017/07/09","126.42"	
"2017/07/10","127.0"	
"2017/07/11","127.3"	
"2017/07/12","128.62"	
"2017/07/13","128.89"	
"2017/07/14","129.71"	
"2017/07/15","129.71"	
"2017/07/16","129.71"	
"2017/07/17","129.53"	
"2017/07/18","129.75"	
"2017/07/19","130.31"	
"2017/07/20","130.55"	
"2017/07/21","130.22"	
"2017/07/22","130.22"	
"2017/07/23","130.22"	
"2017/07/24","130.12"	
"2017/07/25","130.43"	
"2017/07/26","130.76"	
"2017/07/27","130.44"	
"2017/07/28","130.53"	
"2017/07/29","130.53"	
"2017/07/30","130.53"	
"2017/07/31","130.72"	
"2017/08/01","131.26"	
"2017/08/02","131.52"	
"2017/08/03","131.41"	
"2017/08/04","131.52"	
"2017/08/05","131.52"	
"2017/08/06","131.52"	
"2017/08/07","131.93"	
"2017/08/08","131.63"	
"2017/08/09","131.24"	
"2017/08/10","129.36"	
"2017/08/11","129.51"	
"2017/08/12","129.51"	
"2017/08/13","129.51"	
"2017/08/14","130.67"	
"2017/08/15","130.82"	
"2017/08/16","131.43"	
"2017/08/17","129.5"	
"2017/08/18","129.91"	
"2017/08/19","129.91"	
"2017/08/20","129.91"	
"2017/08/21","129.96"	
"2017/08/22","131.05"	
"2017/08/23","131.05"	
"2017/08/24","131.04"	
"2017/08/25","131.33"	
"2017/08/26","131.33"	
"2017/08/27","131.33"	
"2017/08/28","131.16"	
"2017/08/29","131.15"	
"2017/08/30","131.36"	
"2017/08/31","132.07"	
"2017/09/01","132.6"	
"2017/09/02","132.6"	
"2017/09/03","132.6"	
"2017/09/04","132.58"	
"2017/09/05","131.68"	
"2017/09/06","132.65"	
"2017/09/07","133.02"	
"2017/09/08","132.47"	
"2017/09/09","132.47"	
"2017/09/10","132.47"	
"2017/09/11","133.96"	
"2017/09/12","134.23"	
"2017/09/13","134.0"	
"2017/09/14","134.12"	
"2017/09/15","134.46"	
"2017/09/16","134.46"	
"2017/09/17","134.46"	
"2017/09/18","134.66"	
"2017/09/19","134.68"	
"2017/09/20","134.83"	
"2017/09/21","134.37"	
"2017/09/22","134.59"	
"2017/09/23","134.59"	
"2017/09/24","134.59"	
"2017/09/25","133.8"	
"2017/09/26","133.58"	
"2017/09/27","133.44"	
"2017/09/28","133.68"	
"2017/09/29","134.4"	
"2017/09/30","134.4"	
"2017/10/01","134.4"	
"2017/10/02","134.4"	
"2017/10/03","135.63"	
"2017/10/04","135.58"	
"2017/10/05","135.58"	
"2017/10/06","135.52"	
"2017/10/07","135.52"	
"2017/10/08","135.52"	
"2017/10/09","134.97"	
"2017/10/10","135.85"	
"2017/10/11","136.11"	
"2017/10/12","135.89"	
"2017/10/13","136.46"	
"2017/10/14","136.46"	
"2017/10/15","136.46"	
"2017/10/16","136.41"	
"2017/10/17","136.34"	
"2017/10/18","136.49"	
"2017/10/19","136.28"	
"2017/10/20","136.49"	
"2017/10/21","136.49"	
"2017/10/22","136.49"	
"2017/10/23","135.63"	
"2017/10/24","136.01"	
"2017/10/25","135.47"	
"2017/10/26","135.07"	
"2017/10/27","136.1"	
"2017/10/28","136.1"	
"2017/10/29","136.1"	
"2017/10/30","135.35"	
"2017/10/31","135.57"	
"2017/11/01","135.61"	
"2017/11/02","135.78"	
"2017/11/03","135.69"	
"2017/11/04","135.69"	
"2017/11/05","135.69"	
"2017/11/06","136.44"	
"2017/11/07","135.75"	
"2017/11/08","136.41"	
"2017/11/09","135.56"	
"2017/11/10","135.02"	
"2017/11/11","135.02"	
"2017/11/12","135.02"	
"2017/11/13","134.9"	
"2017/11/14","134.21"	
"2017/11/15","133.7"	
"2017/11/16","135.14"	
"2017/11/17","135.27"	
"2017/11/18","135.27"	
"2017/11/19","135.27"	
"2017/11/20","135.34"	
"2017/11/21","136.39"	
"2017/11/22","136.62"	
"2017/11/23","136.59"	
"2017/11/24","136.87"	
"2017/11/25","136.87"	
"2017/11/26","136.87"	
"2017/11/27","136.31"	
"2017/11/28","137.49"	
"2017/11/29","136.79"	
"2017/11/30","136.95"	
"2017/12/01","136.87"	
"2017/12/02","136.87"	
"2017/12/03","136.87"	
"2017/12/04","136.89"	
"2017/12/05","136.4"	
"2017/12/06","136.26"	
"2017/12/07","136.17"	
"2017/12/08","136.9"	
"2017/12/09","136.9"	
"2017/12/10","136.9"	
"2017/12/11","137.28"	
"2017/12/12","137.81"	
"2017/12/13","137.62"	
"2017/12/14","136.95"	
"2017/12/15","137.72"	
"2017/12/16","137.72"	
"2017/12/17","137.72"	
"2017/12/18","139.37"	
"2017/12/19","138.58"	
"2017/12/20","138.61"	
"2017/12/21","139.06"	
"2017/12/22","139.03"	
"2017/12/23","139.03"	
"2017/12/24","139.03"	
"2017/12/25","139.03"	
"2017/12/26","139.03"	
"2017/12/27","139.14"	
"2017/12/28","139.56"	
"2017/12/29","139.47"	
"2017/12/30","139.47"	
"2017/12/31","139.47"	
