"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2010/01/01","110.52"	
"2010/01/02","110.52"	
"2010/01/03","110.52"	
"2010/01/04","110.52"	
"2010/01/05","110.52"	
"2010/01/06","110.52"	
"2010/01/07","110.52"	
"2010/01/08","110.52"	
"2010/01/09","110.52"	
"2010/01/10","110.52"	
"2010/01/11","110.52"	
"2010/01/12","110.52"	
"2010/01/13","110.52"	
"2010/01/14","110.52"	
"2010/01/15","110.52"	
"2010/01/16","110.52"	
"2010/01/17","110.52"	
"2010/01/18","110.52"	
"2010/01/19","110.52"	
"2010/01/20","110.52"	
"2010/01/21","110.52"	
"2010/01/22","110.52"	
"2010/01/23","110.52"	
"2010/01/24","110.52"	
"2010/01/25","110.52"	
"2010/01/26","110.53"	
"2010/01/27","110.53"	
"2010/01/28","110.53"	
"2010/01/29","110.55"	
"2010/01/30","110.55"	
"2010/01/31","110.55"	
"2010/02/01","110.55"	
"2010/02/02","110.55"	
"2010/02/03","110.55"	
"2010/02/04","110.55"	
"2010/02/05","110.55"	
"2010/02/06","110.55"	
"2010/02/07","110.55"	
"2010/02/08","110.55"	
"2010/02/09","110.55"	
"2010/02/10","110.55"	
"2010/02/11","110.55"	
"2010/02/12","110.55"	
"2010/02/13","110.55"	
"2010/02/14","110.55"	
"2010/02/15","110.55"	
"2010/02/16","110.55"	
"2010/02/17","110.55"	
"2010/02/18","110.55"	
"2010/02/19","110.55"	
"2010/02/20","110.55"	
"2010/02/21","110.55"	
"2010/02/22","110.55"	
"2010/02/23","110.55"	
"2010/02/24","110.55"	
"2010/02/25","110.55"	
"2010/02/26","110.56"	
"2010/02/27","110.56"	
"2010/02/28","110.56"	
"2010/03/01","110.56"	
"2010/03/02","110.56"	
"2010/03/03","110.56"	
"2010/03/04","110.56"	
"2010/03/05","110.56"	
"2010/03/06","110.56"	
"2010/03/07","110.56"	
"2010/03/08","110.56"	
"2010/03/09","110.56"	
"2010/03/10","110.56"	
"2010/03/11","110.56"	
"2010/03/12","110.56"	
"2010/03/13","110.56"	
"2010/03/14","110.56"	
"2010/03/15","110.56"	
"2010/03/16","110.56"	
"2010/03/17","110.56"	
"2010/03/18","110.56"	
"2010/03/19","110.56"	
"2010/03/20","110.56"	
"2010/03/21","110.56"	
"2010/03/22","110.56"	
"2010/03/23","110.56"	
"2010/03/24","110.56"	
"2010/03/25","110.56"	
"2010/03/26","110.56"	
"2010/03/27","110.56"	
"2010/03/28","110.56"	
"2010/03/29","110.56"	
"2010/03/30","110.56"	
"2010/03/31","110.57"	
"2010/04/01","110.57"	
"2010/04/02","110.57"	
"2010/04/03","110.57"	
"2010/04/04","110.57"	
"2010/04/05","110.57"	
"2010/04/06","110.57"	
"2010/04/07","110.57"	
"2010/04/08","110.57"	
"2010/04/09","110.57"	
"2010/04/10","110.57"	
"2010/04/11","110.57"	
"2010/04/12","110.57"	
"2010/04/13","110.57"	
"2010/04/14","110.57"	
"2010/04/15","110.57"	
"2010/04/16","110.57"	
"2010/04/17","110.57"	
"2010/04/18","110.57"	
