"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2014/01/01","111.16"	
"2014/01/02","111.16"	
"2014/01/03","111.16"	
"2014/01/04","111.16"	
"2014/01/05","111.16"	
"2014/01/06","111.16"	
"2014/01/07","111.16"	
"2014/01/08","111.16"	
"2014/01/09","111.16"	
"2014/01/10","111.16"	
"2014/01/11","111.16"	
"2014/01/12","111.16"	
"2014/01/13","111.16"	
"2014/01/14","111.16"	
"2014/01/15","111.16"	
"2014/01/16","111.16"	
"2014/01/17","111.16"	
"2014/01/18","111.16"	
"2014/01/19","111.16"	
"2014/01/20","111.16"	
"2014/01/21","111.16"	
"2014/01/22","111.16"	
"2014/01/23","111.16"	
"2014/01/24","111.16"	
"2014/01/25","111.16"	
"2014/01/26","111.16"	
"2014/01/27","111.16"	
"2014/01/28","111.16"	
"2014/01/29","111.16"	
"2014/01/30","111.17"	
"2014/01/31","111.17"	
"2014/02/01","111.17"	
"2014/02/02","111.17"	
"2014/02/03","111.17"	
"2014/02/04","111.17"	
"2014/02/05","111.17"	
"2014/02/06","111.17"	
"2014/02/07","111.17"	
"2014/02/08","111.17"	
"2014/02/09","111.17"	
"2014/02/10","111.17"	
"2014/02/11","111.17"	
"2014/02/12","111.17"	
"2014/02/13","111.17"	
"2014/02/14","111.17"	
"2014/02/15","111.17"	
"2014/02/16","111.17"	
"2014/02/17","111.17"	
"2014/02/18","111.17"	
"2014/02/19","111.17"	
"2014/02/20","111.17"	
"2014/02/21","111.17"	
"2014/02/22","111.17"	
"2014/02/23","111.17"	
"2014/02/24","111.17"	
"2014/02/25","111.17"	
"2014/02/26","111.17"	
"2014/02/27","111.17"	
"2014/02/28","111.18"	
"2014/03/01","111.18"	
"2014/03/02","111.18"	
"2014/03/03","111.18"	
"2014/03/04","111.18"	
"2014/03/05","111.18"	
"2014/03/06","111.18"	
"2014/03/07","111.18"	
"2014/03/08","111.18"	
"2014/03/09","111.18"	
"2014/03/10","111.18"	
"2014/03/11","111.18"	
"2014/03/12","111.18"	
"2014/03/13","111.18"	
"2014/03/14","111.18"	
"2014/03/15","111.18"	
"2014/03/16","111.18"	
"2014/03/17","111.18"	
"2014/03/18","111.18"	
"2014/03/19","111.18"	
"2014/03/20","111.18"	
"2014/03/21","111.18"	
"2014/03/22","111.18"	
"2014/03/23","111.18"	
"2014/03/24","111.18"	
"2014/03/25","111.18"	
"2014/03/26","111.18"	
"2014/03/27","111.18"	
"2014/03/28","111.18"	
"2014/03/29","111.18"	
"2014/03/30","111.18"	
"2014/03/31","111.19"	
"2014/04/01","111.19"	
"2014/04/02","111.19"	
"2014/04/03","111.19"	
"2014/04/04","111.19"	
"2014/04/05","111.19"	
"2014/04/06","111.19"	
"2014/04/07","111.19"	
"2014/04/08","111.19"	
"2014/04/09","111.19"	
"2014/04/10","111.19"	
"2014/04/11","111.19"	
"2014/04/12","111.19"	
"2014/04/13","111.19"	
"2014/04/14","111.19"	
"2014/04/15","111.19"	
"2014/04/16","111.19"	
"2014/04/17","111.19"	
"2014/04/18","111.19"	
