"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2006/01/01","104.06"	
"2006/01/02","104.07"	
"2006/01/03","104.08"	
"2006/01/04","104.08"	
"2006/01/05","104.09"	
"2006/01/06","104.1"	
"2006/01/07","104.1"	
"2006/01/08","104.11"	
"2006/01/09","104.12"	
"2006/01/10","104.12"	
"2006/01/11","104.13"	
"2006/01/12","104.13"	
"2006/01/13","104.14"	
"2006/01/14","104.15"	
"2006/01/15","104.16"	
"2006/01/16","104.16"	
"2006/01/17","104.17"	
"2006/01/18","104.18"	
"2006/01/19","104.18"	
"2006/01/20","104.19"	
"2006/01/21","104.2"	
"2006/01/22","104.2"	
"2006/01/23","104.21"	
"2006/01/24","104.22"	
"2006/01/25","104.22"	
"2006/01/26","104.23"	
"2006/01/27","104.24"	
"2006/01/28","104.25"	
"2006/01/29","104.25"	
"2006/01/30","104.26"	
"2006/01/31","104.27"	
"2006/02/01","104.27"	
"2006/02/02","104.28"	
"2006/02/03","104.29"	
"2006/02/04","104.29"	
"2006/02/05","104.3"	
"2006/02/06","104.31"	
"2006/02/07","104.32"	
"2006/02/08","104.32"	
"2006/02/09","104.33"	
"2006/02/10","104.34"	
"2006/02/11","104.34"	
"2006/02/12","104.35"	
"2006/02/13","104.36"	
"2006/02/14","104.37"	
"2006/02/15","104.37"	
"2006/02/16","104.38"	
"2006/02/17","104.39"	
"2006/02/18","104.39"	
"2006/02/19","104.4"	
"2006/02/20","104.41"	
"2006/02/21","104.42"	
"2006/02/22","104.42"	
"2006/02/23","104.43"	
"2006/02/24","104.44"	
"2006/02/25","104.44"	
"2006/02/26","104.45"	
"2006/02/27","104.46"	
"2006/02/28","104.47"	
"2006/03/01","104.47"	
"2006/03/02","104.48"	
"2006/03/03","104.49"	
"2006/03/04","104.49"	
"2006/03/05","104.5"	
"2006/03/06","104.51"	
"2006/03/07","104.52"	
"2006/03/08","104.52"	
"2006/03/09","104.53"	
"2006/03/10","104.54"	
"2006/03/11","104.54"	
"2006/03/12","104.55"	
"2006/03/13","104.56"	
"2006/03/14","104.57"	
"2006/03/15","104.57"	
"2006/03/16","104.58"	
"2006/03/17","104.59"	
"2006/03/18","104.59"	
"2006/03/19","104.6"	
"2006/03/20","104.61"	
"2006/03/21","104.62"	
"2006/03/22","104.62"	
"2006/03/23","104.63"	
"2006/03/24","104.64"	
"2006/03/25","104.64"	
"2006/03/26","104.65"	
"2006/03/27","104.66"	
"2006/03/28","104.67"	
"2006/03/29","104.67"	
"2006/03/30","104.68"	
"2006/03/31","104.69"	
"2006/04/01","104.7"	
"2006/04/02","104.7"	
"2006/04/03","104.71"	
"2006/04/04","104.72"	
"2006/04/05","104.73"	
"2006/04/06","104.73"	
"2006/04/07","104.74"	
"2006/04/08","104.75"	
"2006/04/09","104.76"	
"2006/04/10","104.77"	
"2006/04/11","104.77"	
"2006/04/12","104.78"	
"2006/04/13","104.79"	
"2006/04/14","104.8"	
"2006/04/15","104.8"	
"2006/04/16","104.81"	
"2006/04/17","104.82"	
"2006/04/18","104.83"	
