"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2002/01/01","102.58"	
"2002/01/02","102.58"	
"2002/01/03","102.58"	
"2002/01/04","102.58"	
"2002/01/05","102.59"	
"2002/01/06","102.59"	
"2002/01/07","102.59"	
"2002/01/08","102.59"	
"2002/01/09","102.59"	
"2002/01/10","102.59"	
"2002/01/11","102.59"	
"2002/01/12","102.59"	
"2002/01/13","102.59"	
"2002/01/14","102.59"	
"2002/01/15","102.59"	
"2002/01/16","102.59"	
"2002/01/17","102.59"	
"2002/01/18","102.59"	
"2002/01/19","102.59"	
"2002/01/20","102.59"	
"2002/01/21","102.59"	
"2002/01/22","102.6"	
"2002/01/23","102.6"	
"2002/01/24","102.6"	
"2002/01/25","102.6"	
"2002/01/26","102.6"	
"2002/01/27","102.6"	
"2002/01/28","102.6"	
"2002/01/29","102.6"	
"2002/01/30","102.6"	
"2002/01/31","102.6"	
"2002/02/01","102.6"	
"2002/02/02","102.6"	
"2002/02/03","102.6"	
"2002/02/04","102.6"	
"2002/02/05","102.6"	
"2002/02/06","102.6"	
"2002/02/07","102.6"	
"2002/02/08","102.6"	
"2002/02/09","102.61"	
"2002/02/10","102.61"	
"2002/02/11","102.61"	
"2002/02/12","102.61"	
"2002/02/13","102.61"	
"2002/02/14","102.61"	
"2002/02/15","102.61"	
"2002/02/16","102.61"	
"2002/02/17","102.61"	
"2002/02/18","102.61"	
"2002/02/19","102.61"	
"2002/02/20","102.61"	
"2002/02/21","102.61"	
"2002/02/22","102.61"	
"2002/02/23","102.61"	
"2002/02/24","102.61"	
"2002/02/25","102.61"	
"2002/02/26","102.62"	
"2002/02/27","102.62"	
"2002/02/28","102.62"	
"2002/03/01","102.62"	
"2002/03/02","102.62"	
"2002/03/03","102.62"	
"2002/03/04","102.62"	
"2002/03/05","102.62"	
"2002/03/06","102.62"	
"2002/03/07","102.62"	
"2002/03/08","102.62"	
"2002/03/09","102.62"	
"2002/03/10","102.62"	
"2002/03/11","102.62"	
"2002/03/12","102.62"	
"2002/03/13","102.62"	
"2002/03/14","102.62"	
"2002/03/15","102.63"	
"2002/03/16","102.63"	
"2002/03/17","102.63"	
"2002/03/18","102.63"	
"2002/03/19","102.63"	
"2002/03/20","102.63"	
"2002/03/21","102.63"	
"2002/03/22","102.63"	
"2002/03/23","102.63"	
"2002/03/24","102.63"	
"2002/03/25","102.63"	
"2002/03/26","102.63"	
"2002/03/27","102.63"	
"2002/03/28","102.63"	
"2002/03/29","102.64"	
"2002/03/30","102.64"	
"2002/03/31","102.64"	
"2002/04/01","102.64"	
"2002/04/02","102.64"	
"2002/04/03","102.64"	
"2002/04/04","102.64"	
"2002/04/05","102.64"	
"2002/04/06","102.64"	
"2002/04/07","102.64"	
"2002/04/08","102.64"	
"2002/04/09","102.64"	
"2002/04/10","102.64"	
"2002/04/11","102.64"	
"2002/04/12","102.64"	
"2002/04/13","102.64"	
"2002/04/14","102.64"	
"2002/04/15","102.64"	
"2002/04/16","102.64"	
"2002/04/17","102.64"	
"2002/04/18","102.64"	
