"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2012/01/01","110.77"	
"2012/01/02","110.77"	
"2012/01/03","110.77"	
"2012/01/04","110.77"	
"2012/01/05","110.77"	
"2012/01/06","110.77"	
"2012/01/07","110.77"	
"2012/01/08","110.77"	
"2012/01/09","110.77"	
"2012/01/10","110.77"	
"2012/01/11","110.77"	
"2012/01/12","110.77"	
"2012/01/13","110.77"	
"2012/01/14","110.77"	
"2012/01/15","110.77"	
"2012/01/16","110.77"	
"2012/01/17","110.77"	
"2012/01/18","110.77"	
"2012/01/19","110.77"	
"2012/01/20","110.77"	
"2012/01/21","110.77"	
"2012/01/22","110.77"	
"2012/01/23","110.77"	
"2012/01/24","110.77"	
"2012/01/25","110.77"	
"2012/01/26","110.77"	
"2012/01/27","110.77"	
"2012/01/28","110.77"	
"2012/01/29","110.77"	
"2012/01/30","110.77"	
"2012/01/31","110.78"	
"2012/02/01","110.78"	
"2012/02/02","110.78"	
"2012/02/03","110.78"	
"2012/02/04","110.78"	
"2012/02/05","110.78"	
"2012/02/06","110.78"	
"2012/02/07","110.78"	
"2012/02/08","110.78"	
"2012/02/09","110.78"	
"2012/02/10","110.78"	
"2012/02/11","110.78"	
"2012/02/12","110.78"	
"2012/02/13","110.78"	
"2012/02/14","110.78"	
"2012/02/15","110.78"	
"2012/02/16","110.78"	
"2012/02/17","110.78"	
"2012/02/18","110.78"	
"2012/02/19","110.78"	
"2012/02/20","110.78"	
"2012/02/21","110.78"	
"2012/02/22","110.78"	
"2012/02/23","110.78"	
"2012/02/24","110.78"	
"2012/02/25","110.78"	
"2012/02/26","110.78"	
"2012/02/27","110.78"	
"2012/02/28","110.78"	
"2012/02/29","110.79"	
"2012/03/01","110.79"	
"2012/03/02","110.79"	
"2012/03/03","110.79"	
"2012/03/04","110.79"	
"2012/03/05","110.79"	
"2012/03/06","110.79"	
"2012/03/07","110.79"	
"2012/03/08","110.79"	
"2012/03/09","110.79"	
"2012/03/10","110.79"	
"2012/03/11","110.79"	
"2012/03/12","110.79"	
"2012/03/13","110.79"	
"2012/03/14","110.79"	
"2012/03/15","110.79"	
"2012/03/16","110.79"	
"2012/03/17","110.79"	
"2012/03/18","110.79"	
"2012/03/19","110.79"	
"2012/03/20","110.79"	
"2012/03/21","110.79"	
"2012/03/22","110.79"	
"2012/03/23","110.79"	
"2012/03/24","110.79"	
"2012/03/25","110.79"	
"2012/03/26","110.79"	
"2012/03/27","110.79"	
"2012/03/28","110.79"	
"2012/03/29","110.79"	
"2012/03/30","110.8"	
"2012/03/31","110.8"	
"2012/04/01","110.8"	
"2012/04/02","110.8"	
"2012/04/03","110.8"	
"2012/04/04","110.8"	
"2012/04/05","110.8"	
"2012/04/06","110.8"	
"2012/04/07","110.8"	
"2012/04/08","110.8"	
"2012/04/09","110.8"	
"2012/04/10","110.8"	
"2012/04/11","110.8"	
"2012/04/12","110.8"	
"2012/04/13","110.8"	
"2012/04/14","110.8"	
"2012/04/15","110.8"	
"2012/04/16","110.8"	
"2012/04/17","110.8"	
