"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2016/01/01","111.46"	
"2016/01/02","111.46"	
"2016/01/03","111.46"	
"2016/01/04","111.46"	
"2016/01/05","111.46"	
"2016/01/06","111.46"	
"2016/01/07","111.46"	
"2016/01/08","111.46"	
"2016/01/09","111.46"	
"2016/01/10","111.46"	
"2016/01/11","111.46"	
"2016/01/12","111.46"	
"2016/01/13","111.46"	
"2016/01/14","111.46"	
"2016/01/15","111.46"	
"2016/01/16","111.46"	
"2016/01/17","111.46"	
"2016/01/18","111.46"	
"2016/01/19","111.46"	
"2016/01/20","111.46"	
"2016/01/21","111.46"	
"2016/01/22","111.46"	
"2016/01/23","111.46"	
"2016/01/24","111.46"	
"2016/01/25","111.46"	
"2016/01/26","111.46"	
"2016/01/27","111.46"	
"2016/01/28","111.46"	
"2016/01/29","111.47"	
"2016/01/30","111.47"	
"2016/01/31","111.47"	
"2016/02/01","111.47"	
"2016/02/02","111.47"	
"2016/02/03","111.47"	
"2016/02/04","111.47"	
"2016/02/05","111.47"	
"2016/02/06","111.47"	
"2016/02/07","111.47"	
"2016/02/08","111.47"	
"2016/02/09","111.47"	
"2016/02/10","111.47"	
"2016/02/11","111.47"	
"2016/02/12","111.47"	
"2016/02/13","111.47"	
"2016/02/14","111.47"	
"2016/02/15","111.47"	
"2016/02/16","111.47"	
"2016/02/17","111.47"	
"2016/02/18","111.47"	
"2016/02/19","111.47"	
"2016/02/20","111.47"	
"2016/02/21","111.47"	
"2016/02/22","111.47"	
"2016/02/23","111.47"	
"2016/02/24","111.47"	
"2016/02/25","111.47"	
"2016/02/26","111.47"	
"2016/02/27","111.47"	
"2016/02/28","111.47"	
"2016/02/29","111.48"	
"2016/03/01","111.48"	
"2016/03/02","111.48"	
"2016/03/03","111.48"	
"2016/03/04","111.48"	
"2016/03/05","111.48"	
"2016/03/06","111.48"	
"2016/03/07","111.48"	
"2016/03/08","111.48"	
"2016/03/09","111.48"	
"2016/03/10","111.48"	
"2016/03/11","111.48"	
"2016/03/12","111.48"	
"2016/03/13","111.48"	
"2016/03/14","111.48"	
"2016/03/15","111.48"	
"2016/03/16","111.48"	
"2016/03/17","111.48"	
"2016/03/18","111.48"	
"2016/03/19","111.48"	
"2016/03/20","111.48"	
"2016/03/21","111.48"	
"2016/03/22","111.48"	
"2016/03/23","111.48"	
"2016/03/24","111.48"	
"2016/03/25","111.48"	
"2016/03/26","111.48"	
"2016/03/27","111.48"	
"2016/03/28","111.48"	
"2016/03/29","111.48"	
"2016/03/30","111.48"	
"2016/03/31","111.49"	
"2016/04/01","111.49"	
"2016/04/02","111.49"	
"2016/04/03","111.49"	
"2016/04/04","111.49"	
"2016/04/05","111.49"	
"2016/04/06","111.49"	
"2016/04/07","111.49"	
"2016/04/08","111.49"	
"2016/04/09","111.49"	
"2016/04/10","111.49"	
"2016/04/11","111.49"	
"2016/04/12","111.49"	
"2016/04/13","111.49"	
"2016/04/14","111.49"	
"2016/04/15","111.49"	
"2016/04/16","111.49"	
"2016/04/17","111.49"	
