"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2007/01/01","106.67"	
"2007/01/02","106.68"	
"2007/01/03","106.69"	
"2007/01/04","106.69"	
"2007/01/05","106.7"	
"2007/01/06","106.71"	
"2007/01/07","106.71"	
"2007/01/08","106.72"	
"2007/01/09","106.72"	
"2007/01/10","106.73"	
"2007/01/11","106.74"	
"2007/01/12","106.74"	
"2007/01/13","106.75"	
"2007/01/14","106.76"	
"2007/01/15","106.76"	
"2007/01/16","106.77"	
"2007/01/17","106.77"	
"2007/01/18","106.78"	
"2007/01/19","106.79"	
"2007/01/20","106.79"	
"2007/01/21","106.8"	
"2007/01/22","106.81"	
"2007/01/23","106.81"	
"2007/01/24","106.82"	
"2007/01/25","106.83"	
"2007/01/26","106.83"	
"2007/01/27","106.84"	
"2007/01/28","106.84"	
"2007/01/29","106.85"	
"2007/01/30","106.86"	
"2007/01/31","106.86"	
"2007/02/01","106.87"	
"2007/02/02","106.88"	
"2007/02/03","106.88"	
"2007/02/04","106.89"	
"2007/02/05","106.9"	
"2007/02/06","106.9"	
"2007/02/07","106.91"	
"2007/02/08","106.91"	
"2007/02/09","106.92"	
"2007/02/10","106.93"	
"2007/02/11","106.93"	
"2007/02/12","106.94"	
"2007/02/13","106.95"	
"2007/02/14","106.95"	
"2007/02/15","106.96"	
"2007/02/16","106.97"	
"2007/02/17","106.97"	
"2007/02/18","106.98"	
"2007/02/19","106.98"	
"2007/02/20","106.99"	
"2007/02/21","107.0"	
"2007/02/22","107.0"	
"2007/02/23","107.01"	
"2007/02/24","107.02"	
"2007/02/25","107.02"	
"2007/02/26","107.03"	
"2007/02/27","107.04"	
"2007/02/28","107.04"	
"2007/03/01","107.05"	
"2007/03/02","107.05"	
"2007/03/03","107.06"	
"2007/03/04","107.07"	
"2007/03/05","107.07"	
"2007/03/06","107.08"	
"2007/03/07","107.09"	
"2007/03/08","107.09"	
"2007/03/09","107.1"	
"2007/03/10","107.1"	
"2007/03/11","107.11"	
"2007/03/12","107.12"	
"2007/03/13","107.12"	
"2007/03/14","107.13"	
"2007/03/15","107.14"	
"2007/03/16","107.14"	
"2007/03/17","107.15"	
"2007/03/18","107.16"	
"2007/03/19","107.16"	
"2007/03/20","107.17"	
"2007/03/21","107.17"	
"2007/03/22","107.18"	
"2007/03/23","107.19"	
"2007/03/24","107.19"	
"2007/03/25","107.2"	
"2007/03/26","107.21"	
"2007/03/27","107.21"	
"2007/03/28","107.22"	
"2007/03/29","107.23"	
"2007/03/30","107.23"	
"2007/03/31","107.24"	
"2007/04/01","107.24"	
"2007/04/02","107.25"	
"2007/04/03","107.26"	
"2007/04/04","107.26"	
"2007/04/05","107.27"	
"2007/04/06","107.28"	
"2007/04/07","107.28"	
"2007/04/08","107.29"	
"2007/04/09","107.3"	
"2007/04/10","107.3"	
"2007/04/11","107.31"	
"2007/04/12","107.31"	
"2007/04/13","107.32"	
"2007/04/14","107.33"	
"2007/04/15","107.33"	
"2007/04/16","107.34"	
"2007/04/17","107.35"	
"2007/04/18","107.35"	
