"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2011/01/01","110.65"	
"2011/01/02","110.65"	
"2011/01/03","110.65"	
"2011/01/04","110.65"	
"2011/01/05","110.65"	
"2011/01/06","110.65"	
"2011/01/07","110.65"	
"2011/01/08","110.65"	
"2011/01/09","110.65"	
"2011/01/10","110.65"	
"2011/01/11","110.65"	
"2011/01/12","110.65"	
"2011/01/13","110.65"	
"2011/01/14","110.65"	
"2011/01/15","110.65"	
"2011/01/16","110.65"	
"2011/01/17","110.65"	
"2011/01/18","110.65"	
"2011/01/19","110.65"	
"2011/01/20","110.65"	
"2011/01/21","110.65"	
"2011/01/22","110.65"	
"2011/01/23","110.65"	
"2011/01/24","110.65"	
"2011/01/25","110.65"	
"2011/01/26","110.65"	
"2011/01/27","110.65"	
"2011/01/28","110.65"	
"2011/01/29","110.65"	
"2011/01/30","110.65"	
"2011/01/31","110.66"	
"2011/02/01","110.66"	
"2011/02/02","110.66"	
"2011/02/03","110.66"	
"2011/02/04","110.66"	
"2011/02/05","110.66"	
"2011/02/06","110.66"	
"2011/02/07","110.66"	
"2011/02/08","110.66"	
"2011/02/09","110.66"	
"2011/02/10","110.66"	
"2011/02/11","110.66"	
"2011/02/12","110.66"	
"2011/02/13","110.66"	
"2011/02/14","110.66"	
"2011/02/15","110.66"	
"2011/02/16","110.66"	
"2011/02/17","110.66"	
"2011/02/18","110.66"	
"2011/02/19","110.66"	
"2011/02/20","110.66"	
"2011/02/21","110.66"	
"2011/02/22","110.66"	
"2011/02/23","110.66"	
"2011/02/24","110.66"	
"2011/02/25","110.66"	
"2011/02/26","110.66"	
"2011/02/27","110.66"	
"2011/02/28","110.67"	
"2011/03/01","110.67"	
"2011/03/02","110.67"	
"2011/03/03","110.67"	
"2011/03/04","110.67"	
"2011/03/05","110.67"	
"2011/03/06","110.67"	
"2011/03/07","110.67"	
"2011/03/08","110.67"	
"2011/03/09","110.67"	
"2011/03/10","110.67"	
"2011/03/11","110.67"	
"2011/03/12","110.67"	
"2011/03/13","110.67"	
"2011/03/14","110.67"	
"2011/03/15","110.67"	
"2011/03/16","110.67"	
"2011/03/17","110.67"	
"2011/03/18","110.67"	
"2011/03/19","110.67"	
"2011/03/20","110.67"	
"2011/03/21","110.67"	
"2011/03/22","110.67"	
"2011/03/23","110.67"	
"2011/03/24","110.67"	
"2011/03/25","110.67"	
"2011/03/26","110.67"	
"2011/03/27","110.67"	
"2011/03/28","110.67"	
"2011/03/29","110.67"	
"2011/03/30","110.67"	
"2011/03/31","110.68"	
"2011/04/01","110.68"	
"2011/04/02","110.68"	
"2011/04/03","110.68"	
"2011/04/04","110.68"	
"2011/04/05","110.68"	
"2011/04/06","110.68"	
"2011/04/07","110.68"	
"2011/04/08","110.68"	
"2011/04/09","110.68"	
"2011/04/10","110.68"	
"2011/04/11","110.68"	
"2011/04/12","110.68"	
"2011/04/13","110.68"	
"2011/04/14","110.68"	
"2011/04/15","110.68"	
"2011/04/16","110.68"	
"2011/04/17","110.68"	
"2011/04/18","110.68"	
