"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2008/01/01","109.31"	
"2008/01/02","109.31"	
"2008/01/03","109.31"	
"2008/01/04","109.32"	
"2008/01/05","109.32"	
"2008/01/06","109.32"	
"2008/01/07","109.33"	
"2008/01/08","109.33"	
"2008/01/09","109.34"	
"2008/01/10","109.34"	
"2008/01/11","109.34"	
"2008/01/12","109.35"	
"2008/01/13","109.35"	
"2008/01/14","109.35"	
"2008/01/15","109.36"	
"2008/01/16","109.36"	
"2008/01/17","109.36"	
"2008/01/18","109.37"	
"2008/01/19","109.37"	
"2008/01/20","109.37"	
"2008/01/21","109.38"	
"2008/01/22","109.38"	
"2008/01/23","109.38"	
"2008/01/24","109.39"	
"2008/01/25","109.39"	
"2008/01/26","109.39"	
"2008/01/27","109.39"	
"2008/01/28","109.39"	
"2008/01/29","109.39"	
"2008/01/30","109.39"	
"2008/01/31","109.51"	
"2008/02/01","109.51"	
"2008/02/02","109.52"	
"2008/02/03","109.52"	
"2008/02/04","109.52"	
"2008/02/05","109.52"	
"2008/02/06","109.52"	
"2008/02/07","109.52"	
"2008/02/08","109.52"	
"2008/02/09","109.52"	
"2008/02/10","109.52"	
"2008/02/11","109.52"	
"2008/02/12","109.52"	
"2008/02/13","109.52"	
"2008/02/14","109.52"	
"2008/02/15","109.53"	
"2008/02/16","109.53"	
"2008/02/17","109.53"	
"2008/02/18","109.53"	
"2008/02/19","109.53"	
"2008/02/20","109.53"	
"2008/02/21","109.53"	
"2008/02/22","109.53"	
"2008/02/23","109.53"	
"2008/02/24","109.53"	
"2008/02/25","109.53"	
"2008/02/26","109.53"	
"2008/02/27","109.53"	
"2008/02/28","109.54"	
"2008/02/29","109.65"	
"2008/03/01","109.65"	
"2008/03/02","109.65"	
"2008/03/03","109.65"	
"2008/03/04","109.65"	
"2008/03/05","109.65"	
"2008/03/06","109.65"	
"2008/03/07","109.65"	
"2008/03/08","109.66"	
"2008/03/09","109.66"	
"2008/03/10","109.66"	
"2008/03/11","109.66"	
"2008/03/12","109.66"	
"2008/03/13","109.66"	
"2008/03/14","109.66"	
"2008/03/15","109.66"	
"2008/03/16","109.66"	
"2008/03/17","109.66"	
"2008/03/18","109.66"	
"2008/03/19","109.66"	
"2008/03/20","109.66"	
"2008/03/21","109.66"	
"2008/03/22","109.66"	
"2008/03/23","109.66"	
"2008/03/24","109.66"	
"2008/03/25","109.66"	
"2008/03/26","109.66"	
"2008/03/27","109.66"	
"2008/03/28","109.66"	
"2008/03/29","109.66"	
"2008/03/30","109.66"	
"2008/03/31","109.86"	
"2008/04/01","109.86"	
"2008/04/02","109.86"	
"2008/04/03","109.86"	
"2008/04/04","109.86"	
"2008/04/05","109.86"	
"2008/04/06","109.86"	
"2008/04/07","109.86"	
"2008/04/08","109.86"	
"2008/04/09","109.86"	
"2008/04/10","109.86"	
"2008/04/11","109.86"	
"2008/04/12","109.86"	
"2008/04/13","109.86"	
"2008/04/14","109.86"	
"2008/04/15","109.86"	
"2008/04/16","109.86"	
"2008/04/17","109.86"	
