"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2004/01/01","102.87"	
"2004/01/02","102.87"	
"2004/01/03","102.87"	
"2004/01/04","102.87"	
"2004/01/05","102.87"	
"2004/01/06","102.87"	
"2004/01/07","102.87"	
"2004/01/08","102.87"	
"2004/01/09","102.87"	
"2004/01/10","102.87"	
"2004/01/11","102.87"	
"2004/01/12","102.87"	
"2004/01/13","102.87"	
"2004/01/14","102.87"	
"2004/01/15","102.87"	
"2004/01/16","102.87"	
"2004/01/17","102.87"	
"2004/01/18","102.87"	
"2004/01/19","102.87"	
"2004/01/20","102.87"	
"2004/01/21","102.88"	
"2004/01/22","102.88"	
"2004/01/23","102.88"	
"2004/01/24","102.88"	
"2004/01/25","102.88"	
"2004/01/26","102.88"	
"2004/01/27","102.88"	
"2004/01/28","102.88"	
"2004/01/29","102.88"	
"2004/01/30","102.88"	
"2004/01/31","102.88"	
"2004/02/01","102.88"	
"2004/02/02","102.88"	
"2004/02/03","102.88"	
"2004/02/04","102.88"	
"2004/02/05","102.88"	
"2004/02/06","102.88"	
"2004/02/07","102.88"	
"2004/02/08","102.88"	
"2004/02/09","102.88"	
"2004/02/10","102.88"	
"2004/02/11","102.88"	
"2004/02/12","102.88"	
"2004/02/13","102.88"	
"2004/02/14","102.88"	
"2004/02/15","102.88"	
"2004/02/16","102.88"	
"2004/02/17","102.88"	
"2004/02/18","102.88"	
"2004/02/19","102.88"	
"2004/02/20","102.88"	
"2004/02/21","102.88"	
"2004/02/22","102.88"	
"2004/02/23","102.88"	
"2004/02/24","102.88"	
"2004/02/25","102.89"	
"2004/02/26","102.89"	
"2004/02/27","102.89"	
"2004/02/28","102.89"	
"2004/02/29","102.89"	
"2004/03/01","102.89"	
"2004/03/02","102.89"	
"2004/03/03","102.89"	
"2004/03/04","102.89"	
"2004/03/05","102.89"	
"2004/03/06","102.89"	
"2004/03/07","102.89"	
"2004/03/08","102.89"	
"2004/03/09","102.89"	
"2004/03/10","102.89"	
"2004/03/11","102.89"	
"2004/03/12","102.89"	
"2004/03/13","102.89"	
"2004/03/14","102.89"	
"2004/03/15","102.89"	
"2004/03/16","102.89"	
"2004/03/17","102.89"	
"2004/03/18","102.89"	
"2004/03/19","102.89"	
"2004/03/20","102.89"	
"2004/03/21","102.89"	
"2004/03/22","102.89"	
"2004/03/23","102.89"	
"2004/03/24","102.89"	
"2004/03/25","102.9"	
"2004/03/26","102.9"	
"2004/03/27","102.9"	
"2004/03/28","102.9"	
"2004/03/29","102.9"	
"2004/03/30","102.9"	
"2004/03/31","102.9"	
"2004/04/01","102.9"	
"2004/04/02","102.9"	
"2004/04/03","102.9"	
"2004/04/04","102.9"	
"2004/04/05","102.9"	
"2004/04/06","102.9"	
"2004/04/07","102.9"	
"2004/04/08","102.9"	
"2004/04/09","102.9"	
"2004/04/10","102.9"	
"2004/04/11","102.9"	
"2004/04/12","102.9"	
"2004/04/13","102.9"	
"2004/04/14","102.9"	
"2004/04/15","102.9"	
"2004/04/16","102.9"	
"2004/04/17","102.9"	
