"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2020/01/01","113.74"	
"2020/01/02","113.74"	
"2020/01/03","113.74"	
"2020/01/04","113.74"	
"2020/01/05","113.74"	
"2020/01/06","113.74"	
"2020/01/07","113.74"	
"2020/01/08","113.74"	
"2020/01/09","113.74"	
"2020/01/10","113.74"	
"2020/01/11","113.74"	
"2020/01/12","113.74"	
"2020/01/13","113.74"	
"2020/01/14","113.74"	
"2020/01/15","113.79"	
"2020/01/16","113.79"	
"2020/01/17","113.79"	
"2020/01/18","113.79"	
"2020/01/19","113.79"	
"2020/01/20","113.79"	
"2020/01/21","113.79"	
"2020/01/22","113.79"	
"2020/01/23","113.79"	
"2020/01/24","113.79"	
"2020/01/25","113.79"	
"2020/01/26","113.79"	
"2020/01/27","113.79"	
"2020/01/28","113.79"	
"2020/01/29","113.79"	
"2020/01/30","113.79"	
"2020/01/31","113.87"	
"2020/02/01","113.87"	
"2020/02/02","113.87"	
"2020/02/03","113.87"	
"2020/02/04","113.87"	
"2020/02/05","113.87"	
"2020/02/06","113.87"	
"2020/02/07","113.87"	
"2020/02/08","113.87"	
"2020/02/09","113.87"	
"2020/02/10","113.87"	
"2020/02/11","113.87"	
"2020/02/12","113.87"	
"2020/02/13","113.87"	
"2020/02/14","113.87"	
"2020/02/15","113.87"	
"2020/02/16","113.87"	
"2020/02/17","113.87"	
"2020/02/18","113.87"	
"2020/02/19","113.87"	
"2020/02/20","113.94"	
"2020/02/21","113.94"	
"2020/02/22","113.94"	
"2020/02/23","113.94"	
"2020/02/24","113.94"	
"2020/02/25","113.94"	
"2020/02/26","113.94"	
"2020/02/27","113.94"	
"2020/02/28","113.94"	
"2020/02/29","113.94"	
"2020/03/01","113.94"	
"2020/03/02","113.94"	
"2020/03/03","113.94"	
"2020/03/04","113.94"	
"2020/03/05","113.94"	
"2020/03/06","113.94"	
"2020/03/07","113.94"	
"2020/03/08","113.94"	
"2020/03/09","113.94"	
"2020/03/10","113.94"	
"2020/03/11","113.94"	
"2020/03/12","113.94"	
"2020/03/13","113.94"	
"2020/03/14","113.94"	
"2020/03/15","113.94"	
"2020/03/16","113.94"	
"2020/03/17","113.99"	
"2020/03/18","113.99"	
"2020/03/19","113.99"	
"2020/03/20","113.99"	
"2020/03/21","113.99"	
"2020/03/22","113.99"	
"2020/03/23","113.99"	
"2020/03/24","113.99"	
"2020/03/25","113.99"	
"2020/03/26","113.99"	
"2020/03/27","113.99"	
"2020/03/28","113.99"	
"2020/03/29","113.99"	
"2020/03/30","113.99"	
"2020/03/31","114.07"	
"2020/04/01","114.07"	
"2020/04/02","114.07"	
"2020/04/03","114.07"	
"2020/04/04","114.07"	
"2020/04/05","114.07"	
"2020/04/06","114.07"	
"2020/04/07","114.07"	
"2020/04/08","114.07"	
"2020/04/09","114.07"	
"2020/04/10","114.07"	
"2020/04/11","114.07"	
"2020/04/12","114.07"	
"2020/04/13","114.07"	
"2020/04/14","114.07"	
"2020/04/15","114.07"	
"2020/04/16","114.07"	
"2020/04/17","114.07"	
