"基金名稱","強積金保守基金"	
"貨幣","HKD"	
"成立日期","2000/12/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2003/01/01","102.76"	
"2003/01/02","102.76"	
"2003/01/03","102.76"	
"2003/01/04","102.76"	
"2003/01/05","102.76"	
"2003/01/06","102.76"	
"2003/01/07","102.76"	
"2003/01/08","102.76"	
"2003/01/09","102.76"	
"2003/01/10","102.76"	
"2003/01/11","102.76"	
"2003/01/12","102.76"	
"2003/01/13","102.76"	
"2003/01/14","102.76"	
"2003/01/15","102.76"	
"2003/01/16","102.76"	
"2003/01/17","102.76"	
"2003/01/18","102.76"	
"2003/01/19","102.76"	
"2003/01/20","102.76"	
"2003/01/21","102.76"	
"2003/01/22","102.76"	
"2003/01/23","102.76"	
"2003/01/24","102.76"	
"2003/01/25","102.76"	
"2003/01/26","102.76"	
"2003/01/27","102.76"	
"2003/01/28","102.76"	
"2003/01/29","102.76"	
"2003/01/30","102.76"	
"2003/01/31","102.76"	
"2003/02/01","102.76"	
"2003/02/02","102.76"	
"2003/02/03","102.76"	
"2003/02/04","102.76"	
"2003/02/05","102.76"	
"2003/02/06","102.76"	
"2003/02/07","102.76"	
"2003/02/08","102.76"	
"2003/02/09","102.76"	
"2003/02/10","102.76"	
"2003/02/11","102.76"	
"2003/02/12","102.76"	
"2003/02/13","102.76"	
"2003/02/14","102.76"	
"2003/02/15","102.76"	
"2003/02/16","102.76"	
"2003/02/17","102.76"	
"2003/02/18","102.76"	
"2003/02/19","102.76"	
"2003/02/20","102.76"	
"2003/02/21","102.76"	
"2003/02/22","102.77"	
"2003/02/23","102.77"	
"2003/02/24","102.77"	
"2003/02/25","102.77"	
"2003/02/26","102.77"	
"2003/02/27","102.77"	
"2003/02/28","102.77"	
"2003/03/01","102.77"	
"2003/03/02","102.77"	
"2003/03/03","102.77"	
"2003/03/04","102.77"	
"2003/03/05","102.77"	
"2003/03/06","102.77"	
"2003/03/07","102.77"	
"2003/03/08","102.77"	
"2003/03/09","102.77"	
"2003/03/10","102.77"	
"2003/03/11","102.77"	
"2003/03/12","102.77"	
"2003/03/13","102.77"	
"2003/03/14","102.77"	
"2003/03/15","102.77"	
"2003/03/16","102.77"	
"2003/03/17","102.77"	
"2003/03/18","102.77"	
"2003/03/19","102.77"	
"2003/03/20","102.77"	
"2003/03/21","102.77"	
"2003/03/22","102.77"	
"2003/03/23","102.77"	
"2003/03/24","102.77"	
"2003/03/25","102.78"	
"2003/03/26","102.78"	
"2003/03/27","102.78"	
"2003/03/28","102.78"	
"2003/03/29","102.78"	
"2003/03/30","102.78"	
"2003/03/31","102.78"	
"2003/04/01","102.78"	
"2003/04/02","102.78"	
"2003/04/03","102.78"	
"2003/04/04","102.78"	
"2003/04/05","102.78"	
"2003/04/06","102.78"	
"2003/04/07","102.78"	
"2003/04/08","102.78"	
"2003/04/09","102.78"	
"2003/04/10","102.78"	
"2003/04/11","102.78"	
"2003/04/12","102.78"	
"2003/04/13","102.78"	
"2003/04/14","102.78"	
"2003/04/15","102.78"	
"2003/04/16","102.78"	
"2003/04/17","102.78"	
"2003/04/18","102.78"	
