"基金名稱","核心累積基金"	
"貨幣","HKD"	
"成立日期","2017/04/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/04/01","1.0"	
"2017/04/02","1.0"	
"2017/04/03","1.0"	
"2017/04/04","1.0"	
"2017/04/05","0.9999"	
"2017/04/06","0.9999"	
"2017/04/07","0.9996"	
"2017/04/08","0.9996"	
"2017/04/09","0.9996"	
"2017/04/10","0.9997"	
"2017/04/11","1.0004"	
"2017/04/12","0.9996"	
"2017/04/13","0.9982"	
"2017/04/14","0.9982"	
"2017/04/15","0.9982"	
"2017/04/16","0.9982"	
"2017/04/17","0.9982"	
"2017/04/18","0.9994"	
"2017/04/19","0.9983"	
"2017/04/20","1.0013"	
"2017/04/21","1.0005"	
"2017/04/22","1.0005"	
"2017/04/23","1.0005"	
"2017/04/24","1.0095"	
"2017/04/25","1.0121"	
"2017/04/26","1.0123"	
"2017/04/27","1.0127"	
"2017/04/28","1.0114"	
"2017/04/29","1.0114"	
"2017/04/30","1.0114"	
"2017/05/01","1.0114"	
"2017/05/02","1.0142"	
"2017/05/03","1.0142"	
"2017/05/04","1.0136"	
"2017/05/05","1.0164"	
"2017/05/06","1.0164"	
"2017/05/07","1.0164"	
"2017/05/08","1.0166"	
"2017/05/09","1.0152"	
"2017/05/10","1.0166"	
"2017/05/11","1.016"	
"2017/05/12","1.0179"	
"2017/05/13","1.0179"	
"2017/05/14","1.0179"	
"2017/05/15","1.0198"	
"2017/05/16","1.0217"	
"2017/05/17","1.0167"	
"2017/05/18","1.0148"	
"2017/05/19","1.0152"	
"2017/05/20","1.0152"	
"2017/05/21","1.0152"	
"2017/05/22","1.018"	
"2017/05/23","1.0186"	
"2017/05/24","1.0192"	
"2017/05/25","1.0223"	
"2017/05/26","1.0222"	
"2017/05/27","1.0222"	
"2017/05/28","1.0222"	
"2017/05/29","1.0221"	
"2017/05/30","1.0221"	
"2017/05/31","1.0218"	
"2017/06/01","1.0249"	
"2017/06/02","1.0295"	
"2017/06/03","1.0295"	
"2017/06/04","1.0295"	
"2017/06/05","1.0285"	
"2017/06/06","1.0278"	
"2017/06/07","1.0275"	
"2017/06/08","1.0268"	
"2017/06/09","1.0268"	
"2017/06/10","1.0268"	
"2017/06/11","1.0268"	
"2017/06/12","1.0253"	
"2017/06/13","1.028"	
"2017/06/14","1.0302"	
"2017/06/15","1.025"	
"2017/06/16","1.0268"	
"2017/06/17","1.0268"	
"2017/06/18","1.0268"	
"2017/06/19","1.031"	
"2017/06/20","1.0277"	
"2017/06/21","1.0268"	
"2017/06/22","1.0276"	
"2017/06/23","1.0285"	
"2017/06/24","1.0285"	
"2017/06/25","1.0285"	
"2017/06/26","1.0299"	
"2017/06/27","1.0251"	
"2017/06/28","1.029"	
"2017/06/29","1.0245"	
"2017/06/30","1.0229"	
"2017/07/01","1.0229"	
"2017/07/02","1.0229"	
"2017/07/03","1.0241"	
"2017/07/04","1.0229"	
"2017/07/05","1.0237"	
"2017/07/06","1.0195"	
"2017/07/07","1.0199"	
"2017/07/08","1.0199"	
"2017/07/09","1.0199"	
"2017/07/10","1.0222"	
"2017/07/11","1.0222"	
"2017/07/12","1.0286"	
"2017/07/13","1.0298"	
"2017/07/14","1.0334"	
"2017/07/15","1.0334"	
"2017/07/16","1.0334"	
"2017/07/17","1.0341"	
"2017/07/18","1.0353"	
"2017/07/19","1.0386"	
"2017/07/20","1.0405"	
"2017/07/21","1.0397"	
"2017/07/22","1.0397"	
"2017/07/23","1.0397"	
"2017/07/24","1.0383"	
"2017/07/25","1.0385"	
"2017/07/26","1.0393"	
"2017/07/27","1.0402"	
"2017/07/28","1.0389"	
"2017/07/29","1.0389"	
"2017/07/30","1.0389"	
"2017/07/31","1.0395"	
"2017/08/01","1.0436"	
"2017/08/02","1.0442"	
"2017/08/03","1.0445"	
"2017/08/04","1.0437"	
"2017/08/05","1.0437"	
"2017/08/06","1.0437"	
"2017/08/07","1.046"	
"2017/08/08","1.0445"	
"2017/08/09","1.0428"	
"2017/08/10","1.0368"	
"2017/08/11","1.0359"	
"2017/08/12","1.0359"	
"2017/08/13","1.0359"	
"2017/08/14","1.0405"	
"2017/08/15","1.039"	
"2017/08/16","1.0409"	
"2017/08/17","1.0368"	
"2017/08/18","1.0348"	
"2017/08/19","1.0348"	
"2017/08/20","1.0348"	
"2017/08/21","1.036"	
"2017/08/22","1.0397"	
"2017/08/23","1.0397"	
"2017/08/24","1.039"	
"2017/08/25","1.0406"	
"2017/08/26","1.0406"	
"2017/08/27","1.0406"	
"2017/08/28","1.0413"	
"2017/08/29","1.0414"	
"2017/08/30","1.0422"	
"2017/08/31","1.046"	
"2017/09/01","1.0473"	
"2017/09/02","1.0473"	
"2017/09/03","1.0473"	
"2017/09/04","1.0464"	
"2017/09/05","1.0452"	
"2017/09/06","1.0458"	
"2017/09/07","1.048"	
"2017/09/08","1.0476"	
"2017/09/09","1.0476"	
"2017/09/10","1.0476"	
"2017/09/11","1.0521"	
"2017/09/12","1.0528"	
"2017/09/13","1.0521"	
"2017/09/14","1.0509"	
"2017/09/15","1.0524"	
"2017/09/16","1.0524"	
"2017/09/17","1.0524"	
"2017/09/18","1.0535"	
"2017/09/19","1.0541"	
"2017/09/20","1.0544"	
"2017/09/21","1.0521"	
"2017/09/22","1.0533"	
"2017/09/23","1.0533"	
"2017/09/24","1.0533"	
"2017/09/25","1.0521"	
"2017/09/26","1.0497"	
"2017/09/27","1.0495"	
"2017/09/28","1.0505"	
"2017/09/29","1.0537"	
"2017/09/30","1.0537"	
"2017/10/01","1.0537"	
"2017/10/02","1.0537"	
"2017/10/03","1.057"	
"2017/10/04","1.0572"	
"2017/10/05","1.0572"	
"2017/10/06","1.0577"	
"2017/10/07","1.0577"	
"2017/10/08","1.0577"	
"2017/10/09","1.0576"	
"2017/10/10","1.0608"	
"2017/10/11","1.0618"	
"2017/10/12","1.0626"	
"2017/10/13","1.0648"	
"2017/10/14","1.0648"	
"2017/10/15","1.0648"	
"2017/10/16","1.0658"	
"2017/10/17","1.0652"	
"2017/10/18","1.0652"	
"2017/10/19","1.0651"	
"2017/10/20","1.065"	
"2017/10/21","1.065"	
"2017/10/22","1.065"	
"2017/10/23","1.0639"	
"2017/10/24","1.0635"	
"2017/10/25","1.0611"	
"2017/10/26","1.062"	
"2017/10/27","1.0648"	
"2017/10/28","1.0648"	
"2017/10/29","1.0648"	
"2017/10/30","1.0659"	
"2017/10/31","1.0671"	
"2017/11/01","1.069"	
"2017/11/02","1.07"	
"2017/11/03","1.0706"	
"2017/11/04","1.0706"	
"2017/11/05","1.0706"	
"2017/11/06","1.0715"	
"2017/11/07","1.0723"	
"2017/11/08","1.0724"	
"2017/11/09","1.0695"	
"2017/11/10","1.0678"	
"2017/11/11","1.0678"	
"2017/11/12","1.0678"	
"2017/11/13","1.066"	
"2017/11/14","1.0654"	
"2017/11/15","1.063"	
"2017/11/16","1.0678"	
"2017/11/17","1.0682"	
"2017/11/18","1.0682"	
"2017/11/19","1.0682"	
"2017/11/20","1.069"	
"2017/11/21","1.0733"	
"2017/11/22","1.0751"	
"2017/11/23","1.0758"	
"2017/11/24","1.077"	
"2017/11/25","1.077"	
"2017/11/26","1.077"	
"2017/11/27","1.075"	
"2017/11/28","1.0784"	
"2017/11/29","1.078"	
"2017/11/30","1.08"	
"2017/12/01","1.079"	
"2017/12/02","1.079"	
"2017/12/03","1.079"	
"2017/12/04","1.0797"	
"2017/12/05","1.078"	
"2017/12/06","1.0756"	
"2017/12/07","1.0761"	
