"基金名稱","核心累積基金"	
"貨幣","HKD"	
"成立日期","2017/04/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","1.0903"	
"2018/01/02","1.0934"	
"2018/01/03","1.0971"	
"2018/01/04","1.1028"	
"2018/01/05","1.107"	
"2018/01/06","1.107"	
"2018/01/07","1.107"	
"2018/01/08","1.108"	
"2018/01/09","1.108"	
"2018/01/10","1.108"	
"2018/01/11","1.1105"	
"2018/01/12","1.1153"	
"2018/01/13","1.1153"	
"2018/01/14","1.1153"	
"2018/01/15","1.1176"	
"2018/01/16","1.117"	
"2018/01/17","1.1196"	
"2018/01/18","1.1184"	
"2018/01/19","1.1217"	
"2018/01/20","1.1217"	
"2018/01/21","1.1217"	
"2018/01/22","1.1257"	
"2018/01/23","1.1294"	
"2018/01/24","1.1297"	
"2018/01/25","1.1304"	
"2018/01/26","1.1344"	
"2018/01/27","1.1344"	
"2018/01/28","1.1344"	
"2018/01/29","1.1295"	
"2018/01/30","1.1228"	
"2018/01/31","1.1229"	
"2018/02/01","1.1224"	
"2018/02/02","1.1095"	
"2018/02/03","1.1095"	
"2018/02/04","1.1095"	
"2018/02/05","1.0907"	
"2018/02/06","1.0874"	
"2018/02/07","1.0872"	
"2018/02/08","1.0716"	
"2018/02/09","1.0719"	
"2018/02/10","1.0719"	
"2018/02/11","1.0719"	
"2018/02/12","1.079"	
"2018/02/13","1.0808"	
"2018/02/14","1.0881"	
"2018/02/15","1.0962"	
"2018/02/16","1.0962"	
"2018/02/17","1.0962"	
"2018/02/18","1.0962"	
"2018/02/19","1.0962"	
"2018/02/20","1.0949"	
"2018/02/21","1.0938"	
"2018/02/22","1.0931"	
"2018/02/23","1.1012"	
"2018/02/24","1.1012"	
"2018/02/25","1.1012"	
"2018/02/26","1.1072"	
"2018/02/27","1.1013"	
"2018/02/28","1.0949"	
"2018/03/01","1.0882"	
"2018/03/02","1.0869"	
"2018/03/03","1.0869"	
"2018/03/04","1.0869"	
"2018/03/05","1.0906"	
"2018/03/06","1.0951"	
"2018/03/07","1.0949"	
"2018/03/08","1.0989"	
"2018/03/09","1.1052"	
"2018/03/10","1.1052"	
"2018/03/11","1.1052"	
"2018/03/12","1.1082"	
"2018/03/13","1.1061"	
"2018/03/14","1.1037"	
"2018/03/15","1.1036"	
"2018/03/16","1.1037"	
"2018/03/17","1.1037"	
"2018/03/18","1.1037"	
"2018/03/19","1.0968"	
"2018/03/20","1.0971"	
"2018/03/21","1.0965"	
"2018/03/22","1.0878"	
"2018/03/23","1.0765"	
"2018/03/24","1.0765"	
"2018/03/25","1.0765"	
"2018/03/26","1.0857"	
"2018/03/27","1.0834"	
"2018/03/28","1.0804"	
"2018/03/29","1.0862"	
"2018/03/30","1.0862"	
"2018/03/31","1.0862"	
"2018/04/01","1.0862"	
"2018/04/02","1.0862"	
"2018/04/03","1.0813"	
"2018/04/04","1.0837"	
"2018/04/05","1.0837"	
"2018/04/06","1.0819"	
"2018/04/07","1.0819"	
"2018/04/08","1.0819"	
"2018/04/09","1.0847"	
"2018/04/10","1.0931"	
"2018/04/11","1.0914"	
"2018/04/12","1.0929"	
"2018/04/13","1.0924"	
"2018/04/14","1.0924"	
"2018/04/15","1.0924"	
"2018/04/16","1.0946"	
"2018/04/17","1.0993"	
"2018/04/18","1.1015"	
"2018/04/19","1.0987"	
"2018/04/20","1.0926"	
"2018/04/21","1.0926"	
"2018/04/22","1.0926"	
"2018/04/23","1.0907"	
"2018/04/24","1.0867"	
"2018/04/25","1.0843"	
"2018/04/26","1.0893"	
"2018/04/27","1.0918"	
"2018/04/28","1.0918"	
"2018/04/29","1.0918"	
"2018/04/30","1.09"	
"2018/05/01","1.09"	
"2018/05/02","1.0859"	
"2018/05/03","1.0846"	
"2018/05/04","1.0891"	
"2018/05/05","1.0891"	
"2018/05/06","1.0891"	
"2018/05/07","1.0915"	
"2018/05/08","1.0905"	
"2018/05/09","1.0943"	
"2018/05/10","1.0993"	
"2018/05/11","1.1027"	
"2018/05/12","1.1027"	
"2018/05/13","1.1027"	
"2018/05/14","1.1034"	
"2018/05/15","1.0969"	
"2018/05/16","1.0977"	
"2018/05/17","1.0976"	
"2018/05/18","1.0967"	
"2018/05/19","1.0967"	
"2018/05/20","1.0967"	
"2018/05/21","1.0989"	
"2018/05/22","1.0989"	
"2018/05/23","1.0974"	
"2018/05/24","1.0966"	
"2018/05/25","1.0952"	
"2018/05/26","1.0952"	
"2018/05/27","1.0952"	
"2018/05/28","1.0943"	
"2018/05/29","1.0871"	
"2018/05/30","1.0903"	
"2018/05/31","1.0901"	
"2018/06/01","1.0941"	
"2018/06/02","1.0941"	
"2018/06/03","1.0941"	
"2018/06/04","1.0982"	
"2018/06/05","1.0973"	
"2018/06/06","1.1003"	
"2018/06/07","1.1008"	
"2018/06/08","1.0998"	
"2018/06/09","1.0998"	
"2018/06/10","1.0998"	
"2018/06/11","1.102"	
"2018/06/12","1.1024"	
"2018/06/13","1.1014"	
"2018/06/14","1.1023"	
"2018/06/15","1.1"	
"2018/06/16","1.1"	
"2018/06/17","1.1"	
"2018/06/18","1.1"	
"2018/06/19","1.0927"	
"2018/06/20","1.0941"	
"2018/06/21","1.0899"	
"2018/06/22","1.0927"	
"2018/06/23","1.0927"	
"2018/06/24","1.0927"	
"2018/06/25","1.0841"	
"2018/06/26","1.0843"	
"2018/06/27","1.0811"	
"2018/06/28","1.0815"	
"2018/06/29","1.0859"	
"2018/06/30","1.0859"	
"2018/07/01","1.0859"	
"2018/07/02","1.0859"	
"2018/07/03","1.0837"	
"2018/07/04","1.083"	
"2018/07/05","1.0871"	
"2018/07/06","1.0923"	
"2018/07/07","1.0923"	
"2018/07/08","1.0923"	
"2018/07/09","1.0982"	
"2018/07/10","1.0991"	
"2018/07/11","1.0937"	
"2018/07/12","1.0979"	
"2018/07/13","1.0998"	
"2018/07/14","1.0998"	
"2018/07/15","1.0998"	
"2018/07/16","1.0986"	
"2018/07/17","1.1007"	
"2018/07/18","1.1018"	
"2018/07/19","1.0997"	
"2018/07/20","1.1006"	
"2018/07/21","1.1006"	
"2018/07/22","1.1006"	
"2018/07/23","1.0992"	
"2018/07/24","1.1035"	
"2018/07/25","1.107"	
"2018/07/26","1.1068"	
"2018/07/27","1.1057"	
"2018/07/28","1.1057"	
"2018/07/29","1.1057"	
"2018/07/30","1.1028"	
"2018/07/31","1.1041"	
"2018/08/01","1.1019"	
"2018/08/02","1.1"	
"2018/08/03","1.1032"	
"2018/08/04","1.1032"	
"2018/08/05","1.1032"	
"2018/08/06","1.1041"	
"2018/08/07","1.1071"	
"2018/08/08","1.107"	
"2018/08/09","1.1073"	
"2018/08/10","1.1009"	
"2018/08/11","1.1009"	
"2018/08/12","1.1009"	
"2018/08/13","1.0957"	
"2018/08/14","1.0983"	
"2018/08/15","1.0916"	
"2018/08/16","1.0953"	
"2018/08/17","1.0974"	
"2018/08/18","1.0974"	
"2018/08/19","1.0974"	
"2018/08/20","1.1008"	
"2018/08/21","1.1032"	
"2018/08/22","1.1048"	
"2018/08/23","1.103"	
"2018/08/24","1.1062"	
"2018/08/25","1.1062"	
"2018/08/26","1.1062"	
"2018/08/27","1.1119"	
"2018/08/28","1.1119"	
"2018/08/29","1.1139"	
"2018/08/30","1.1113"	
"2018/08/31","1.1096"	
"2018/09/01","1.1096"	
"2018/09/02","1.1096"	
"2018/09/03","1.1084"	
"2018/09/04","1.1051"	
"2018/09/05","1.1012"	
"2018/09/06","1.0996"	
"2018/09/07","1.0973"	
