"基金名稱","中港基金"	
"2020/09/25","149.02"	
"2020/09/26","149.02"	
"2020/09/27","149.02"	
"2020/09/28","150.41"	
"2020/09/29","149.09"	
"2020/09/30","150.39"	
"2020/10/01","150.39"	
"2020/10/02","150.39"	
"2020/10/03","150.39"	
"2020/10/04","150.39"	
"2020/10/05","151.67"	
"2020/10/06","153.23"	
"2020/10/07","154.97"	
"2020/10/08","154.28"	
"2020/10/09","154.52"	
"2020/10/10","154.52"	
"2020/10/11","154.52"	
"2020/10/12","157.78"	
"2020/10/13","157.78"	
"2020/10/14","157.59"	
"2020/10/15","154.57"	
"2020/10/16","156.47"	
"2020/10/17","156.47"	
"2020/10/18","156.47"	
"2020/10/19","157.26"	
"2020/10/20","157.41"	
"2020/10/21","158.67"	
"2020/10/22","158.78"	
