"基金名稱","中港基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2019/01/01","156.98"	
"2019/01/02","152.23"	
"2019/01/03","152.26"	
"2019/01/04","155.42"	
"2019/01/05","155.42"	
"2019/01/06","155.42"	
"2019/01/07","156.92"	
"2019/01/08","156.71"	
"2019/01/09","160.51"	
"2019/01/10","161.11"	
"2019/01/11","161.54"	
"2019/01/12","161.54"	
"2019/01/13","161.54"	
"2019/01/14","159.38"	
"2019/01/15","162.63"	
"2019/01/16","163.33"	
"2019/01/17","162.72"	
"2019/01/18","164.26"	
"2019/01/19","164.26"	
"2019/01/20","164.26"	
"2019/01/21","164.99"	
"2019/01/22","163.68"	
"2019/01/23","163.98"	
"2019/01/24","164.68"	
"2019/01/25","167.63"	
"2019/01/26","167.63"	
"2019/01/27","167.63"	
"2019/01/28","167.41"	
"2019/01/29","167.14"	
"2019/01/30","167.61"	
"2019/01/31","169.84"	
"2019/02/01","169.63"	
"2019/02/02","169.63"	
"2019/02/03","169.63"	
"2019/02/04","169.79"	
"2019/02/05","169.79"	
"2019/02/06","169.79"	
"2019/02/07","169.79"	
"2019/02/08","169.54"	
"2019/02/09","169.54"	
"2019/02/10","169.54"	
"2019/02/11","170.67"	
"2019/02/12","171.0"	
"2019/02/13","172.91"	
"2019/02/14","172.54"	
"2019/02/15","169.26"	
"2019/02/16","169.26"	
"2019/02/17","169.26"	
"2019/02/18","172.28"	
"2019/02/19","171.68"	
"2019/02/20","173.25"	
"2019/02/21","174.18"	
"2019/02/22","175.45"	
"2019/02/23","175.45"	
"2019/02/24","175.45"	
"2019/02/25","176.83"	
"2019/02/26","175.68"	
"2019/02/27","175.35"	
"2019/02/28","174.44"	
"2019/03/01","175.71"	
"2019/03/02","175.71"	
"2019/03/03","175.71"	
"2019/03/04","176.42"	
"2019/03/05","176.63"	
"2019/03/06","177.02"	
"2019/03/07","175.08"	
"2019/03/08","171.85"	
"2019/03/09","171.85"	
"2019/03/10","171.85"	
"2019/03/11","173.65"	
"2019/03/12","176.54"	
"2019/03/13","175.42"	
"2019/03/14","175.96"	
"2019/03/15","177.25"	
"2019/03/16","177.25"	
"2019/03/17","177.25"	
"2019/03/18","179.12"	
"2019/03/19","179.57"	
"2019/03/20","178.72"	
"2019/03/21","177.23"	
"2019/03/22","177.14"	
"2019/03/23","177.14"	
"2019/03/24","177.14"	
"2019/03/25","173.61"	
"2019/03/26","173.58"	
"2019/03/27","175.08"	
"2019/03/28","174.74"	
"2019/03/29","176.71"	
"2019/03/30","176.71"	
"2019/03/31","176.71"	
"2019/04/01","179.66"	
"2019/04/02","179.9"	
"2019/04/03","181.79"	
"2019/04/04","181.97"	
"2019/04/05","181.97"	
"2019/04/06","181.97"	
"2019/04/07","181.97"	
"2019/04/08","182.74"	
"2019/04/09","183.31"	
"2019/04/10","182.94"	
"2019/04/11","181.01"	
"2019/04/12","181.39"	
"2019/04/13","181.39"	
"2019/04/14","181.39"	
"2019/04/15","180.87"	
"2019/04/16","182.97"	
"2019/04/17","183.09"	
"2019/04/18","181.88"	
"2019/04/19","181.88"	
"2019/04/20","181.88"	
"2019/04/21","181.88"	
"2019/04/22","181.88"	
"2019/04/23","181.74"	
"2019/04/24","180.83"	
"2019/04/25","179.38"	
"2019/04/26","179.34"	
"2019/04/27","179.34"	
"2019/04/28","179.34"	
"2019/04/29","181.41"	
"2019/04/30","180.02"	
"2019/05/01","180.02"	
"2019/05/02","181.16"	
"2019/05/03","181.97"	
"2019/05/04","181.97"	
"2019/05/05","181.97"	
"2019/05/06","176.82"	
"2019/05/07","177.36"	
"2019/05/08","175.18"	
"2019/05/09","171.29"	
"2019/05/10","172.49"	
"2019/05/11","172.49"	
"2019/05/12","172.49"	
"2019/05/13","172.49"	
"2019/05/14","170.12"	
"2019/05/15","170.75"	
"2019/05/16","171.02"	
"2019/05/17","169.39"	
"2019/05/18","169.39"	
"2019/05/19","169.39"	
"2019/05/20","168.44"	
"2019/05/21","168.2"	
"2019/05/22","167.83"	
"2019/05/23","166.0"	
"2019/05/24","166.57"	
"2019/05/25","166.57"	
"2019/05/26","166.57"	
"2019/05/27","166.01"	
"2019/05/28","166.58"	
"2019/05/29","166.01"	
"2019/05/30","165.67"	
"2019/05/31","164.52"	
"2019/06/01","164.52"	
"2019/06/02","164.52"	
"2019/06/03","164.39"	
"2019/06/04","163.76"	
"2019/06/05","164.72"	
"2019/06/06","164.65"	
"2019/06/07","164.65"	
"2019/06/08","164.65"	
"2019/06/09","164.65"	
"2019/06/10","168.4"	
"2019/06/11","169.65"	
"2019/06/12","167.13"	
"2019/06/13","167.03"	
"2019/06/14","165.94"	
"2019/06/15","165.94"	
"2019/06/16","165.94"	
"2019/06/17","166.74"	
"2019/06/18","167.86"	
"2019/06/19","172.0"	
"2019/06/20","174.72"	
"2019/06/21","174.26"	
"2019/06/22","174.26"	
"2019/06/23","174.26"	
"2019/06/24","174.31"	
"2019/06/25","172.4"	
"2019/06/26","172.67"	
"2019/06/27","175.32"	
"2019/06/28","174.78"	
"2019/06/29","174.78"	
"2019/06/30","174.78"	
"2019/07/01","174.78"	
"2019/07/02","177.67"	
"2019/07/03","177.24"	
"2019/07/04","177.23"	
"2019/07/05","176.9"	
"2019/07/06","176.9"	
"2019/07/07","176.9"	
"2019/07/08","174.01"	
"2019/07/09","172.76"	
"2019/07/10","173.37"	
"2019/07/11","174.57"	
"2019/07/12","175.14"	
"2019/07/13","175.14"	
"2019/07/14","175.14"	
"2019/07/15","175.46"	
"2019/07/16","175.79"	
"2019/07/17","175.73"	
"2019/07/18","174.91"	
"2019/07/19","176.69"	
"2019/07/20","176.69"	
"2019/07/21","176.69"	
"2019/07/22","174.17"	
"2019/07/23","174.92"	
"2019/07/24","175.28"	
"2019/07/25","175.97"	
"2019/07/26","174.55"	
"2019/07/27","174.55"	
"2019/07/28","174.55"	
"2019/07/29","173.12"	
"2019/07/30","173.45"	
"2019/07/31","171.32"	
"2019/08/01","170.2"	
"2019/08/02","166.02"	
"2019/08/03","166.02"	
"2019/08/04","166.02"	
"2019/08/05","161.51"	
"2019/08/06","160.78"	
"2019/08/07","160.78"	
"2019/08/08","161.38"	
"2019/08/09","160.29"	
"2019/08/10","160.29"	
"2019/08/11","160.29"	
"2019/08/12","159.55"	
"2019/08/13","156.68"	
"2019/08/14","156.52"	
"2019/08/15","157.72"	
"2019/08/16","159.37"	
"2019/08/17","159.37"	
"2019/08/18","159.37"	
"2019/08/19","161.95"	
"2019/08/20","162.31"	
"2019/08/21","162.42"	
"2019/08/22","161.3"	
"2019/08/23","161.93"	
"2019/08/24","161.93"	
"2019/08/25","161.93"	
"2019/08/26","159.23"	
"2019/08/27","158.96"	
"2019/08/28","158.71"	
"2019/08/29","159.28"	
"2019/08/30","159.77"	
"2019/08/31","159.77"	
"2019/09/01","159.77"	
"2019/09/02","159.3"	
"2019/09/03","158.63"	
"2019/09/04","164.19"	
"2019/09/05","165.07"	
"2019/09/06","165.37"	
"2019/09/07","165.37"	
"2019/09/08","165.37"	
"2019/09/09","165.87"	
"2019/09/10","165.77"	
"2019/09/11","168.16"	
"2019/09/12","168.37"	
"2019/09/13","169.84"	
"2019/09/14","169.84"	
"2019/09/15","169.84"	
"2019/09/16","168.42"	
"2019/09/17","166.63"	
"2019/09/18","166.57"	
"2019/09/19","164.88"	
"2019/09/20","164.87"	
"2019/09/21","164.87"	
"2019/09/22","164.87"	
"2019/09/23","163.35"	
"2019/09/24","163.77"	
"2019/09/25","161.77"	
