"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2017/01/01","263.45"	
"2017/01/02","263.45"	
"2017/01/03","264.7"	
"2017/01/04","264.53"	
"2017/01/05","268.17"	
"2017/01/06","268.81"	
"2017/01/07","268.81"	
"2017/01/08","268.81"	
"2017/01/09","269.26"	
"2017/01/10","271.28"	
"2017/01/11","273.63"	
"2017/01/12","272.72"	
"2017/01/13","273.92"	
"2017/01/14","273.92"	
"2017/01/15","273.92"	
"2017/01/16","271.28"	
"2017/01/17","273.14"	
"2017/01/18","276.47"	
"2017/01/19","275.97"	
"2017/01/20","274.41"	
"2017/01/21","274.41"	
"2017/01/22","274.41"	
"2017/01/23","274.86"	
"2017/01/24","275.9"	
"2017/01/25","276.68"	
"2017/01/26","280.0"	
"2017/01/27","279.25"	
"2017/01/28","279.25"	
"2017/01/29","279.25"	
"2017/01/30","279.25"	
"2017/01/31","279.25"	
"2017/02/01","278.86"	
"2017/02/02","277.63"	
"2017/02/03","277.29"	
"2017/02/04","277.29"	
"2017/02/05","277.29"	
"2017/02/06","279.61"	
"2017/02/07","279.1"	
"2017/02/08","281.45"	
"2017/02/09","282.65"	
"2017/02/10","283.37"	
"2017/02/11","283.37"	
"2017/02/12","283.37"	
"2017/02/13","285.44"	
"2017/02/14","285.59"	
"2017/02/15","287.76"	
"2017/02/16","288.72"	
"2017/02/17","287.57"	
"2017/02/18","287.57"	
"2017/02/19","287.57"	
"2017/02/20","289.48"	
"2017/02/21","287.03"	
"2017/02/22","290.43"	
"2017/02/23","290.01"	
"2017/02/24","287.07"	
"2017/02/25","287.07"	
"2017/02/26","287.07"	
"2017/02/27","286.03"	
"2017/02/28","284.56"	
"2017/03/01","285.84"	
"2017/03/02","285.27"	
"2017/03/03","283.31"	
"2017/03/04","283.31"	
"2017/03/05","283.31"	
"2017/03/06","284.0"	
"2017/03/07","285.61"	
"2017/03/08","286.89"	
"2017/03/09","282.74"	
"2017/03/10","283.37"	
"2017/03/11","283.37"	
"2017/03/12","283.37"	
"2017/03/13","287.23"	
"2017/03/14","287.62"	
"2017/03/15","287.68"	
"2017/03/16","293.18"	
"2017/03/17","293.33"	
"2017/03/18","293.33"	
"2017/03/19","293.33"	
"2017/03/20","295.15"	
"2017/03/21","296.03"	
"2017/03/22","292.61"	
