"基金名稱","香港股票基金"	
"2019/03/23","350.33"	
"2019/03/24","350.33"	
"2019/03/25","343.0"	
"2019/03/26","343.43"	
"2019/03/27","346.06"	
"2019/03/28","346.33"	
"2019/03/29","350.29"	
"2019/03/30","350.29"	
"2019/03/31","350.29"	
"2019/04/01","356.85"	
"2019/04/02","357.65"	
"2019/04/03","362.1"	
"2019/04/04","361.64"	
"2019/04/05","361.64"	
"2019/04/06","361.64"	
"2019/04/07","361.64"	
"2019/04/08","363.39"	
"2019/04/09","364.26"	
"2019/04/10","364.18"	
"2019/04/11","360.04"	
"2019/04/12","360.88"	
"2019/04/13","360.88"	
"2019/04/14","360.88"	
"2019/04/15","360.15"	
"2019/04/16","363.11"	
"2019/04/17","363.33"	
"2019/04/18","361.49"	
"2019/04/19","361.49"	
"2019/04/20","361.49"	
"2019/04/21","361.49"	
"2019/04/22","361.49"	
"2019/04/23","360.51"	
"2019/04/24","359.58"	
"2019/04/25","355.44"	
"2019/04/26","355.71"	
"2019/04/27","355.71"	
"2019/04/28","355.71"	
"2019/04/29","358.77"	
"2019/04/30","356.71"	
"2019/05/01","356.71"	
"2019/05/02","359.33"	
"2019/05/03","360.99"	
"2019/05/04","360.99"	
"2019/05/05","360.99"	
"2019/05/06","349.37"	
"2019/05/07","351.44"	
"2019/05/08","347.08"	
"2019/05/09","338.51"	
"2019/05/10","342.63"	
"2019/05/11","342.63"	
"2019/05/12","342.63"	
"2019/05/13","342.63"	
"2019/05/14","336.09"	
"2019/05/15","338.29"	
"2019/05/16","338.35"	
"2019/05/17","333.91"	
"2019/05/18","333.91"	
"2019/05/19","333.91"	
"2019/05/20","330.88"	
"2019/05/21","330.11"	
"2019/05/22","330.59"	
"2019/05/23","325.84"	
"2019/05/24","326.89"	
"2019/05/25","326.89"	
"2019/05/26","326.89"	
"2019/05/27","326.68"	
"2019/05/28","328.81"	
"2019/05/29","326.96"	
"2019/05/30","326.09"	
"2019/05/31","324.41"	
"2019/06/01","324.41"	
"2019/06/02","324.41"	
"2019/06/03","324.4"	
"2019/06/04","322.17"	
"2019/06/05","324.23"	
"2019/06/06","325.08"	
"2019/06/07","325.08"	
"2019/06/08","325.08"	
"2019/06/09","325.08"	
"2019/06/10","332.42"	
"2019/06/11","335.37"	
"2019/06/12","330.12"	
"2019/06/13","330.03"	
"2019/06/14","327.9"	
"2019/06/15","327.9"	
"2019/06/16","327.9"	
"2019/06/17","328.56"	
"2019/06/18","331.49"	
"2019/06/19","339.6"	
"2019/06/20","344.3"	
"2019/06/21","342.86"	
"2019/06/22","342.86"	
"2019/06/23","342.86"	
"2019/06/24","343.45"	
"2019/06/25","339.67"	
"2019/06/26","339.8"	
"2019/06/27","344.49"	
"2019/06/28","343.81"	
"2019/06/29","343.81"	
"2019/06/30","343.81"	
"2019/07/01","343.81"	
"2019/07/02","349.79"	
"2019/07/03","349.31"	
"2019/07/04","349.26"	
"2019/07/05","349.04"	
"2019/07/06","349.04"	
"2019/07/07","349.04"	
"2019/07/08","343.5"	
"2019/07/09","340.88"	
"2019/07/10","341.98"	
"2019/07/11","344.4"	
"2019/07/12","344.74"	
"2019/07/13","344.74"	
"2019/07/14","344.74"	
"2019/07/15","345.81"	
"2019/07/16","346.75"	
"2019/07/17","346.74"	
"2019/07/18","345.16"	
"2019/07/19","348.9"	
"2019/07/20","348.9"	
"2019/07/21","348.9"	
"2019/07/22","344.45"	
"2019/07/23","345.22"	
"2019/07/24","346.27"	
"2019/07/25","347.54"	
"2019/07/26","345.04"	
"2019/07/27","345.04"	
"2019/07/28","345.04"	
"2019/07/29","342.17"	
"2019/07/30","342.75"	
"2019/07/31","338.4"	
"2019/08/01","336.14"	
"2019/08/02","327.88"	
"2019/08/03","327.88"	
"2019/08/04","327.88"	
"2019/08/05","318.43"	
"2019/08/06","316.02"	
"2019/08/07","316.54"	
"2019/08/08","318.87"	
"2019/08/09","316.23"	
"2019/08/10","316.23"	
"2019/08/11","316.23"	
"2019/08/12","315.26"	
"2019/08/13","309.38"	
"2019/08/14","310.33"	
"2019/08/15","311.67"	
"2019/08/16","314.76"	
"2019/08/17","314.76"	
"2019/08/18","314.76"	
"2019/08/19","321.38"	
"2019/08/20","320.83"	
"2019/08/21","321.45"	
"2019/08/22","319.17"	
"2019/08/23","321.16"	
"2019/08/24","321.16"	
"2019/08/25","321.16"	
"2019/08/26","314.78"	
"2019/08/27","315.21"	
"2019/08/28","314.51"	
"2019/08/29","315.55"	
"2019/08/30","316.26"	
"2019/08/31","316.26"	
"2019/09/01","316.26"	
"2019/09/02","315.4"	
"2019/09/03","313.9"	
"2019/09/04","324.79"	
"2019/09/05","325.51"	
"2019/09/06","327.83"	
"2019/09/07","327.83"	
"2019/09/08","327.83"	
"2019/09/09","327.53"	
"2019/09/10","326.89"	
"2019/09/11","331.36"	
"2019/09/12","331.7"	
"2019/09/13","335.09"	
"2019/09/14","335.09"	
"2019/09/15","335.09"	
"2019/09/16","332.28"	
"2019/09/17","328.59"	
"2019/09/18","328.93"	
"2019/09/19","325.79"	
"2019/09/20","325.35"	
"2019/09/21","325.35"	
"2019/09/22","325.35"	
"2019/09/23","322.19"	
"2019/09/24","322.36"	
"2019/09/25","318.5"	
"2019/09/26","319.79"	
"2019/09/27","319.02"	
"2019/09/28","319.02"	
"2019/09/29","319.02"	
"2019/09/30","320.15"	
"2019/10/01","320.15"	
"2019/10/02","319.78"	
"2019/10/03","320.71"	
"2019/10/04","318.23"	
"2019/10/05","318.23"	
"2019/10/06","318.23"	
"2019/10/07","318.23"	
"2019/10/08","319.05"	
"2019/10/09","316.55"	
"2019/10/10","318.12"	
"2019/10/11","324.56"	
"2019/10/12","324.56"	
"2019/10/13","324.56"	
"2019/10/14","326.91"	
"2019/10/15","326.76"	
"2019/10/16","328.54"	
"2019/10/17","330.38"	
"2019/10/18","329.21"	
"2019/10/19","329.21"	
"2019/10/20","329.21"	
"2019/10/21","329.38"	
"2019/10/22","329.02"	
"2019/10/23","326.34"	
"2019/10/24","328.67"	
"2019/10/25","327.71"	
"2019/10/26","327.71"	
"2019/10/27","327.71"	
"2019/10/28","330.72"	
"2019/10/29","329.93"	
"2019/10/30","328.36"	
"2019/10/31","331.28"	
"2019/11/01","333.34"	
"2019/11/02","333.34"	
"2019/11/03","333.34"	
"2019/11/04","338.79"	
"2019/11/05","340.57"	
"2019/11/06","340.55"	
"2019/11/07","342.37"	
"2019/11/08","340.06"	
"2019/11/09","340.06"	
"2019/11/10","340.06"	
"2019/11/11","331.39"	
"2019/11/12","333.61"	
"2019/11/13","328.11"	
"2019/11/14","325.24"	
"2019/11/15","325.23"	
"2019/11/16","325.23"	
"2019/11/17","325.23"	
"2019/11/18","329.28"	
"2019/11/19","333.89"	
"2019/11/20","331.6"	
"2019/11/21","326.57"	
"2019/11/22","328.51"	
"2019/11/23","328.51"	
"2019/11/24","328.51"	
"2019/11/25","332.82"	
"2019/11/26","332.41"	
"2019/11/27","333.35"	
"2019/11/28","332.9"	
"2019/11/29","326.38"	
"2019/11/30","326.38"	
"2019/12/01","326.38"	
"2019/12/02","327.91"	
"2019/12/03","327.46"	
"2019/12/04","323.48"	
"2019/12/05","325.78"	
"2019/12/06","329.15"	
"2019/12/07","329.15"	
"2019/12/08","329.15"	
"2019/12/09","329.14"	
"2019/12/10","328.17"	
"2019/12/11","330.87"	
"2019/12/12","334.82"	
"2019/12/13","342.76"	
"2019/12/14","342.76"	
"2019/12/15","342.76"	
"2019/12/16","341.15"	
"2019/12/17","345.3"	
"2019/12/18","345.69"	
"2019/12/19","344.5"	
"2019/12/20","344.82"	
"2019/12/21","344.82"	
"2019/12/22","344.82"	
"2019/12/23","345.0"	
"2019/12/24","344.74"	
"2019/12/25","344.74"	
"2019/12/26","344.74"	
"2019/12/27","348.69"	
"2019/12/28","348.69"	
"2019/12/29","348.69"	
"2019/12/30","350.0"	
"2019/12/31","348.51"	
