"基金名稱","香港股票基金"	
"貨幣","HKD"	
"成立日期","2002/01/01"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2002/01/01","100.0"	
"2002/01/02","100.0"	
"2002/01/31","94.57"	
"2002/02/01","93.95"	
"2002/02/28","91.03"	
"2002/03/01","91.13"	
"2002/03/19","97.81"	
"2002/03/20","96.87"	
"2002/03/21","95.2"	
"2002/03/22","95.29"	
"2002/03/23","95.24"	
"2002/03/24","95.24"	
"2002/03/25","95.24"	
"2002/03/26","95.12"	
"2002/03/27","95.86"	
"2002/03/28","95.86"	
"2002/03/29","94.84"	
"2002/03/30","94.84"	
"2002/03/31","94.84"	
"2002/04/01","94.84"	
"2002/04/02","94.84"	
"2002/04/03","94.47"	
"2002/04/04","94.56"	
"2002/04/05","94.43"	
"2002/04/06","94.43"	
"2002/04/07","94.43"	
"2002/04/08","94.43"	
"2002/04/09","94.5"	
"2002/04/10","93.88"	
"2002/04/11","94.56"	
"2002/04/12","94.38"	
"2002/04/13","94.94"	
"2002/04/14","94.94"	
"2002/04/15","94.94"	
"2002/04/16","95.25"	
"2002/04/17","97.23"	
"2002/04/18","98.18"	
"2002/04/19","98.37"	
"2002/04/20","98.27"	
"2002/04/21","98.27"	
"2002/04/22","98.27"	
"2002/04/23","99.61"	
"2002/04/24","100.0"	
"2002/04/25","99.74"	
"2002/04/26","100.03"	
"2002/04/27","99.63"	
"2002/04/28","99.63"	
"2002/04/29","99.63"	
"2002/04/30","100.99"	
"2002/05/01","103.53"	
"2002/05/02","103.53"	
"2002/05/03","103.61"	
"2002/05/04","103.25"	
"2002/05/05","103.25"	
"2002/05/06","103.25"	
"2002/05/07","103.71"	
"2002/05/08","102.75"	
"2002/05/09","102.36"	
"2002/05/10","102.07"	
"2002/05/11","102.73"	
"2002/05/12","102.73"	
"2002/05/13","102.73"	
"2002/05/14","102.41"	
"2002/05/15","103.6"	
"2002/05/16","103.41"	
"2002/05/17","104.37"	
"2002/05/18","102.85"	
"2002/05/19","102.85"	
"2002/05/20","102.85"	
"2002/05/21","102.85"	
"2002/05/22","103.11"	
"2002/05/23","101.99"	
"2002/05/24","102.08"	
"2002/05/25","101.58"	
"2002/05/26","101.58"	
"2002/05/27","101.58"	
"2002/05/28","101.28"	
"2002/05/29","100.27"	
"2002/05/30","99.76"	
"2002/05/31","98.96"	
"2002/06/01","99.06"	
